79.000000;F_02_Tou_0001;ToucanDC
80.000000;F_02_Bsau_0001;RhinoSaurusDC
81.000000;F_04_Fdra_0001;FloatDragDC
82.000000;F_04_Bdra_0001;DragBonwyDC
83.000000;F_02_Rhsau_0001;ButtSaurusDC
84.000000;F_C01_Unic_0001;HorsUicADC
85.000000;F_03_0_0671_0004;ReinBase3DC
86.000000;F_03_0_0671_0006;ReinBase3DC
87.000000;F_03_0_0671_0011;ReinBase3DC
88.000000;F_03_0_0671_0012;ReinBase1DC
89.000000;F_03_0_0671_0013;ReinBase3DC
90.000000;F_03_0_0083_0004;BearBrown2DC
91.000000;F_03_Firebird_001;FirebirdDC
92.000000;F_03_0_0309_0011;WolfWild3DC
93.000000;F_03_0_0245_0006;WolfWildDC
94.000000;F_03_0_0704_0011;DragWhiteRedDC
95.000000;F_03_0_0769_0005;HorsBlackDC
96.000000;F_03_0_0672_0008;BullHunbabaDC
97.000000;F_03_0_0245_0007;Leop1DC
98.000000;F_03_0_0672_0009;BullBlackDC
99.000000;F_03_0_0245_0008;Leop1DC
100.000000;F_03_0_0083_0008;BearBrownDC
101.000000;F_03_0_1715_0010;DragAsterDC
102.000000;F_03_0_0671_0014;ReinBase3DC
103.000000;F_03_0_0704_0012;DragFlakeDC
104.000000;F_03_0_1717_0002;DragRashaDC
105.000000;F_03_0_1715_0006;DragCarasDC_Pet
106.000000;F_02_Tou_0002;ToucanDC_Pet
107.000000;F_02_Liger_0003;LigerDC_Pet
108.000000;F_04_Fdra_0002;FloatDragDC_Pet
109.000000;F_06_Ostrich_0001;OstrichDC
110.000000;F_06_Eagle_0001;BaldEagleDC
111.000000;F_06_ESco_0001;ScorTailDC
112.000000;F_06_ESco_0002;ScorTongDC
113.000000;F_03_bull_0001;GrayBullDC
114.000000;F_03_Wolf_0001;WhiteWolfDC
115.000000;F_03_Deer_0001;ReinBase9DC
116.000000;F_03_boar_0001;BoarForchDC
117.000000;F_14_Toucan_0001;FancyToucanDC
118.000000;F_07_Toucan_0001;CripanDC
119.000000;F_d08_Pega_0001;NightMareDC
120.000000;F_d14_Blraba_0001;DragRabaDC
121.000000;F_c02_Brindle_0001;ElephantDC
122.000000;F_f03_Forst_0001;DragFrostDC
123.000000;F_c02_Liones_0001;LionessDC
124.000000;F_f03_Forst_0002;DragDreadDC
125.000000;F_c02_Lion_0001;LionDC
126.000000;F_c02_Elep_0001; ElephantDC
127.000000;F_c02_Elep_0002;GrassElephantDC
128.000000;F_c02_Ddog_0001;DevilDogDC
129.000000;F_d14_Etur_0001;KingturtleDC
130.000000;F_d09_wolf_0001;wolfdogDC
131.000000;F_f05_Eagle_0001;BaldEagleDC
132.000000;F_f05_toucan_0001;GoldGriffonDC
133.000000;F_d03_Etur_0001;Etur2DC
134.000000;F_d02_bear_0001;BearBrownDC_Pet
135.000000;F_d03_Etur_0002;Etur2DC_Pet
136.000000;F_f01_leop_00_01;leopard01DC
137.000000;F_f01_leop_00_02;leopard02DC
138.000000;F_f01_leop_00_03;leopard03DC
139.000000;F_f03_Casp_0001;CaspertDC
140.000000;F_f03_Casp_0002;PoCaspertDC
141.000000;F_f03_matu_0001;MaturaDC
142.000000;F_03_Deer_0002;ReinBase9DC_Pet
143.000000;F_f03_Snowleo_0001;LeopSnowDC
144.000000;F_03_Wolf_0003;WhiteWolfDC
145.000000;F_f01_wolf_0000;WolfWild1DC_Pet
146.000000;F_f01_wolf_0001;WolfWild2DC_Pet
147.000000;F_f01_wolf_0002;WolfWildDC_Pet
148.000000;F_f01_wolfel_0000;WolfRashaDC_Pet
149.000000;F_f02_wolf_0003;WolfWild3DC_Pet
150.000000;F_f02_leoel_0000;Leochacadc_Pet
151.000000;F_f02_leo_0002;LeopDC_Pet
152.000000;F_f02_wolf_0006;WolfWild3DC_Pet
153.000000;F_f02_wolf_0007;WolfWildDC_Pet
154.000000;F_f02_leo_0003;LeopDC_Pet
155.000000;F_f02_leo_0004;Leop1DC_Pet
156.000000;F_f02_bearel_0000;BearTrutanDC_Pet
157.000000;F_f02_bear_0001;BearBrown2DC_Pet
158.000000;F_f02_bear_0002;BearBrown2DC_Pet
159.000000;F_f02_bear_0003;BearBrownDC_Pet
160.000000;F_f02_bear_0004;BearBrownDC_Pet
161.000000;F_f01_boar_0000;BoarMane1DC_Pet
162.000000;F_f01_boar_0001;BoarMane1DC_Pet
163.000000;F_f01_boar_0003;BoarToothDC_Pet
164.000000;F_f02_bull_0001;BullBuffaDC_Pet
165.000000;F_f02_bull_0002;BullBuffaDC_Pet
166.000000;F_f02_bull_0003;BullMilkDC_Pet
167.000000;F_f02_bull_0004;BullBuffa1DC_Pet
168.000000;F_f02_bull_0005;BullBuffa1DC_Pet
169.000000;F_f02_wolf_0009;WolfWildDC_Pet
170.000000;F_f03_wolf_0000;WolfBlueDC_Pet
171.000000;F_f03_wolf_0001;WolfBlue1DC_Pet
172.000000;F_f03_wolfel_0000;WolfRashaDC_Pet
173.000000;F_f02_spid_0000;SpidTaslDC_Pet
174.000000;F_f02_spid_0002;SpidBase3DC_Pet
175.000000;F_d02_spid_0000;SpidBlzzaDC_Pet
176.000000;F_f01_boarel_0001;BoarForchDC_Pet
177.000000;F_f02_bull_0006;BullBuffaDC_Pet
178.000000;F_f02_rein_0000;ReinBase3DC_Pet
179.000000;F_f02_rein_0001;ReinBase3DC_Pet
180.000000;F_f02_rein_0002;ReinBase9DC_Pet
181.000000;F_f02_rein_0003;ReinBase3DC_Pet
182.000000;F_f02_rein_0004;ReinBase3DC_Pet
183.000000;F_f02_rein_0005;ReinBase3DC_Pet
184.000000;F_f02_rein_0006;ReinBase4DC_Pet
185.000000;F_f02_etur_0000;EturDC_Pet
186.000000;F_f02_hors_0000;HorsWindkDC_Pet
187.000000;F_f02_hors_0001;HorsPonyDC_Pet
188.000000;F_f02_wolf_0010;WolfWild3DC_Pet
189.000000;F_f02_spid_0005;SpidBase1DC_Pet
190.000000;F_f02_houn_0000;MagHoundDC_Pet
191.000000;F_f02_eturel_0000;Etur1DC_Pet
192.000000;F_f02_hors_0002;HorsUnicDC_Pet
193.000000;F_f02_drag_0001;DragAsterDC_Pet
194.000000;F_f02_boar_0003;BoarToothDC_Pet
195.000000;F_f03_leo_0000;LeopSnowDC_Pet
196.000000;F_f03_leoel_0000;LeopCrugDC_Pet
197.000000;F_f03_leo_0001;LeopSnowDC_Pet
198.000000;F_f03_bear_0000;BearBrown2DC_Pet
199.000000;F_f03_bearel_0000;PolarBearDC_Pet
200.000000;F_f02_rein_0007;ReinBase3DC_Pet
201.000000;F_f02_houn_0001;MagHoundADC_Pet
202.000000;F_f01_spid_0000;SpidBase1DC_Pet
203.000000;F_f02_drag_0007;DragFlakeDC
204.000000;F_f02_drag_0008;FirebirdDC_Pet
205.000000;F_f02_drag_0009;DragRashaDC_Pet
206.000000;F_f02_drag_0010;DragFlakeDC_Pet
207.000000;F_f02_hors_0003;HorsvioletDC_Pet
208.000000;F_f02_hors_0004;HorseWildDC_Pet
209.000000;F_f02_hors_0005;HorsbrownDC_Pet
210.000000;F_f02_pega_0000;PegasusDC_Pet
211.000000;F_f02_ydrag_0000;YFireBirdDC_Pet
212.000000;F_02_Bsau_0002;RhinoSaurusDC_Pet
213.000000;F_04_Bdra_0002;DragBonwyDC_Pet
214.000000;F_02_Rhsau_0002;ButtSaurusDC_Pet
215.000000;F_C01_Unic_0002;HorsUicADC_Pet
216.000000;F_f02_rein_0008;ReinBase3DC_Pet
217.000000;F_f02_rein_0009;ReinBase3DC_Pet
218.000000;F_f02_rein_0010;ReinBase3DC_Pet
219.000000;F_f02_rein_0011;ReinBase1DC_Pet
220.000000;F_f02_rein_0012;ReinBase3DC_Pet
221.000000;F_f02_rein_0013;BearBrown2DC_Pet
222.000000;F_f02_firedra_0000;FirebirdDC_Pet
223.000000;F_f02_wolf_0011;WolfWild3DC_Pet
224.000000;F_f02_wolf_0001;Leop1DC_Pet
225.000000;F_f02_drag_0011;DragWhiteRedDC_Pet
226.000000;F_d01_hors_0000;HorsBlackDC_Pet
227.000000;F_f02_bull_0008;BullHunbabaDC_Pet
228.000000;F_f02_leo_0001;Leop1DC_Pet
229.000000;F_f02_bull_0009;BullBlackDC_Pet
230.000000;F_f02_leo_0005;Leop1DC_Pet
231.000000;F_f02_bear_0005;BearBrownDC_Pet
232.000000;F_f02_drag_0012;DragAsterDC_Pet
233.000000;F_f02_rein_0014;ReinBase3DC_Pet
234.000000;F_f02_drag_0013;DragFlakeDC_Pet
235.000000;F_f02_drag_0014;DragFlakeDC_Pet
236.000000;F_06_Ostrich_0002;OstrichDC_Pet
237.000000;F_06_Eagle_0002;BaldEagleDC_Pet
238.000000;F_06_Scolpi_0003;ScorTailDC_Pet
239.000000;F_06_Scolpi_0004;ScorTongDC_Pet
240.000000;F_03_bull_0002;GrayBullDC_Pet
241.000000;F_03_Wolf_0002;WhiteWolfDC_Pet
242.000000;F_03_boar_0004;BoarForchDC_Pet
243.000000;F_14_Toucan_0002;FancyToucanDC_Pet
244.000000;F_07_Toucan_0002;CripanDC_Pet
245.000000;F_d08_Pega_0002;NightMareDC_Pet
246.000000;F_d14_Blraba_0002;DragRabaDC_Pet
247.000000;F_c02_Brindle_0002;BrindleDC_Pet
248.000000;F_f03_Forst_0003;DragFrostDC_Pet
249.000000;F_c02_Liones_0002;LionessDC_Pet
250.000000;F_f03_Forst_0004;DragDreadDC_Pet
251.000000;F_c02_Lion_0002;LionDC_Pet
252.000000;F_c02_Elep_0005; ElephantDC_Pet
253.000000;F_c02_Elep_0006;GrassElephantDC_Pet
254.000000;F_c02_Ddog_0002;DevilDogDC_Pet
255.000000;F_d14_Etur_0002;KingturtleDC_Pet
256.000000;F_d09_wolf_0002;wolfdogDC_Pet
257.000000;F_f05_Eagle_0002;BaldEagleDC_Pet
258.000000;F_f05_toucan_0002;GoldGriffonDC_Pet
259.000000;F_f01_leop_0000;leopard01DC_Pet
260.000000;F_f01_leop_0001;leopard02DC_Pet
261.000000;F_f01_leop_0002;leopard03DC_Pet
262.000000;F_f01_leop_0003;CaspertDC_Pet
263.000000;F_f03_Casp_0003;PoCaspertDC_Pet
264.000000;F_f03_matu_0002;MaturaDC_Pet
265.000000;F_f03_Snowleo_0002;LeopSnowDC_Pet
266.000000;F_03_Wolf_0004;WhiteWolfDC_Pet
267.000000;F_02_Tou_0003;ToucanDC
268.000000;F_02_Tou_0004;ToucanDC_Pet
269.000000;F_f01_Ybird_0001;YFireBirdDC
270.000000;F_f03_Bdra_0001;IceDragBoneDC
271.000000;F_f03_Bdra_0002;IceDragBoneDC_Pet
272.000000;F_f03_Tou_0001;WhiteOwlDC
273.000000;F_f03_Tou_0002;WhiteOwlDC_Pet
274.000000;F_d04_wolf_0001;FrozenWolfDC
275.000000;F_d04_wolf_0002;WolfBlue3DC
276.000000;F_d04_wolf_0003;WolfBlue2DC
277.000000;F_d04_wolf_0004;FrozenWolfDC_pet
278.000000;F_d04_wolf_0005;WolfBlue3DC_Pet
279.000000;F_d04_wolf_0006;WolfBlue2DC_Pet
280.000000;F_00_0_0001_0003;empty_pet
281.000000;F_00_bull_0001;empty_pet
282.000000;F_00_DragAg_0001;DragAgnasDC
283.000000;F_00_eturel_0001;Etur2DC
284.000000;F_00_eturel_0002;Etur3DC
285.000000;F_00_horse_0001;GrassHorseDC
286.000000;F_f00_ydrag_0000;YFireBirdADC
287.000000;F_f00_ydrag_0001;YFireBirdBDC
288.000000;F_f00_ydrag_0002;YFireBirdCDC
289.000000;F_f00_owl_0001;WhiteOwlDC
290.000000;F_d04_AfoHors_0001;AShuHorseDC
291.000000;F_d04_AfoHors_0002;AShuHorseDC_Pet
292.000000;F_d04_AfoHors_0003;AShuHorseDC
293.000000;F_04_Bdra_0003;empty_pet
294.000000;F_01_1_Garmu_0001;DarkGarmuDC
295.000000;F_00_Bdra_0002;FireDragboneDC
296.000000;F_00_Bdra_0003;DarkboneDC
297.000000;F_00_Drag_0000;DragblackDC
298.000000;F_00_Drag_0001;DragLightDC
299.000000;F_00_hound_0000;IceHoundDC
300.000000;F_00_hound_0001;DarkHoundDC
301.000000;F_00_Bsau_0000;SaurusSandDC
302.000000;F_00_Bsau_0001;SaurusWaterDC
303.000000;F_f09_SkyHor_0001;SkySeaHorseDC
304.000000;F_f09_SkyHor_0002;SkySeaHorseDC_Pet
305.000000;F_f09_Shriek_0001;ShriekbirdDC
306.000000;F_f09_Shriek_0002;ShriekbirdDC_Pet
307.000000;F_f07_gorilra_0001;ForestGorillaDC
308.000000;F_f09_Megan_0001;RedMegantesDC
309.000000;F_00_Bdra_0004;blackboneDC
310.000000;F_f00_owl_0002;WhiteOwlDC_Pet
311.000000;F_f09_Megan_0002;RedMegantesDC_Pet
312.000000;F_00_Drag_0002;DragblackDC_Pet
313.000000;F_00_eturel_0003;Etur3DC_Pet
314.000000;F_00_Bdra_0005;blackboneDC_Pet
315.000000;F_00_hound_0002;DarkHoundDC_Pet
316.000000;F_02_FireBird_0001;YFireBirdDDC
317.000000;F_02_FireBird_0002;YFireBirdDDC_Pet
318.000000;F_00_Whale_0001;WhaleDC
319.000000;F_00_Whale_0002;WhaleBusDC_Pet
320.000000;F_f09_Shriek_0003;ShriekbirdCDC
321.000000;F_f09_Shriek_0004;ShriekbirdCDC_Pet
322.000000;F_f09_Fdra_0001;BlackOwlDC
323.000000;F_f09_Fdra_0002;BlackOwlDC_Pet
324.000000;F_F03_Icehound_0000;IceHoundDC
325.000000;F_F03_Saurwat_0000;SaurusWaterDC
326.000000;F_F03_Icehound_0001;IceHoundDC_Pet
327.000000;F_F03_Saurwat_0001;SaurusWaterDC_Pet
328.000000;F_F03_Bull_0001;BullBlack1DC
329.000000;F_F03_Rasha_0001;YouthDragDC
330.000000;F_F03_DrLight_0001;DragLightDC
331.000000;F_F03_IceEtule_0001;IceEturtleDC
332.000000;F_F03_LeoSnow_0001;LeopSnowDC_B
333.000000;F_F03_WhiteOwl_0001;WhiteOwlBDC
334.000000;F_F03_Reinbase_0001;ReinBase3DC
335.000000;F_F03_WhRein_0001;WhiteReindeerDC
336.000000;F_F03_Shriek_0001;ShriekbirdADC
337.000000;F_F03_Shriek_0002;ShriekbirdDDC
338.000000;F_F03_SpidBase_0001;SpidBase5DC
339.000000;F_F03_Bull_0002;BullBlack1DC_Pet
340.000000;F_F03_Rasha_0002;YouthDragDC_Pet
341.000000;F_F03_DrLight_0002;DragLightDC_Pet
342.000000;F_F03_IceEtule_0002;IceEturtleDC_Pet
343.000000;F_F03_LeoSnow_0002;LeopSnowDC_B_Pet
344.000000;F_F03_WhiteOwl_0002;WhiteOwlBDC_Pet
345.000000;F_F03_Reinbase_0002;ReinBase3DC_Pet
346.000000;F_F03_WhRein_0002;WhiteReindeerDC_Pet
347.000000;F_F03_Shriek_0003;ShriekbirdADC_Pet
348.000000;F_F03_Shriek_0004;ShriekbirdDDC_Pet
349.000000;F_F03_SpidBase_0002;SpidBase5DC_Pet
350.000000;F_F03_DrAster_0001;FirebirdADC
351.000000;F_F03_DrAster_0002;FirebirdADC_Pet
352.000000;F_00_Bsau_0002;SaurusWaterDC_Pet
353.000000;F_00_hound_0003;IceHoundDC_Pet
354.000000;F_f09_Shriek_0005;ShriekbirdBDC
355.000000;F_f09_Shriek_0006;ShriekbirdBDC_Pet
356.000000;F_f04_DragBone_0001;BoneFrostDC
357.000000;F_f04_DragBone_0002;BoneFrostDC_Pet
358.000000;F_f04_DraYoung_001;YouthDragDC
359.000000;F_f04_DraYoung_002;YouthDragADC
360.000000;F_f04_DraYoung_003;YouthDragBDC
361.000000;F_f04_DraYoung_004;YouthDragCDC
362.000000;F_f04_DraYoung_005;YouthDragDC_Pet
363.000000;F_f04_DraYoung_006;YouthDragADC_Pet
364.000000;F_f04_DraYoung_007;YouthDragBDC_Pet
365.000000;F_f04_DraYoung_008;YouthDragCDC_Pet
366.000000;F_f04_DraLittle_001;LittleDragonDC
367.000000;F_f04_DraLittle_002;LittleDragonADC
368.000000;F_f04_DraLittle_003;LittleDragonBDC
369.000000;F_f04_DraLittle_004;LittleDragonCDC
370.000000;F_f04_DraLittle_005;LittleDragonDC_Pet
371.000000;F_f04_DraLittle_006;LittleDragonADC_Pet
372.000000;F_f04_DraLittle_007;LittleDragonBDC_Pet
373.000000;F_f04_DraLittle_008;LittleDragonCDC_Pet
374.000000;F_f02_boar_0001;BoarToothDC
375.000000;F_f03_firebird_0002;FirebirdBDC
376.000000;F_F03_hound_0001;WhiteHoundDC
377.000000;F_F03_megan_0001;MegantesDC
378.000000;F_F09_Eagle_0001;BaldEagleDC
379.000000;F_F09_Eagle_0002;BaldThunCDC
380.000000;F_F09_owl_0001;BlackOwlDC
381.000000;F_P01_afohorse_0001;AshuHorseADC
382.000000;F_P01_liger_0001;RedLigerDC
383.000000;F_D03_saurus_0001;SaurusWaterDC
384.000000;F_F02_Bear_0006;BearBlackDC
385.000000;F_F03_Boar_0001;WhiteBoarDC
386.000000;F_F09_Eagle_0003;BaldThunDC
387.000000;F_P01_megan_0001;RedMegantesDC
388.000000;F_F03_DraAgnas_0001;DragWhiteDC
389.000000;F_F04_DraCaras_0001;DragRashaADC
390.000000;F_P01_Dragdark_0001;DragDarkADC
391.000000;F_F03_Drawhite_0001;DragWhiteADC
392.000000;F_F03_WhitBird_0001;WhiteBirdDC
393.000000;F_F02_FloWhite_0001;FloatWhiteDC
394.000000;F_P01_Etutle_0001;BlackEtutleDC
395.000000;F_F04_blackuni_0001;BlackUnicDC
396.000000;F_F04_Matura_0001;BlueMaturaDC
397.000000;F_F03_Pegasus_0001;BluePegasusDC
398.000000;F_F03_Saurus_0001;BlackSaurusDC
399.000000;F_P01_Seahors_0001;SkySeaHorseCDC
400.000000;F_F09_Toucan_0001;WhiteToucanDC
401.000000;F_F03_Ybird_0001;YFireBirdEDC
402.000000;F_P01_Ybird_0001;YFireBirdFDC
403.000000;F_F09_Ybird_0001;YFireBirdGDC
404.000000;F_F09_Ybird_0002;YFireBirdBDC
405.000000;F_F02_Ybird_0001;YFireBirdCDC
406.000000;F_f03_firebird_0003;FirebirdBDC_Pet
407.000000;F_F03_hound_0002;WhiteHoundDC_Pet
408.000000;F_F03_megan_0002;MegantesDC_Pet
409.000000;F_F09_Eagle_0004;BaldEagleDC_Pet
410.000000;F_F09_Eagle_0005;BaldThunCDC_Pet
411.000000;F_F09_owl_0002;BlackOwlDC_Pet
412.000000;F_P01_afohorse_0002;AshuHorseADC_Pet
413.000000;F_P01_liger_0002;RedLigerDC_Pet
414.000000;F_D03_saurus_0002;SaurusWaterDC_Pet
415.000000;F_F02_Bear_0007;BearBlackDC_Pet
416.000000;F_F03_Boar_0002;WhiteBoarDC_Pet
417.000000;F_F09_Eagle_0006;BaldThunDC_Pet
418.000000;F_P01_megan_0002;RedMegantesDC_Pet
419.000000;F_F03_DraAgnas_0002;DragWhiteDC_Pet
420.000000;F_F04_DraCaras_0002;DragRashaADC_Pet
421.000000;F_P01_Dragdark_0002;DragDarkADC_Pet
422.000000;F_F03_Drawhite_0002;DragPemutoDC_Pet
423.000000;F_F03_WhitBird_0002;WhiteBirdDC_Pet
424.000000;F_F02_FloWhite_0002;FloatWhiteDC_Pet
425.000000;F_P01_Etutle_0002;BlackEtutleDC_Pet
426.000000;F_F04_blackuni_0002;BlackUnicDC_Pet
427.000000;F_F04_Matura_0002;BlueMaturaDC_Pet
428.000000;F_F03_Pegasus_0002;BluePegasusDC_Pet
429.000000;F_F03_Saurus_0002;BlackSaurusDC_Pet
430.000000;F_P01_Seahors_0002;SkySeaHorseCDC_Pet
431.000000;F_F09_Toucan_0002;WhiteToucanDC_Pet
432.000000;F_F03_Ybird_0002;YFireBirdEDC_Pet
433.000000;F_P01_Ybird_0002;YFireBirdFDC_Pet
434.000000;F_F09_Ybird_0003;YFireBirdGDC_Pet
435.000000;F_F09_Ybird_0004;YFireBirdBDC_Pet
436.000000;F_F02_Ybird_0002;YFireBirdCDC_Pet
437.000000;F_p01_blahorse_0001;HorsWindkDC
438.000000;F_02_1_0606_0003;BoarForchDC
439.000000;F_01_1_Garmu_0002;DarkGarmuDC
440.000000;F_01_1_Garmu_0003;DarkGarmuDC_Pet
441.000000;F_03_0_0769_0006;HorsvioletDC
442.000000;F_03_0_0769_0007;HorseWildDC
443.000000;F_03_0_0769_0008;HorsbrownDC
444.000000;F_03_0_0672_0007;BullBuffaDC
445.000000;F_04_0_0245_0003;LeopSnowDC
446.000000;F_F02_Leo_0006;Leop1DC
447.000000;F_F02_Leo_0007;Leop1DC_Pet
448.000000;F_F02_Bull_0007;BullBuffaDC
449.000000;F_F02_Bull_0010;BullBuffaDC_Pet
450.000000;F_D02_Bear_0002;BearBrownDC
451.000000;F_D02_Bear_0003;BearBrownDC_Pet
452.000000;F_f04_Drag_0000;DragBlackRedDC
453.000000;F_f04_Drag_0001;DragBlackRedDC_Pet
454.000000;F_f03_Wolf_0002;WhiteWolfDC
455.000000;F_f03_Wolf_0003;WhiteWolfDC_Pet
456.000000;F_P01_DraLittle_001;YouthDragCDC
457.000000;F_P01_DraLittle_002;YouthDragCDC_Pet
458.000000;F_C01_Bear_0001;BearBlackDC
459.000000;F_C01_Bear_0002;BearBrown1DC
460.000000;F_C01_Horse_0001;HorsbrownDC
461.000000;F_C01_Horse_0002;HorseWildDC
462.000000;F_C01_Horse_0003;HorsvioletDC
463.000000;F_C01_Rein_0001;ReinBase8DC
464.000000;F_C01_Rein_0002;ReinBase5DC
465.000000;F_C01_Leo_0001;leopard02DC
466.000000;F_C01_Leo_0002;leopard03DC
467.000000;F_C01_Tou_0001;FancyToucanDC
468.000000;F_C01_Bear_0003;BearBlackDC_Pet
469.000000;F_C01_Bear_0004;BearBrown1DC_Pet
470.000000;F_C01_Horse_0004;HorsbrownDC_Pet
471.000000;F_C01_Horse_0005;HorseWildDC_Pet
472.000000;F_C01_Horse_0006;HorsvioletDC_Pet
473.000000;F_C01_Rein_0003;ReinBase8DC_Pet
474.000000;F_C01_Rein_0004;ReinBase5DC_Pet
475.000000;F_C01_Leo_0003;leopard02DC_Pet
476.000000;F_C01_Leo_0004;leopard03DC_Pet
477.000000;F_C01_Tou_0002;FancyToucanDC_Pet
478.000000;F_F04_Eagle_0001;BlackBaldThunDC
479.000000;F_F04_Tou_0001;BlackToucanDC
480.000000;F_F04_Shirek_0001;ShriekbirdDDC
481.000000;F_F04_FloatDra_0001;FloatdragBDC
482.000000;F_F04_DragFros_0001;DragDarkADC
483.000000;F_F04_Eagle_0002;BlackBaldThunDC_Pet
484.000000;F_F04_Tou_0002;BlackToucanDC_Pet
485.000000;F_F04_Shirek_0002;ShriekbirdDDC_Pet
486.000000;F_F04_FloatDra_0002;FloatdragBDC_Pet
487.000000;F_F04_DragFros_0002;DragDarkADC_Pet
488.000000;F_00_DragAg_0002;DragAgnasDC_Pet
489.000000;F_00_Rapter_0000;RaptorDC
490.000000;F_00_Rapter_0001;RaptorDC_Pet
491.000000;F_f02_firebird_0000;FirebirdADC
492.000000;F_f02_firebird_0001;FirebirdADC_Pet
493.000000;F_F02_Lidrag_0001;DragLightDC
494.000000;F_F02_Lidrag_0002;DragLightDC_Pet
495.000000;F_f03_RashDrag_0001;DragRashaDC
496.000000;F_f03_RashDrag_0002;DragRashaDC_Pet
497.000000;F_f00_Rabino_0001;empty_pet
498.000000;F_f00_Elqfairy_0001;ElquFairyB2_Pet
499.000000;F_f00_Rynorex_0001;RynoRexDC_Pet
500.000000;F_f00_Bragie_0001;BragChiefH1_Pet
501.000000;F_f00_ghost_0001;GhosShrinM1_Pet
502.000000;F_f00_Bragie_0002;BragShamaM1_Pet
503.000000;F_f00_Bragie_0003;BragHunterB2_Pet
504.000000;F_f00_Bragie_0004;BragLeadeS1_Pet
505.000000;F_f00_Bragie_0005;BragStronH2_Pet
