t_id;t_이름;등급;t_레시피 구분;t_레시피 종류;아이템레벨;필요단계;습득 필요 숙련도;습득 필요 레벨;t_제작 아이템;t_제작 아이템 명;재사용시간;매입가;처분가;중첩갯수;t_습득기술;배움스킬레벨;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_사용제한;t_판매대행분류;드랍시레벨검사무시;contentslevel;통합채널사용불가;계승강화조건;계승초월조건;t_화폐설정id
RC_1_2_32011;강철 단검;1.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we4_721_0_2201;2단계 일반 단검;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_2_42011;강철 한손지팡이;1.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we5_721_0_2201;2단계 일반 한손지팡이;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_2_52011;강철 양손지팡이;1.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we6_721_0_2201;2단계 일반 양손지팡이;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_2_12021;강화된 강철 한손검;2.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we0_722_0_2201;2단계 정예 한손검;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_2_22021;강화된 강철 양손검;2.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we1_722_0_2201;2단계 정예 양손검;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_2_32021;강화된 강철 단검;2.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we4_722_0_2201;2단계 정예 단검;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_2_42021;강화된 강철 한손지팡이;2.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we5_722_0_2201;2단계 정예 한손지팡이;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_2_52021;강화된 강철 양손지팡이;2.000000;pr;we;10.000000;2.000000;2.000000;10.000000;we6_722_0_2201;2단계 정예 양손지팡이;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_1_3_13011;미스릴 한손검;1.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we0_731_0_3301;3단계 일반 한손검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_23011;미스릴 양손검;1.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we1_731_0_3301;3단계 일반 양손검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_33011;미스릴 단검;1.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we4_731_0_3301;3단계 일반 단검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_43011;미스릴 한손지팡이;1.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we5_731_0_3301;3단계 일반 한손지팡이;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_53011;미스릴 양손지팡이;1.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we6_731_0_3301;3단계 일반 양손지팡이;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_13021;강화된 미스릴 한손검;2.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we0_732_0_3301;3단계 정예 한손검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_23021;강화된 미스릴 양손검;2.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we1_732_0_3301;3단계 정예 양손검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_33021;강화된 미스릴 단검;2.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we4_732_0_3301;3단계 정예 단검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_43021;강화된 미스릴 한손지팡이;2.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we5_732_0_3301;3단계 정예 한손지팡이;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_53021;강화된 미스릴 양손지팡이;2.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we6_732_0_3301;3단계 정예 양손지팡이;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_13031;빛나는 미스릴 한손검;3.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we0_733_0_3301;3단계 영웅 한손검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_23031;빛나는 미스릴 양손검;3.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we1_733_0_3301;3단계 영웅 양손검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_33031;빛나는 미스릴 단검;3.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we4_733_0_3301;3단계 영웅 단검;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_43031;빛나는 미스릴 한손지팡이;3.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we5_733_0_3301;3단계 영웅 한손지팡이;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_1_3_53031;빛나는 미스릴 양손지팡이;3.000000;pr;we;20.000000;3.000000;4.000000;20.000000;we6_733_0_3301;3단계 영웅 양손지팡이;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_400;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_2_1_10001;구리 합금;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ma_1_1002;구리 합금;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_2_10001;철 합금;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ma_1_2002;철 합금;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_3_10001;미스릴 합금;1.000000;pr;ar;20.000000;3.000000;4.000000;20.000000;ma_1_3002;미스릴 합금;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_2_1_10011;거친 천;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ma_4_1001;거친 천;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_2_10011;얇은 천;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ma_4_2001;얇은 천;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_3_10011;두꺼운 천;1.000000;pr;ar;20.000000;3.000000;4.000000;20.000000;ma_4_3001;두꺼운 천;0.000000;2370.000000;474.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;20.000000;0.000000;0.000000;0.000000;*
RC_2_1_11011_3;구리 수호 중갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar0_811_3_81101;1단계 일반 수호 중갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_11011_4;구리 수호 장갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar0_811_4_81101;1단계 일반 수호 중갑 장갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_11011_5;구리 수호 신발;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar0_811_5_81101;1단계 일반 수호 중갑 신발;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_11012_3;구리 광폭 중갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar1_811_3_81101;1단계 일반 광폭 중갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_11012_4;구리 광폭 장갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar1_811_4_81101;1단계 일반 광폭 중갑 장갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_11012_5;구리 광폭 신발;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar1_811_5_81101;1단계 일반 광폭 중갑 신발;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_21011_3;구리 그림자 경갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar3_811_3_81101;1단계 일반 경갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_21011_4;구리 그림자 장갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar3_811_4_81101;1단계 일반 경갑 장갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_21011_5;구리 그림자 신발;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar3_811_5_81101;1단계 일반 경갑 신발;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_31011_3;거친 원소 로브;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar4_811_3_81101;1단계 일반 원소 로브;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_31011_4;거친 원소 장갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar4_811_4_81101;1단계 일반 원소 로브 장갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_31011_5;거친 원소 신발;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar4_811_5_81101;1단계 일반 원소 로브 신발;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_31012_3;거친 신념 로브;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar5_811_3_81101;1단계 일반 신념 로브;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_31012_4;거친 신념 장갑;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar5_811_4_81101;1단계 일반 신념 로브 장갑;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_31012_5;거친 신념 신발;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;ar5_811_5_81101;1단계 일반 신념 로브 신발;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_41011_1;구리 방패;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;su0_711_0_1101;1단계 일반 방패;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_1_51011_1;구리 아티펙트;1.000000;pr;ar;1.000000;1.000000;0.000000;1.000000;su1_711_0_1101;1단계 일반 아티펙트;0.000000;103.000000;21.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;1.000000;0.000000;0.000000;0.000000;*
RC_2_2_12011_2;강철 수호 어깨;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_821_2_81201;2단계 일반 수호 중갑 어깨;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12011_3;강철 수호 중갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_821_3_81201;2단계 일반 수호 중갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12011_4;강철 수호 장갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_821_4_81201;2단계 일반 수호 중갑 장갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12011_5;강철 수호 신발;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_821_5_81201;2단계 일반 수호 중갑 신발;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12012_2;강철 광폭 어깨;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_821_2_81201;2단계 일반 광폭 중갑 어깨;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12012_3;강철 광폭 중갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_821_3_81201;2단계 일반 광폭 중갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12012_4;강철 광폭 장갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_821_4_81201;2단계 일반 광폭 중갑 장갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12012_5;강철 광폭 신발;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_821_5_81201;2단계 일반 광폭 중갑 신발;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_22011_2;강철 그림자 어깨;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar3_821_2_81201;2단계 일반 경갑 어깨;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_22011_3;강철 그림자 경갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar3_821_3_81201;2단계 일반 경갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_22011_4;강철 그림자 장갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar3_821_4_81201;2단계 일반 경갑 장갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_22011_5;강철 그림자 신발;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar3_821_5_81201;2단계 일반 경갑 신발;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32011_2;얇은 원소 어깨;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar4_821_2_81201;2단계 일반 원소 로브 어깨;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32011_3;얇은 원소 로브;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar4_821_3_81201;2단계 일반 원소 로브;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32011_4;얇은 원소 장갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar4_821_4_81201;2단계 일반 원소 로브 장갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32011_5;얇은 원소 신발;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar4_821_5_81201;2단계 일반 원소 로브 신발;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32012_2;얇은 신념 어깨;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar5_821_2_81201;2단계 일반 신념 로브 어깨;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32012_3;얇은 신념 로브;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar5_821_3_81201;2단계 일반 신념 로브;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32012_4;얇은 신념 장갑;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar5_821_4_81201;2단계 일반 신념 로브 장갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_32012_5;얇은 신념 신발;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar5_821_5_81201;2단계 일반 신념 로브 신발;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_42011_1;강철 방패;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;su0_721_0_1201;2단계 일반 방패;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_52011_1;강철 아티펙트;1.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;su1_721_0_1201;2단계 일반 아티펙트;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12021_2;강화된 강철 수호 어깨;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_822_2_82201;2단계 정예 수호 중갑 어깨;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12021_3;강화된 강철 수호 중갑;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_822_3_82201;2단계 정예 수호 중갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12021_4;강화된 강철 수호 장갑;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_822_4_82201;2단계 정예 수호 중갑 장갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12021_5;강화된 강철 수호 신발;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar0_822_5_82201;2단계 정예 수호 중갑 신발;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12022_2;강화된 강철 광폭 어깨;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_822_2_82201;2단계 정예 광폭 중갑 어깨;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12022_3;강화된 강철 광폭 중갑;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_822_3_82201;2단계 정예 광폭 중갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12022_4;강화된 강철 광폭 장갑;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_822_4_82201;2단계 정예 광폭 중갑 장갑;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
RC_2_2_12022_5;강화된 강철 광폭 신발;2.000000;pr;ar;10.000000;2.000000;2.000000;10.000000;ar1_822_5_82201;2단계 정예 광폭 중갑 신발;0.000000;596.000000;119.000000;1.000000;*;1.000000;0.000000;0.000000;0.000000;item;none;*;Auction_401;1.000000;10.000000;0.000000;0.000000;0.000000;*
