t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장착파츠;t_방어구재질;t_속성타입;방어_속성_게이지;물리_방어력;마법_방어력;내구도;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;봉인된펠로우장착슬롯수_최소;봉인된펠로우장착슬롯수_최대;t_가변 항목;가변 항목 최소;가변 항목 최대;봉인된펠로우장착슬롯수;t_영혼석슬롯1;t_영혼석슬롯2;t_영혼석슬롯3;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;봉인석중복장착여부;t_overrisematid1;t_overrisematid2
NPC_0412;관리 (412);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0013;AR4_400_1_6511;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0413;견습백마법사_남 (413);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0014;AR4_400_1_6512;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0414;견습백마법사_여 (414);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0015;AR4_400_1_6513;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0415;견습흑마법사_남 (415);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0016;AR4_400_1_6514;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0416;고급마법사_여 (416);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0017;AR4_400_1_6515;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0417;공작 (417);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0018;AR4_400_1_6516;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0418;대마법사율너스 (418);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0019;AR4_400_1_6517;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0419;대파사주문사_남 (419);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0020;AR4_400_1_6518;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0420;떠돌이마법사 (420);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0021;AR4_400_1_6519;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0421;백작 (421);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0022;AR4_400_1_6520;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0422;시녀 (422);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0023;AR4_400_1_6521;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0423;시종장 (423);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0024;AR4_400_1_6522;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0424;어둠연구가 (424);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0025;AR4_400_1_6523;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0425;왕비 (425);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0026;AR4_400_1_6524;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0426;진리마법사 (426);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0027;AR4_400_1_6525;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0427;흑마법사 (427);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0028;AR4_400_1_6526;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0428;라니아 공주 (428);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0029;AR4_400_1_6527;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0429;국왕 (429);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0030;AR4_400_1_6528;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0430;귀족아가씨 (430);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0031;AR4_400_1_6529;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0431;포탈이동사 (431);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0032;AR4_400_1_6530;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0432;남자교황 (432);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0033;AR4_400_1_6531;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0433;남자주교 (433);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0034;AR4_400_1_6532;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0434;남자사제 (434);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0035;AR4_400_1_6533;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0435;여자사제 (435);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0036;AR4_400_1_6534;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0436;남자견습신관 (436);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0037;AR4_400_1_6535;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0437;남자쉐도우 (437);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0038;AR4_400_1_6536;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0438;여자쉐도우 (438);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0039;AR4_400_1_6537;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0439;남자수석대장장이 (439);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0040;AR4_400_1_6538;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0440;남자상급대장장이 (440);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0041;AR4_400_1_6539;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0441;남자대장장이 (441);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0042;AR4_400_1_6540;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0442;여자수석대장장이 (442);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0043;AR4_400_1_6541;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0443;상인중년남자 (443);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0044;AR4_400_1_6542;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
NPC_0444;상인청년 (444);1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;ja;*;no;0.000000;39.000000;39.000000;0.000000;0.000000;0.000000;*;*;*;*;0.000000;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;N;N;N;0.000000;r1;1.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;1.000000;*;*;0.000000;0.000000;GU_Test_3_0045;AR4_400_1_6543;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
