t_id;t_이름;등급;아이템레벨;매입가;처분가;중첩갯수;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_사용제한;t_판매대행분류;통합채널사용불가;t_f17;t_f18
FB_0_0025;맹독 캐스퍼트 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0026;집채만한 우루 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0027;아로트 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0028;가르므 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0029;난폭한 블래크 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0030;매서운 부리 로도스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0031;서리꽃 레이도스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0032;마룡 스트라이거 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0033;백색의 트로이 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0034;폭군 카라스 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0035;심술쟁이 그로스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0036;하얀 날개 아마란스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0037;궁극의 드라우프 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0038;광룡 파라가스 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0039;푸른 날개 블레이드 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0040;흑룡 발라크 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0041;달빛 루시퍼트 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0042;공역의 날개 페무토 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0043;알비노 아벤느 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0044;논 포쎄 아포칼립스 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;1.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0045;공포의 파이루드 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0046;공허의 크라비드 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0047;공허의 레토른시아 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0048;붉은뿔 갈라도쿠 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0049;흰수염 화이트티어 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0050;금빛 날개 아브라스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0051;공허의 카고일 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0052;여명의 카고일 도감;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0053;그리들리 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0054;레이지 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0055;스노비시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0056;엔비 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0057;아브리셔스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0058;인디그네 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0059;러스트 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0060;불사의 벨던;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0061;아바르네;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0062;페가수스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;get;*;Auction_903;0.000000;;
FB_0_0063;극염의 칼립토;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0064;암흑의 데모너스;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0065;아이샤 하미온;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0066;홍염의 슈테란;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0067;쪽빛의 크테란;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0068;칼날 어금니 파루치;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0069;황혼의 그라비온;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0070;황금의 샤키바;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0071;타락의 로데쉬;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0072;천둥 드래곤 톨루스;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0073;백은의 챠누스;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0074;독액의 베가루스;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0075;영광의 포요;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0076;신기루의 파노스;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0077;불꽃의 타라쿠;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0078;긴 뿔의 바쟌;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0079;열사의 마튜라;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0080;파멸의 본 크노스;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0081;영악한 쳐비;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0082;데니반;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0083;트리티;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0084;바쟈닌;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0085;침스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0086;금빛의 키바렌;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0087;지혜의 데바;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0088;영리한 토르;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0089;썩지 않는 본 애쉬;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0090;그리폰;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0091;도스라쿠;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0092;살육의 아델라크;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0093;성광의 루네리온;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0094;빙설의 갈레리온;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0095;파독의 포에리온;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0096;고난의 쟈미롯;4.000000;4.000000;200000.000000;40000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0097;망각의 피니온;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0098;혼돈의 마그나투;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0099;비애의 칼립포스;3.000000;3.000000;112500.000000;30000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0100;샤라쿠 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0101;포엘 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0102;베미구스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0103;히바라트 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0104;규리온 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0105;쿠노스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0106;블라트 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0107;토르카이 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0108;자미누스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0109;바니체 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0110;엔자니 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0111;테카닌 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0112;딕툼 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0113;엘리쿠노 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0114;클루투스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0115;베누투스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0116;나이너스 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0117;페예노트리티 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0118;쉬나사브 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0119;리쿠 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0120;프라니아 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0121;포베이건 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0122;스카이티어 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0123;크류엘 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0124;바크 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0125;윈드러너 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0126;로가튼 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0127;유니콘;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0128;큰 뿔 로가슈;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0129;저주받은 군마;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0130;이보크;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0131;서리 와이번 가이라;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0132;불굴의 라하브;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0133;프로스트;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0134;미스트;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0135;냉혹한 무파사;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0136;검은뿔 다이노쿠;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0137;심연의 코아트라;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0138;천둥 갑옷 제피로스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0139;홍련의 레오니드;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0140;고스트 엠브라;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0141;고스트 마스토;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0142;붉은 마룡 아그나스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0143;카론;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0144;에레고스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0145;아틸라;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0146;키산;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0147;랍토르;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0148;프로쉬;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0149;타이와;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0150;천벌의 하데스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0151;사냥꾼 라고샤;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0152;신비로운 티샤난;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0153;칠흑의 네베스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0154;낫 뿔 고르고스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0155;질풍의 마티오스;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0156;붉은 빛의 루가브;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0157;흰 상아 마가샤;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0158;초원의 제아;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0159;초원의 제닌;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0160;초원의 니제아;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0161;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0162;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
FB_0_0163;임시 도감;2.000000;2.000000;50000.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;0.000000;no;none;*;Auction_903;0.000000;;
