번호;t_id;t_이름;요구레벨;제한레벨;아이템레벨;t_소모타입;등급;t_타입;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;t_판매대행분류;t_스킬효과;중첩갯수;생성개수;사용기간;캐쉬;contentslevel;통합채널사용불가;구매제한;group;rank;truekeeping;t_영역타입;t_사용영역;t_f39;t_f40;t_f41;t_f42;t_f43;t_f44;t_f45;t_f46;t_f47;t_f48;t_f49;t_f50;t_f51;t_f52;t_f53;t_f54;t_f55;t_f56;t_f57;t_f58;t_f59;t_f60;t_f61;t_f62
11.000000;CA_BO_00_0003;지혜의 부스터 (30일);1.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(마법물리공격력%,30);(모든방어력%,30);(allstat+,200);(최대HP%,30);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;3.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
12.000000;CA_BO_00_0004;보조 부스터 (7일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(쿨타임%,-10);(펠로우경험치%,50);(드랍율+,20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;1.000000;1.000000;0.000000;0.000000;4.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
13.000000;CA_BO_00_0005;보조 부스터 (30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(쿨타임%,-10);(펠로우경험치%,50);(드랍율+,20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;4.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
14.000000;CA_BO_00_0006;방어 부스터 (7일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(모든방어력%,20);(최대HP%,20);(HP회복력%,20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;1.000000;1.000000;0.000000;0.000000;5.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
15.000000;CA_BO_00_0007;방어 부스터 (30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(모든방어력%,20);(최대HP%,20);(HP회복력%,20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;5.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
16.000000;Bt_F06_0000;유물 - 공격력;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(무기물리공격력+,150);(마법물리공격력+,150);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
17.000000;Bt_F06_0001;유물 - 치명타피해;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(무기극대력+,100);(마법극대력+,100);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
18.000000;Bt_F06_0002;유물 - 치명타;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(무기극대화확률+,10);(마법극대화확률+,10);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
19.000000;Bt_F06_0003;유물 - 펠로우 경험치;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(펠로우경험치%,50);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
20.000000;Bt_F06_0004;유물 - 마법 방어력;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(마법방어력%,20);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
21.000000;Bt_F06_0005;유물 - 제작 대성공;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(제작대성공확률%,10);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
22.000000;Bt_F06_0006;유물 - 강화;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(강화성공확률%,10);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
23.000000;Bt_F06_0007;유물 - 길들이기;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(길들이기확률%,10);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
24.000000;Bt_F06_0008;유물 - 재사용;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(쿨타임%,-5);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;0.000000;25200.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
25.000000;EV_BO_00_0005;새해복많이받으세요(7일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(allstat+,10);(드랍율+,20);(플레이어경험치%,20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
26.000000;CA_BO_00_0008;희망의 부스터(7일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(최대HP+,1000);(모든공격력%,5);(allstat+,10);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;604800.000000;1.000000;1.000000;0.000000;0.000000;6.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
27.000000;CA_BO_00_0009;희망의 부스터(30일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(최대HP+,1000);(모든공격력%,5);(allstat+,10);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;2592000.000000;1.000000;1.000000;0.000000;0.000000;6.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
28.000000;TS_BO_00_0000;희망의 부스터(5분);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(최대HP+,1000);(모든공격력%,5);(allstat+,10);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;300.000000;0.000000;1.000000;0.000000;0.000000;6.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
29.000000;TS_BO_00_0001;희망의 부스터(10분);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(최대HP+,1000);(모든공격력%,5);(allstat+,10);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;600.000000;0.000000;1.000000;0.000000;0.000000;6.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
30.000000;pvp_quest_01;흡혈의 오브;1.000000;0.000000;1.000000;ed;1.000000;bt;1.000000;1.000000;(PK공격력%,5);*;*;*;1.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;*;*;1.000000;1.000000;600.000000;9.000000;1.000000;0.000000;0.000000;9.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
31.000000;CA_BO_00_0011;물리 부스터 (영구);1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(무기물리공격력%,5);(무기극대화확률+,3);(펠로우경험치%,30);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
32.000000;CA_BO_00_0012;마법 부스터 (영구);1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(마법물리공격력%,5);(마법극대화확률+,3);(펠로우경험치%,30);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
33.000000;CA_BO_00_0013;이동속도 부스터(영구);1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(이동속도%,5);(펠로우경험치%,30);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
34.000000;EV_BO_00_0006;새해복많이받으세요(3시간);1.000000;0.000000;1.000000;ed;1.000000;bt;1.000000;1.000000;(모든공격력%,3);(모든방어력%,3);(최대HP+,500);(펠로우경험치%,50);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;10800.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
35.000000;CA_BO_00_0014;용기의 부스터 (3일);1.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(무기물리공격력%,30);(모든방어력%,30);(allstat+,200);(최대HP%,30);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;259200.000000;1.000000;1.000000;0.000000;0.000000;2.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
36.000000;CA_BO_00_0015;지혜의 부스터 (3일);1.000000;0.000000;1.000000;ed;4.000000;bt;1.000000;1.000000;(마법물리공격력%,30);(모든방어력%,30);(allstat+,200);(최대HP%,30);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;259200.000000;1.000000;1.000000;0.000000;0.000000;3.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
37.000000;CA_BO_00_0016;보조 부스터 (3일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(쿨타임%,-10);(펠로우경험치%,50);(드랍율+,20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;259200.000000;1.000000;1.000000;0.000000;0.000000;4.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
38.000000;CA_BO_00_0017;방어 부스터 (3일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(모든방어력%,20);(최대HP%,20);(HP회복력%,20);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;259200.000000;1.000000;1.000000;0.000000;0.000000;5.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
39.000000;EV_BO_00_0007;론 프레인 3세의 하사품(1일);1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(쿨타임%,-5);(allstat+,10);(드랍율+,5);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;86400.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
40.000000;EV_BO_00_0008;1st Anniversary;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(펠로우경험치%,20);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
41.000000;EV_BO_00_0009;감사 부스터(1시간);1.000000;0.000000;1.000000;ed;2.000000;bt;10.000000;1.000000;(쿨타임%,-5);(allstat+,30);(이동속도%,2);(최대HP+,1000);0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;3600.000000;0.000000;1.000000;0.000000;0.000000;8.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
42.000000;CA_BO_00_0018;펠로우 길들이기 부스터 Lv 1;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(길들이기확률%,1);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;20.000000;5.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
43.000000;CA_BO_00_0019;펠로우 길들이기 부스터 Lv 2;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(길들이기확률%,3);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;20.000000;4.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
44.000000;CA_BO_00_0020;펠로우 길들이기 부스터 Lv 3;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(길들이기확률%,6);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;20.000000;3.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
45.000000;CA_BO_00_0021;펠로우 길들이기 부스터 Lv 4;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(길들이기확률%,12);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;20.000000;2.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
46.000000;CA_BO_00_0022;펠로우 길들이기 부스터 Lv 5;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(길들이기확률%,24);*;*;*;0.000000;0.000000;1.000000;0.000000;req;none;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;20.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
47.000000;CA_BO_00_0023;아이템 제작 대성공 부스터 Lv 1;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(제작대성공확률%,1);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;21.000000;5.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
48.000000;CA_BO_00_0024;아이템 제작 대성공 부스터 Lv 2;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(제작대성공확률%,3);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;21.000000;4.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
49.000000;CA_BO_00_0025;아이템 제작 대성공 부스터 Lv 3;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(제작대성공확률%,7);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;21.000000;3.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
50.000000;CA_BO_00_0026;아이템 제작 대성공 부스터 Lv 4;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(제작대성공확률%,15);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;21.000000;2.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
51.000000;CA_BO_00_0027;아이템 제작 대성공 부스터 Lv 5;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(제작대성공확률%,30);*;*;*;0.000000;0.000000;1.000000;0.000000;req;none;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;21.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
52.000000;CA_BO_00_0028;아이템 강화 부스터 Lv 1;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(강화성공확률%,1);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;22.000000;5.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
53.000000;CA_BO_00_0029;아이템 강화 부스터 Lv 2;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(강화성공확률%,3);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;22.000000;4.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
54.000000;CA_BO_00_0030;아이템 강화 부스터 Lv 3;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(강화성공확률%,7);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;22.000000;3.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
55.000000;CA_BO_00_0031;아이템 강화 부스터 Lv 4;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(강화성공확률%,15);*;*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;22.000000;2.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
56.000000;CA_BO_00_0032;아이템 강화 부스터 Lv 5;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(강화성공확률%,30);*;*;*;0.000000;0.000000;1.000000;0.000000;req;none;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;22.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
57.000000;CA_BO_00_0033;아이템 판매 대행 부스터 Lv 1;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(판매대행등록비감소%,3);(판매대행판매수수료감소%,3);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;23.000000;5.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
58.000000;CA_BO_00_0034;아이템 판매 대행 부스터 Lv 2;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(판매대행등록비감소%,8);(판매대행판매수수료감소%,8);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;23.000000;4.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
59.000000;CA_BO_00_0035;아이템 판매 대행 부스터 Lv 3;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(판매대행등록비감소%,16);(판매대행판매수수료감소%,16);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;23.000000;3.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
60.000000;CA_BO_00_0036;아이템 판매 대행 부스터 Lv 4;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(판매대행등록비감소%,30);(판매대행판매수수료감소%,30);*;*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;23.000000;2.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
61.000000;CA_BO_00_0037;아이템 판매 대행 부스터 Lv 5;1.000000;0.000000;1.000000;ed;2.000000;bt;1.000000;1.000000;(판매대행등록비감소%,50);(판매대행판매수수료감소%,50);*;*;0.000000;0.000000;1.000000;0.000000;req;none;ch;0.000000;*;Auction_580;*;20.000000;0.000000;0.000000;1.000000;1.000000;0.000000;0.000000;23.000000;1.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
62.000000;CA_BO_00_0038;각성. 정복. 성공적.;1.000000;0.000000;1.000000;ed;3.000000;bt;1.000000;1.000000;(길들이기확률%,5);(제작대성공확률%,5);(강화성공확률%,5);*;0.000000;1.000000;1.000000;0.000000;req;get;ch;0.000000;*;Auction_580;*;1.000000;1.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;1.000000;*;*;;;;;;;;;;;;;;;;;;;;;;;;
