t_id;t_이름;t_시나리오;t_스킬효과;t_사용영역;등급;재사용시간;매입가;처분가;중첩갯수;거래불능;처분불능;파괴불능;truekeeping;t_귀속;t_귀속대상;통합채널사용불가
QU_0_0_0115;곰 발바닥;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0116;수정뿔;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0117;늑대의 혈액;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0118;광우의 뇌;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0119;곰의 가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0121;거북이의 붉은살;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0122;살모사의 독니;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0123;살모사의 껍질;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0124;살모사의 고기;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0125;정령의 가루;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0126;소가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0127;쇠고기;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0128;들소의 거친 가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0129;들소의 질긴 고기;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0130;순록의 가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0131;소의 굵은 뿔;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0132;소의 뾰족 뿔;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0133;독사 가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0134;독사 고기;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0135;백작저택 권리서;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0136;어둠의 책;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0137;구스트의 식칼;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0138;잡화상인에게 보내는 선물;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0139;은행장에게 보내는 선물;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0140;포탈이동사에게 보내는 선물;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0141;고등 기사에게 보내는 선물;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0142;은빛송어 스테이크;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0143;리네타의 수정구;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0146;케니의 선물;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0147;멧돼지의 통뼈;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0148;브라기 도끼;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0149;여우의 송곳니;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0150;장난감 공구 일체;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0151;마법 주문석;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0153;기억의 책 사란트의 계획;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0154;악마의 계약문;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0155;어둠의 마력;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0156;주술 거미줄;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0157;시독;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0158;부패된 심장;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0159;임프의 뿔;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0160;임프의 마력석;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0161;상처 없는 곰가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0162;흑표범의 가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0163;엘프의 휴대식량;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0164;설인가죽;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0165;G STAR 이벤트 코인;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0166;아슈람의 갑옷 조각;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0167;엑자란 시대의 마법흔적;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0168;채집된 빛의 흔적;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0169;채집된 어둠의 마력;*;*;*;1.000000;0.000000;0.000000;0.000000;20.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0170;낡은 가죽가방;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0173;하카나스 국새;*;*;*;1.000000;0.000000;0.000000;0.000000;1.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0174;곰 사냥꾼 군터의 가방;*;*;*;1.000000;0.000000;0.000000;0.000000;5.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0176;방패게의 알찬 몸통(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0177;신선한 거북고기(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0178;카라드 해적단의 무기(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0179;카라드 해적단의 갑옷(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0180;고성능 폭탄(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0181;해적 두목이 받은 편지(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0182;해산물 모둠 전골(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0183;나무 실로폰(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0184;무러미 나무 조각상(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
QU_0_0_0185;세공품 거래 계약서(퀘스트 일반);*;*;*;1.000000;0.000000;0.000000;0.000000;10.000000;1.000000;1.000000;1.000000;1.000000;none;ch;0.000000
