t_id;t_이름;t_사용클래스;등급;요구레벨;아이템레벨;매입가;처분가;중첩갯수;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;wpnenchant;bwpnenchant;swpnenchant;armenchant;accenchant;sfslotcnt;eqbelongcnt;t_사용제한;t_판매대행분류;t_박스연결아이템1;박스연결아이템수량1;박스연결아이템귀속1;t_박스연결아이템2;박스연결아이템수량2;박스연결아이템귀속2;t_박스연결아이템3;박스연결아이템수량3;박스연결아이템귀속3;t_박스연결아이템4;박스연결아이템수량4;박스연결아이템귀속4;t_박스연결아이템5;박스연결아이템수량5;박스연결아이템귀속5;t_박스연결아이템6;박스연결아이템수량6;박스연결아이템귀속6;t_박스연결아이템7;박스연결아이템수량7;박스연결아이템귀속7;t_박스연결아이템8;박스연결아이템수량8;박스연결아이템귀속8;t_박스연결아이템9;박스연결아이템수량9;박스연결아이템귀속9;t_박스연결아이템10;박스연결아이템수량10;박스연결아이템귀속10;사망시사용여부;생성개수;캐쉬;구매제한;사용기간;contentslevel;통합채널사용불가
PE_0_0011;공용 14레벨 박스;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CO_0_0000;20.000000;0.000000;CO_0_0020;20.000000;0.000000;CO_1_0003;20.000000;0.000000;CO_1_0004;20.000000;0.000000;CO_3_0002;20.000000;0.000000;BG0_001_0_0001;1.000000;0.000000;BG0_001_0_0001;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
PE_0_0012;버서커용 18레벨 박스;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;WE1_006_0_2202;1.000000;0.000000;AR1_004_2_92203;1.000000;0.000000;AR1_004_3_92203;1.000000;0.000000;AR1_004_4_92203;1.000000;0.000000;AR1_004_5_92203;1.000000;0.000000;AC0_0_22011;1.000000;0.000000;AC0_0_22011;1.000000;0.000000;AC0_1_22011;1.000000;0.000000;PE_0_0017;1.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
PE_0_0013;가디언용 18레벨 박스;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;WE0_029_0_2202;1.000000;0.000000;AR0_024_2_92203;1.000000;0.000000;AR0_024_3_92203;1.000000;0.000000;AR0_024_4_92203;1.000000;0.000000;AR0_024_5_92203;1.000000;0.000000;SU0_007_0_2202;1.000000;0.000000;AC0_0_22011;1.000000;0.000000;AC0_0_22011;1.000000;0.000000;AC0_1_22011;1.000000;0.000000;PE_0_0017;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
PE_0_0014;어쌔신용 18레벨 박스;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;WE4_004_0_2202;1.000000;0.000000;WE4_004_0_2202;1.000000;0.000000;AR3_024_2_92203;1.000000;0.000000;AR3_024_3_92203;1.000000;0.000000;AR3_024_4_92203;1.000000;0.000000;AR3_024_5_92203;1.000000;0.000000;AC0_0_22011;1.000000;0.000000;AC0_0_22011;1.000000;0.000000;AC0_1_22011;1.000000;0.000000;PE_0_0017;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
PE_0_0015;위저드용 18레벨 박스;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;WE6_004_0_2202;1.000000;0.000000;AR4_024_2_92203;1.000000;0.000000;AR4_024_3_92203;1.000000;0.000000;AR4_024_4_92203;1.000000;0.000000;AR4_024_5_92203;1.000000;0.000000;AC0_0_22012;1.000000;0.000000;AC0_0_22012;1.000000;0.000000;AC0_1_22012;1.000000;0.000000;PE_0_0017;1.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
PE_0_0016;프리스트용 18레벨 박스;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;WE5_006_0_2202;1.000000;0.000000;AR5_002_2_92203;1.000000;0.000000;AR5_002_3_92203;1.000000;0.000000;AR5_002_4_92203;1.000000;0.000000;AR5_002_5_92203;1.000000;0.000000;SU1_007_0_2202;1.000000;0.000000;AC0_0_22012;1.000000;0.000000;AC0_0_22012;1.000000;0.000000;AC0_1_22012;1.000000;0.000000;PE_0_0017;1.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
PE_0_0017;공용 18레벨 박스;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CO_0_0001;20.000000;0.000000;CO_0_0021;20.000000;0.000000;CO_1_0005;20.000000;0.000000;CO_1_0018;20.000000;0.000000;CO_3_0003;20.000000;0.000000;CA_IT_SC_0001;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
EV_bx_0000;기사단의 보급품 I;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;5.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CO_1_0033;5.000000;0.000000;CO_1_0034;5.000000;0.000000;CO_0_338;5.000000;0.000000;CO_0_341;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5.000000;0.000000
EV_bx_0001;기사단의 보급품 II;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;10.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CO_0_326;5.000000;0.000000;CO_0_331;5.000000;0.000000;EN1_0_000_0014;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;10.000000;0.000000
EV_bx_0002;기사단의 보급품 III;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;15.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;QU_0_3_0057;1.000000;0.000000;EN1_0_000_0019;5.000000;0.000000;CO_3_312;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;15.000000;0.000000
EV_bx_0003;기사단의 보급품 IV;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;20.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;QU_0_3_0060;1.000000;0.000000;EN1_0_000_0029;5.000000;0.000000;CO_3_313;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;20.000000;0.000000
EV_bx_0004;기사단의 보급품 V;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;25.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CO_3_314;5.000000;0.000000;EN1_0_000_0039;5.000000;0.000000;CO_0_340;5.000000;0.000000;CO_0_343;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;25.000000;0.000000
EV_bx_0005;PC방 보급품 상자;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;5.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CO_1_0033;5.000000;0.000000;CO_1_0034;5.000000;0.000000;CO_0_338;5.000000;0.000000;CO_0_341;5.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5.000000;0.000000
EV_bx_0006;PC방 BOSS 상자;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;5.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CA_BX_00_0016;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5.000000;0.000000
CA_BX_00_0008;엘룬 50개 박스;WR_GD_AC_TF_PR_WZ_DO_MG;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.000000;no;get;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;ry_0_0000;50.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;1.000000;0.000000;1.000000;0.000000;0.000000;1.000000;0.000000
EV_bx_0007;기사단의 엘룬 상자;WR_GD_AC_TF_PR_WZ_DO_MG;2.000000;1.000000;1.000000;0.000000;0.000000;1.000000;1.000000;1.000000;0.000000;no;none;0.000000;0.000000;0.000000;0.000000;0.000000;-1.000000;-1.000000;*;Auction_901;CA_BX_00_0008;1.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;*;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000
