t_id;t_이름;개발용;요구레벨;제한레벨;아이템레벨;t_사용클래스;t_랜덤적용클래스;t_사용가능성별;등급;t_장착파츠;t_보조타입;재사용시간;t_속성타입;방어_속성_게이지;물리_방어력;마법_방어력;블럭데미지감소;내구도;매입가;처분가;t_장착효과1;t_장착효과2;t_장착효과3;t_장착효과4;랜덤옵션적용여부;랜덤옵션개수_최소;랜덤옵션개수_최대;t_옵션적용비율;t_가변 항목;가변 항목 최소;가변 항목 최대;강화제한;t_강화확률;드랍불가;거래불능;처분불능;파괴불능;t_드랍시레벨검사;t_귀속;t_귀속대상;귀속해제횟수;t_사용제한;염색여부;t_판매대행분류;t_스킬효과;드랍시레벨검사무시;사용기간;t_gradeupcodekey;t_gradeupresult;t_분해아이디;t_추출아이디;useleveloption;levelweight;overrisemax;t_overriseid;t_overriseid2;t_overriseid3;contentslevel;통합채널사용불가;리버스강화제한;lvup;itemexp;봉인석중복장착여부;t_overrisematid1;t_overrisematid2
EW8_015_0_0000;브라기 족장의 방패;1.000000;1.000000;0.000000;1.000000;;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;3.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0011;SU0_ca2_3_0011;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
EW8_025_0_0000;혼돈 엘프의 방패;1.000000;1.000000;0.000000;1.000000;;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;3.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0012;SU0_ca2_3_0012;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
EW8_028_0_0000;엘더 하게인의 방패;1.000000;1.000000;0.000000;1.000000;;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;3.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0013;SU0_ca2_3_0013;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
EW4_005_0_0001;얼음 군단장 론도의 검(보조);1.000000;1.000000;0.000000;1.000000;;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;3.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0014;SU0_ca2_3_0014;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
EW2_041_0_0000;구스트의 후라이팬;1.000000;1.000000;0.000000;1.000000;;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;3.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0015;SU0_ca2_3_0015;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_001_0_9999;로비용 방패 001;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0016;SU0_ca2_3_0016;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_002_0_9999;로비용 방패 002;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0017;SU0_ca2_3_0017;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_003_0_9999;로비용 방패 003;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0018;SU0_ca2_3_0018;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_004_0_9999;로비용 방패 004;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0019;SU0_ca2_3_0019;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_005_0_9999;로비용 방패 005;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0020;SU0_ca2_3_0020;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_006_0_9999;로비용 방패 006;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0021;SU0_ca2_3_0021;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_007_0_9999;로비용 방패 007;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0022;SU0_ca2_3_0022;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_008_0_9999;로비용 방패 008;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0023;SU0_ca2_3_0023;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_009_0_9999;로비용 방패 009;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0024;SU0_ca2_3_0024;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_010_0_9999;로비용 방패 010;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0025;SU0_ca2_3_0025;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_011_0_9999;로비용 방패 011;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0026;SU0_ca2_3_0026;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_012_0_9999;로비용 방패 012;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0027;SU0_ca2_3_0027;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_013_0_9999;로비용 방패 013;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0028;SU0_ca2_3_0028;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_014_0_9999;로비용 방패 014;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0029;SU0_ca2_3_0029;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_015_0_9999;로비용 방패 015;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0030;SU0_ca2_3_0030;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_016_0_9999;로비용 방패 016;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0031;SU0_ca2_3_0031;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_017_0_9999;로비용 방패 017;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0032;SU0_ca2_3_0032;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_018_0_9999;로비용 방패 018;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0033;SU0_ca2_3_0033;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_019_0_9999;로비용 방패 019;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0034;SU0_ca2_3_0034;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_020_0_9999;로비용 방패 020;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0035;SU0_ca2_3_0035;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_021_0_9999;로비용 방패 021;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0036;SU0_ca2_3_0036;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_022_0_9999;로비용 방패 022;1.000000;1.000000;0.000000;1.000000;GD;*;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;4.000000;85.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;0.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0037;SU0_ca2_3_0037;*;*;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;0.000000;30.000000;100.000000;1.000000;*;*
SU0_017_0_1011;낡은 방패;0.000000;1.000000;0.000000;1.000000;GD;GD;*;1.000000;su;sd;0.000000;no;0.000000;49.000000;39.000000;1.000000;100.000000;4.000000;1.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0038;SU0_ca2_3_0038;*;su_1_1;0.000000;0.000000;0.000000;*;*;*;1.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
SU0_017_0_1051;평범한 방패;0.000000;5.000000;0.000000;5.000000;GD;GD;*;1.000000;su;sd;0.000000;no;0.000000;85.000000;68.000000;5.000000;100.000000;169.000000;18.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0039;SU0_ca2_3_0039;*;su_1_5;0.000000;0.000000;0.000000;*;*;*;5.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
SU0_017_0_2061;신룡 기사단의 방패;0.000000;4.000000;0.000000;11.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;139.000000;111.000000;7.000000;100.000000;277.000000;28.000000;*;*;*;*;0.000000;2.000000;2.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0040;SU0_ca2_3_0040;Elite_0001_sd;su_2_4;0.000000;0.000000;0.000000;*;*;*;4.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_001_0_1101;쓸만한 방패;0.000000;10.000000;0.000000;10.000000;GD;GD;*;1.000000;su;sd;0.000000;no;0.000000;130.000000;104.000000;10.000000;100.000000;763.000000;77.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0041;SU0_ca2_3_0041;*;su_1_10;0.000000;0.000000;0.000000;*;*;*;10.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
SU0_002_0_2102;요정의 방패;0.000000;10.000000;0.000000;14.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;193.000000;154.000000;14.000000;100.000000;2525.000000;253.000000;*;*;*;*;0.000000;2.000000;2.000000;*;*;0.000000;0.000000;5.000000;r1;1.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0042;SU0_ca2_3_0042;Elite_0010_sd;su_2_10;0.000000;0.000000;0.000000;*;*;*;10.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_001_0_2101;숲의 방패;0.000000;6.000000;0.000000;13.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;157.000000;125.000000;11.000000;100.000000;391.000000;40.000000;*;*;*;*;0.000000;2.000000;2.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;get;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0043;SU0_ca2_3_0043;Elite_0005_sd;su_2_6;0.000000;0.000000;0.000000;*;*;*;6.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
SU0_002_0_1151;일반병의 방패;0.000000;15.000000;0.000000;15.000000;GD;GD;*;1.000000;su;sd;0.000000;no;0.000000;175.000000;140.000000;15.000000;100.000000;2181.000000;218.000000;*;*;*;*;0.000000;0.000000;0.000000;*;*;0.000000;0.000000;5.000000;r1;0.000000;0.000000;0.000000;0.000000;req;none;ch;0.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0044;SU0_ca2_3_0044;*;su_1_15;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;5.000000;30.000000;100.000000;1.000000;*;*
SU0_006_0_2151;습격자의 방패;0.000000;15.000000;0.000000;21.000000;GD;GD;*;2.000000;su;sd;0.000000;no;0.000000;229.000000;183.000000;19.000000;100.000000;8978.000000;898.000000;*;*;*;*;1.000000;2.000000;2.000000;3000,3000,3000,1000;*;0.000000;0.000000;10.000000;r1;0.000000;0.000000;0.000000;0.000000;req;equip;ch;3.000000;*;0.000000;Auction_251;*;0.000000;0.000000;GU_Test_3_0045;SU0_ca2_3_0045;Elite_0015_sd;su_2_15;0.000000;0.000000;0.000000;*;*;*;15.000000;0.000000;5.000000;30.000000;210.000000;1.000000;*;*
