t_key,t_eng,t_jpn,t_chinese,t_korean,t_eng_2,t_eng_3
^eNetFailure_Action_KeepingMotionForSkillState^,^이 스킬은 시전중 이동이 불가능 합니다.^,^^,^^,^You cannot move while casting this skill.^,^^,^^
^eNetFailure_Action_FeaRingState^,^공포 상태입니다.^,^^,^^,^It seems to be terrified.^,^^,^^
^eNetFailure_Action_StuningState^,^기절 상태입니다.^,^^,^^,^It seems faint.^,^^,^^
^eNetFailure_Action_RoaredState^,^사자후 상태입니다.^,^^,^^,^It seems confused.^,^^,^^
^eNetFailure_Action_SleepState^,^수면 상태입니다.^,^^,^^,^It seems to be asleep.^,^^,^^
^eNetFailure_Action_SkillMovingState^,^스킬 이동 중인 상태입니다.^,^^,^^,^It seems to be moving.^,^^,^^
^eNetFailure_Action_ParriedState^,^받아치기에 당한 상태입니다.^,^^,^^,^It seems to have been struck.^,^^,^^
^eNetFailure_Action_RisingState^,^공중부양 상태입니다.^,^^,^^,^It seems to be levitating.^,^^,^^
^eNetFailure_Action_StealthBlockState^,^투명화 금지 상태입니다.^,^^,^^,^You cannot sneak up on this creature.^,^^,^^
^eNetFailure_Action_AnimatingState^,^스킬 시전 중에는 다른 스킬을 함께 사용하실 수 없습니다.^,^^,^^,^You cannot use a skill while another is being cast.^,^^,^^
^eNetFailure_Action_ActionAnimatingState^,^지금은 스킬을 사용할 수 없습니다. 다시 시도해 주십시오.^,^^,^^,^You cannot use tHat skill at the moment. Please try again.^,^^,^^
^eNetFailure_Action_CannotControlState^,^캐릭터를 조작할 수 없는 상태입니다.^,^^,^^,^Character cannot be controlled.^,^^,^^
^eNetFailure_Action_NeedItem^,^스킬 시전에 필요한 아이템이 없습니다.^,^^,^^,^You do not have the item needed to use this skill.^,^^,^^
^eNetFailure_Action_NeedQuest^,^퀘스트가 필요합니다.^,^^,^^,^quest is required.^,^^,^^
^eNetFailure_Action_AuraBuff^,^오라버프는 제거할 수 없습니다.^,^^,^^,^Auras cannot be removed.^,^^,^^
^eNetFailure_Action_NotExistBuff^,^걸려있지 않은 버프입니다.^,^^,^^,^Buff is not locked.^,^^,^^
^eNetFailure_Action_CannotDetachDebuff^,^디버프는 제거할 수 없습니다.^,^^,^^,^Debuffs cannot be removed.^,^^,^^
^eNetFailure_Action_NoReturnArea^,^귀환지역이 정해져 있지 않습니다.^,^^,^^,^Recall location not set.^,^^,^^
^eNetFailure_Action_MonsterNotRegistered^,^몬스터 도감에 등록된 몬스터가 아닙니다.^,^^,^^,^This monster is not in your bestiary.^,^^,^^
^eNetFailure_Action_NotCapturableHP^,^몬스터의 HP가 포획 가능 HP보다 높습니다.^,^^,^^,^Your health is higher than the monster's max health.^,^^,^^
^eNetFailure_Action_InavlidActorType^,^시전자 타입이 적당하지 않습니다.^,^^,^^,^Player type invalid.^,^^,^^
^eNetFailure_Action_NoReturnStone^,^귀환석을 가지고 있지 않습니다.^,^^,^^,^You do not have a Recall Stone.^,^^,^^
^eNetFailure_Action_PacketError^,^패킷 에러가 발생하였습니다.^,^^,^^,^A packet error has occurred.^,^^,^^
^eNetFailure_Action_NotOverGlobalCoolTime^,^전역 재사용 시간이 아직 끝나지 않았습니다.^,^^,^^,^This skill is still on cooldown.^,^^,^^
^eNetFailure_Action_Untamabile^,^길들일 수 없는 대상입니다.^,^^,^^,^Cannot be tamed.^,^^,^^
^eNetFailure_Action_TaminingFail^,^길들이기 실패 데이터 오류입니다.^,^^,^^,^Failed taming data error.^,^^,^^
^eNetFailure_Action_NotEnoughSpaceforCreatureItem^,^펠로우 보관함이 가득 찼습니다.^,^^,^^,^Familiar storage full.^,^^,^^
^eNetFailure_Action_NotEnoughSpaceforSoulStone^,^인벤토리가 가득 차서, 영혼석을 넣을 수 없습니다.^,^^,^^,^Your inventory is full.^,^^,^^
^eNetFailure_Action_InvalidBoardState^,^탑승 상태가 맞지 않습니다.^,^^,^^,^Mount status is incorrect.^,^^,^^
^eNetFailure_Action_SoulAbsorptionFail^,^영혼 흡수에 실패했습니다.^,^^,^^,^Failed to absorb soul.^,^^,^^
^eNetFailure_Action_NotOn_SeazeMode^,^길들이기 상태가 아니라 길들이기가 불가능합니다.^,^^,^^,^You must be in taming mode.^,^^,^^
^eNetFailure_Action_ToggledSkill^,^스킬이 On 되어있는 상태입니다.^,^^,^^,^skill is now active.^,^^,^^
^eNetFailure_Action_NotJumpingSkill^,^점프 중에는 시전 스킬 및 이동 불가 스킬은 사용이 불가능합니다.^,^^,^^,^You cannot cast spells or use move skills while jumping.^,^^,^^
^eNetFailure_Action_NotBoardingSkill^,^펠로우 탑승 중에는 사용할 수 없는 스킬입니다.^,^^,^^,^You cannot use this skill while mounted.^,^^,^^
^eNetFailure_Action_NotTamable^,^해당 몬스터는 길들이기가 불가능합니다.^,^^,^^,^This monster cannot be tamed.^,^^,^^
^eNetFailure_Action_NoMatchingCreature^,^해당되는 펠로우가 존재하지 않습니다.^,^^,^^,^THat familiar does not exist.^,^^,^^
^eNetFailure_Action_NotEnoughSpaceforCreature^,^펠로우 보관함이 가득 찼습니다.^,^^,^^,^Familiar storage full.^,^^,^^
^eNetFailure_Action_MagicstonConvFailInvalidCreature^,^잘못된 펠로우를 선택하여, 영혼석 변환에 실패했습니다.^,^^,^^,^Soul Stone conversion failed. Invalid familiar selected.^,^^,^^
^eNetFailure_Action_MagicstonConvFailWrongActionLevel^,^펠로우의 레벨이 영혼석 변환의 범위를 벗어납니다.^,^^,^^,^Soul Stone conversion failed. Familiar level too high.^,^^,^^
^eNetFailure_Action_MagicstonConvFailITObjectNotExist^,^설정된 인터렉션 오브젝트가 없어, 영혼석 변환에 실패했습니다.^,^^,^^,^Soul Stone conversion failed. No object selected.^,^^,^^
^eNetFailure_Action_MagicstonConvMagicStoneNotExist^,^설정된 영혼석이 없어, 영혼석 변환에 실패했습니다.^,^^,^^,^Soul Stone conversion failed. No soul stone selected.^,^^,^^
^eNetFailure_Action_MagicstonConvInvalidSkill^,^영혼석 변환 스킬이 잘못되어 있습니다.^,^^,^^,^Soul stone conversion skill unavailable.^,^^,^^
^eNetFailure_Action_MagicstonConvNotAllowObserverState^,^옵저버 상태에서는 영혼석 변환을 할 수 없습니다.^,^^,^^,^Soul Stone conversion unavailable while in observer status.^,^^,^^
^eNetFailure_Action_MagicstonConvAction^,^영혼석 변환에 실패했습니다.^,^^,^^,^Soul Stone conversion failed.^,^^,^^
^eNetFailure_Action_MagicstonConvFailOnBoarding^,^펠로우 탑승 중에는 영혼석 변환을 할 수 없습니다.^,^^,^^,^Soul stone conversion unavailable while mounted.^,^^,^^
^eNetFailure_Action_NotTamableOnCombat^,^전투 중에는 길들이기를 할 수 없습니다.^,^^,^^,^You cannot tame duRing battle.^,^^,^^
^eNetSuccess_Agreement^,^요청 성공하였습니다.^,^^,^^,^Request successful.^,^^,^^
^eNetFailure_Agreement_InvalidAgreementType^,^수락 타입이 맞지 않습니다.^,^^,^^,^Incorrect acceptance type.^,^^,^^
^eNetFailure_Agreement_NotExistProposer^,^제안하는 사람이 존재하지 않습니다.^,^^,^^,^Requester doesn't exist.^,^^,^^
^eNetFailure_Agreement_NotExistProposee^,^제안받는 사람이 존재하지 않습니다.^,^^,^^,^Recipient doesn't exist.^,^^,^^
^eNetFailure_Agreement_CannotPropseMe^,^자신한테 제안할 수 없습니다.^,^^,^^,^You cannot send a request to yourself.^,^^,^^
^eNetFailure_Agreement_ProposedAlready^,^이미 제안한 상태입니다.^,^^,^^,^You have already sent a request.^,^^,^^
^eNetFailure_Agreement_MyCutoff^,^차단목록에 이미 등록되어 있습니다.^,^^,^^,^Already registered in block list.^,^^,^^
^eNetFailure_Agreement_HisCutoff^,^상대방의 차단목록에 내가 존재합니다.^,^^,^^,^You are on their block list.^,^^,^^
^eNetFailure_Agreement_Timeout^,^시간이 초과되어 취소되었습니다.^,^^,^^,^Canceled due to time out.^,^^,^^
^eNetFailure_Agreement_PacketError^,^패킷 오류가 발생했습니다.^,^^,^^,^A packet error has occurred.^,^^,^^
^eNetFailure_Agreement_MyFriendAlready^,^친구로 이미 등록되어 있습니다.^,^^,^^,^Already registered as a friend.^,^^,^^
^eNetFailure_Agreement_HisFriendAlready^,^상대방의 친구로 이미 등록되어 있습니다.^,^^,^^,^You are already registered as their friend.^,^^,^^
^eNetFailure_Agreement_MyFriendSlotFull^,^친구목록이 가득 찼습니다.^,^^,^^,^Your friends list is full.^,^^,^^
^eNetFailure_Agreement_HisFriendSlotFull^,^상대방의 친구목록이 가득 찼습니다.^,^^,^^,^Their friends list is full.^,^^,^^
^eNetFailure_Agreement_NotFriend^,^친구로 등록되지 않았습니다.^,^^,^^,^Could not register friend.^,^^,^^
^eNetFailure_Agreement_MyBestFriendSlotFull^,^베스트 프렌드 목록이 가득 찼습니다.^,^^,^^,^Best friends list full.^,^^,^^
^eNetFailure_Agreement_HisBestFriendSlotFull^,^상대방의 베스트 프렌드 목록이 가득 찼습니다.^,^^,^^,^Their best friends list is full.^,^^,^^
^eNetFailure_Agreement_AlreadyParty^,^이미 파티가 된 유저입니다.^,^^,^^,^This player is already in a party.^,^^,^^
^eNetFailure_Agreement_NotMaster^,^파티장이 아닙니다.^,^^,^^,^You must be the party leader.^,^^,^^
^eNetFailure_Agreement_MapInstance^,^인던에서는 할 수 없는 행동입니다.^,^^,^^,^This action is not available in instanced dungeons.^,^^,^^
^eNetFailure_Agreement_CannotTrade^,^거래할 수 없는 상태입니다.^,^^,^^,^Your status doesn't allow trade.^,^^,^^
^eNetFailure_Agreement_NotPartyMasterMe^,^파티장이 아닙니다(파티결투)^,^^,^^,^You are not the party leader (Party Duel).^,^^,^^
^eNetFailure_Agreement_NotPartyMasterTarget^,^상대방이 파티장이 아닙니다(파티결투)^,^^,^^,^THat player is not the party leader (Party Duel).^,^^,^^
^eNetFailure_Agreement_NotPartyMe^,^파티상태가 아닙니다.^,^^,^^,^You are not in a party.^,^^,^^
^eNetFailure_Agreement_NotPartyTarget^,^상대방이 파티상태가 아닙니다.^,^^,^^,^The player is not in a party.^,^^,^^
^eNetFailure_Agreement_StateDuelMe^,^결투 상태입니다.^,^^,^^,^You are in a duel.^,^^,^^
^eNetFailure_Agreement_StateDuelTarget^,^상대방이 결투 상태입니다.^,^^,^^,^THat player is not in a party.^,^^,^^
^eNetFailure_Agreement_NoDuelRemain^,^서버의 결투 한도 제한을 초과했습니다.^,^^,^^,^This server cannot have any more duels at the moment.^,^^,^^
^eNetFailure_Agreement_LevelNotMatch^,^레벨이 맞지 않습니다.^,^^,^^,^Your level is invalid.^,^^,^^
^eNetFailure_Agreement_MenteeFull^,^제자 목록이 가득 찼습니다.^,^^,^^,^Pupil list full.^,^^,^^
^eNetFailure_Agreement_MentorExist^,^이미 스승을 가지고 있습니다.^,^^,^^,^You already have a mentor.^,^^,^^
^eNetFailure_Agreement_NotGuild^,^길드에 가입되어 있지 않습니다.^,^^,^^,^Not part of a guild.^,^^,^^
^eNetFailure_Agreement_AlreadyGuild^,^이미 길드에 가입된 유저입니다.^,^^,^^,^This player is already in a guild.^,^^,^^
^eNetFailure_Agreement_NoInvitation^,^길드 초대 권한이 없습니다.^,^^,^^,^You have no authority to invite someone to the guild.^,^^,^^
^eNetFailure_Agreement_GuildMemberFull^,^최대 길드원 숫자를 초과하여 더 이상 초대할 수 없습니다.^,^^,^^,^Your guild is already full.^,^^,^^
^eNetFailure_Agreement_CantBoarding^,^탑승할 수 없는 상태입니다.^,^^,^^,^You cannot mount a familiar in this status.^,^^,^^
^eNetFailure_Agreement_AlreadyBoarding^,^이미 탑승 중입니다.^,^^,^^,^You are already mounted.^,^^,^^
^eNetFailure_Agreement_NoBoardRequest^,^탑승 요청한 적이 없습니다.^,^^,^^,^You have not requested a mount.^,^^,^^
^eNetFailure_Agreement_BoardingMemberFull^,^이미 모든 멤버가 탑승 중입니다.^,^^,^^,^All members are already mounted.^,^^,^^
^eNetSuccess_auction^,^eNetSuccess_auction 경매 요청 성공하였습니다.^,^^,^^,^Successfully made the eNetSuccess_auction market request.^,^^,^^
^eNetSuccess_auction_server_not_ready^,^경매장 서버가 준비되지 않았습니다.^,^^,^^,^The marketplace server is not ready.^,^^,^^
^eNetfailure_auction_npc_not_found^,^해당 NPC를 찾을 수 없습니다.^,^^,^^,^THat character cannot be found.^,^^,^^
^eNetfailure_auction_too_far^,^해당 NPC가 너무 멀리 있습니다.^,^^,^^,^THat character is out of range.^,^^,^^
^eNetfailure_auction_invalid_npc^,^잘못된 타입의 NPC 입니다.^,^^,^^,^THat is the incorrect type character.^,^^,^^
^eNetfailure_auction_player_invalid_state^,^상점을 이용할 수 없는 상태입니다.^,^^,^^,^You cannot use the shop in this status.^,^^,^^
^eNetfailure_auction_invalid_page^,^잘못된 페이지 번호입니다.^,^^,^^,^The page number is incorrect.^,^^,^^
^eNetfailure_auction_short_keyword^,^검색 글자수가 부족합니다.^,^^,^^,^The keyword is too short.^,^^,^^
^eNetfailure_auction_item_not_found^,^해당 아이템을 찾을 수 없습니다.^,^^,^^,^The item cannot be found.^,^^,^^
^eNetfailure_auction_not_enough_money^,^소지금이 부족합니다.^,^^,^^,^You do not have enough money.^,^^,^^
^eNetfailure_auction_not_enough_space^,^가방에 빈 공간이 없습니다.^,^^,^^,^You have no room in your bag.^,^^,^^
^eNetfailure_auction_cannot_buy_my_item^,^자신이 등록한 아이템은 구매할 수 없습니다.^,^^,^^,^You cannot purchase an item you have listed on the marketplace.^,^^,^^
^eNetfailure_auction_not_enough_seller_space^,^판매 슬롯 공간이 부족합니다.^,^^,^^,^You do not have any more listing slots.^,^^,^^
^eNetfailure_auction_register_min_sellprice_limit^,^판매 금액은 1 쿠퍼 이상을 입력해야 합니다.^,^^,^^,^The price must be more than 1 copper.^,^^,^^
^eNetfailure_auction_register_isnot_max_durability^,^내구도가 닳지 않은 아이템만 등록 가능합니다.^,^^,^^,^Items with low durability cannot be listed.^,^^,^^
^eNetfailure_auction_register_my_limit_access^,^최대 개수를 초과했습니다. 등록 제한 및 정산 물품을 확인해주세요.^,^^,^^,^Collect your earnings from the Transactions tab before trying to sell more items.^,^^,^^
^eNetfailure_auction_register_system_limit_access^,^판매 대행에 등록 가능한 최대 서버 개수를 초과했습니다.^,^^,^^,^You have exceeded the maximum number of items to list on this server.^,^^,^^
^eNetfailure_auction_cannot_cancel_other_item^,^다른 유저의 아이템을 취소할 수 없습니다.^,^^,^^,^You cannot cancel other players' sales.^,^^,^^
^eNetfailure_auction_item_for_account_not_exist^,^정산할 아이템이 없습니다.^,^^,^^,^There are no items to calculate.^,^^,^^
^eNetfailure_auction_register_invalid_item_type^,^판매 대행에 등록할 수 없는 아이템입니다.^,^^,^^,^This item cannot be listed on the marketplace.^,^^,^^
^eNetSuccess_Capture^,^스크린샷 저장이 완료되었습니다.^,^^,^^,^Screenshot saved.^,^^,^^
^eNetFailure_Capture_EmptySkill^,^길들이기 스킬이 없습니다.^,^^,^^,^You do not have the taming skill.^,^^,^^
^eNetFailure_Capture_SkillFail^,^길들이기 스킬 시전에 실패했습니다.^,^^,^^,^You have failed to us the taming skill.^,^^,^^
^eNetFailure_Capture_NoTarget^,^길들일 대상이 존재하지 않습니다.^,^^,^^,^There are no tamable creatures nearby.^,^^,^^
^eNetFailure_Capture_TargetIsNotMonster^,^길들일 수 없는 대상입니다.^,^^,^^,^Cannot be tamed.^,^^,^^
^eNetFailure_Capture_MonsterSheetNotExist^,^몬스터 시트가 없습니다.^,^^,^^,^There is no monster sheet.^,^^,^^
^eNetFailure_Capture_InvalidMonsterSheet^,^잘못된 몬스터 시트입니다.^,^^,^^,^This is an invalid monster sheet.^,^^,^^
^eNetFailure_Capture_RegisterdSheetAlready^,^이미 몬스터 도감에 등록된 몬스터 입니다.^,^^,^^,^This monster is already in your bestiary.^,^^,^^
^eNetFailure_Capture_MonsterSheetSlotisFull^,^몬스터 도감 슬롯이 없습니다.^,^^,^^,^There are no more slots in your bestiary.^,^^,^^
^eNetFailure_Capture_MonsterNotRegistered^,^몬스터 도감에 등록되지 않은 몬스터 입니다.^,^^,^^,^This monster is not listed in your bestiary.^,^^,^^
^eNetFailure_Caputre_NotCapturableHP^,^길들이기가 가능한 HP가 아닙니다.^,^^,^^,^Unable to tame with this HP.^,^^,^^
^eNetFailure_Capture_EmptyMagicStone_no_item^,^비어있는 영혼석 아이템이 없습니다.^,^^,^^,^There are no empty soul stones.^,^^,^^
^eNetFailure_Capture_MagicStone_no_item^,^영혼석 아이템이 없습니다.^,^^,^^,^There are no soul stones.^,^^,^^
^eNetFailure_Capture_not_EmptyMagicStoneItem^,^비어있는 영혼석 아이템이 아닙니다.^,^^,^^,^This is not an empty soul stone.^,^^,^^
^eNetFailure_Capture_not_CaptureStateCaptured^,^길들여진 상태가 아닙니다.^,^^,^^,^This creature hasn't been tamed yet.^,^^,^^
^eNetFailure_Capture_not_same_CreatureGrade^,^펠로우 등급이 다릅니다.^,^^,^^,^Familiar grades do not match.^,^^,^^
^eNetFailure_Capture_FailtoCreateITObject^,^영혼석 인터렉션 오브젝트 생성에 실패 했습니다.^,^^,^^,^Failed to create soul stone interaction object.^,^^,^^
^eNetSuccess_Changgo^,^eNetSuccess_Changgo 요청 성공하였습니다.^,^^,^^,^eNetSuccess_Changgo request success.^,^^,^^
^eNetFailure_Changgo_NotHave^,^소유하고 있는 아이템이 아닙니다.^,^^,^^,^You do not have this item.^,^^,^^
^eNetFailure_Changgo_StorageIncorrect^,^창고가 올바르지 않습니다.^,^^,^^,^This storage is incorrect.^,^^,^^
^eNetFailure_Changgo_InvenFull^,^창고에 아이템이 꽉찼습니다.^,^^,^^,^Your storage is full of items.^,^^,^^
^eNetFailure_Changgo_InsufficientMoney^,^소유한 돈이 모자랍니다.^,^^,^^,^You do not have enough money.^,^^,^^
^eNetFailure_Changgo_NotEqualItem^,^같은 아이템이 아닙니다.^,^^,^^,^Not the same item.^,^^,^^
^eNetFailure_Changgo_NotCountableItem^,^수량 아이템이 아닙니다.^,^^,^^,^No quantity item.^,^^,^^
^eNetFailure_Changgo_AmountOver^,^아이템의 수량이 초과되었습니다.^,^^,^^,^You can't carry more of this item.^,^^,^^
^eNetFailure_Changgo_MaxAmountOver^,^창고가 가득 찼습니다.^,^^,^^,^Your storage is full.^,^^,^^
^eNetFailure_Changgo_NotExistCharacter^,^소유하지 않은 캐릭터입니다.^,^^,^^,^You do not have the character.^,^^,^^
^eNetFailure_Changgo_MaxCharacterCount^,^계정당 캐릭터 생성수 초과되었습니다.^,^^,^^,^You cannot create any more characters on this account.^,^^,^^
^eNetFailure_Changgo_CannotFindNpc^,^창고 엔피씨가 없습니다.^,^^,^^,^The storage keeper is missing.^,^^,^^
^eNetFailure_Changgo_MoveImpossible^,^창고로 이동이 불가능한 아이템입니다.^,^^,^^,^This item cannot be moved into storage.^,^^,^^
^eNetFailure_Changgo_DivideCountTooMuch^,^나누려는 개수가 소유 한도를 초과했습니다.^,^^,^^,^Your stack is bigger than the number you own.^,^^,^^
^eNetFailure_Changgo_DataError^,^창고 데이터에 오류가 있습니다.^,^^,^^,^Storage data error.^,^^,^^
^eNetFailure_Changgo_PacketError^,^창고 패킷에 오류가 있습니다.^,^^,^^,^Storage packet error.^,^^,^^
^eNetSuccess_CHat^,^eNetSuccess_CHat 대화 요청 성공하였습니다.^,^^,^^,^eNetSuccess_CHat CHat request success.^,^^,^^
^eNetfailure_CHat_target_not_found^,^귓말대상을 찾을 수 없습니다.^,^^,^^,^Player not found.^,^^,^^
^eNetfailure_CHat_not_send_myself^,^자신에게 귓말을 보낼 수 없습니다.^,^^,^^,^You cannot whisper yourself.^,^^,^^
^eNetfailure_CHat_not_cooltime_of_shout^,^외치기는 제한시간 내 연속해서 보낼 수 없습니다.^,^^,^^,^You cannot shout again so soon.^,^^,^^
^eNetfailure_CHat_not_join_party^,^파티에 참여중이 아닙니다.^,^^,^^,^Not in a party.^,^^,^^
^eNetfailure_CHat_mycutoff^,^내 차단목록에 있는 유저입니다.^,^^,^^,^THat player is on your block list.^,^^,^^
^eNetfailure_CHat_hiscutoff^,^상대방의 차단목록에 있습니다.^,^^,^^,^You are on their block list.^,^^,^^
^eNetfailure_CHat_not_guild^,^길드에 가입되어 있지 않습니다.^,^^,^^,^Not part of a guild.^,^^,^^
^eNetFailure_CHat_PacketError^,^채팅 패킷에 오류가 있습니다.^,^^,^^,^CHat packet error.^,^^,^^
^eNetSuccess_Customize^,^eNetSuccess_Customize 커스터마이즈 요청 성공하였습니다.^,^^,^^,^eNetSuccess_Customize Customizing request success.^,^^,^^
^eNetFailure_Customize_UnknownSerial^,^채널 입장에 실패했습니다.^,^^,^^,^Channel entry failed.^,^^,^^
^eNetFailure_Customize_SystemError^,^커스터마이징 시스템 에러가 발생했습니다.^,^^,^^,^Customizing system error.^,^^,^^
^eNetFailure_Customize_PacketError^,^커스터마이징 패킷에 오류가 있습니다.^,^^,^^,^Customizing packet error.^,^^,^^
^eNetSuccess_Duel^,^eNetSuccess_Duel 결투 요청 성공하였습니다.^,^^,^^,^eNetSuccess_Duel duel challenge success.^,^^,^^
^eNetFailure_Duel_RequestFail^,^결투 요청에 실패하였습니다.^,^^,^^,^Duel challenge failed.^,^^,^^
^eNetFailure_Duel_SequenceError^,^결투 순서상 에러가 발생하였습니다.^,^^,^^,^Dueling error has occurred.^,^^,^^
^eNetFailure_Duel_MyCutoff^,^상대방이 나의 차단목록에 있습니다.^,^^,^^,^THat player is on your block list.^,^^,^^
^eNetFailure_Duel_HisCutoff^,^내가 상대방의 차단목록에 있습니다.^,^^,^^,^You are on their block list.^,^^,^^
^eNetFailure_Duel_SystemError^,^결투 시스템에 에러가 발생했습니다.^,^^,^^,^Duel system error.^,^^,^^
^eNetFailure_Duel_PacketError^,^결투 패킷에 오류가 있습니다.^,^^,^^,^Duel packet error.^,^^,^^
^eNetSuccess_Enchant^,^eNetSuccess_Enchant 강화 요청 성공하였습니다.^,^^,^^,^eNetSuccess_Enchant TempeRing request success.^,^^,^^
^eNetFailure_Enchant_no_item^,^강화하려는 아이템이 존재하지 않습니다.^,^^,^^,^THat item does not exist.^,^^,^^
^eNetFailure_Enchant_invalid_item^,^강화 조건에 맞지 않는 아이템입니다.^,^^,^^,^This item cannot be tempered.^,^^,^^
^eNetFailure_Enchant_magicstone_needed^,^강화에 필요한 영혼석이 존재하지 않습니다.^,^^,^^,^No soul stone available.^,^^,^^
^eNetFailure_Enchant_not_magicstone^,^영혼석이 아닙니다.^,^^,^^,^This is not a soul stone.^,^^,^^
^eNetFailure_Enchant_broken_item^,^부서진 아이템은 영혼석 장착이 불가능 합니다.^,^^,^^,^Soul stones cannot be equipped on broken items.^,^^,^^
^eNetFailure_Enchant_invalid_slot_index^,^적합한 슬롯이 아닙니다.^,^^,^^,^This slot is invalid.^,^^,^^
^eNetFailure_Enchant_invalid_npc^,^강화 NPC가 존재하지 않습니다.^,^^,^^,^The tempeRing crafter does not exist.^,^^,^^
^eNetFailure_Enchant_npc_too_far^,^강화 NPC가 너무 멀리 있습니다.^,^^,^^,^You are too far away to temper items.^,^^,^^
^enetfailure_enchant_not_monsterforce^,^몬스터 기운 아이템이 아닙니다.^,^^,^^,^This is not a monster aura.^,^^,^^
^eNetFailure_Enchant_InvalidSkill^,^강화 스킬이 존재하지 않습니다.^,^^,^^,^You do not have the tempeRing skill.^,^^,^^
^eNetFailure_Enchant_Cannot_MagicStone_Addon^,^영혼석을 장착할 수 없습니다.^,^^,^^,^Cannot equip soul stone.^,^^,^^
^eNetFailure_Enchant_StorageFull^,^가방에 빈 공간이 없습니다.^,^^,^^,^You have no room in your bag.^,^^,^^
^eNetFailure_Enchant_not_enough_money^,^소지금이 부족합니다.^,^^,^^,^You do not have enough money.^,^^,^^
^eNetFailure_Enchant_repair_magicstone_needed^,^수리에 필요한 영혼석이 없습니다.^,^^,^^,^There is no soul stone for repair.^,^^,^^
