t_key,t_korean,t_jpn,t_chinese,t_enu
^RC_6_AR_HON_1_description^,^Right-click to add the recipe to your crafting list.^,^^,^^,^^
^RC_PVP_DIV_GD_1_name^,^Recipe: Akeron Supreme Ruler Weapon Skin (Guardian)^,^^,^^,^^
^RC_PVP_DIV_GD_1_description^,^A recipe for a permanent, PvP-based weapon skin.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_GD_2_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Guardian)^,^^,^^,^^
^RC_PVP_DIV_GD_2_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_WR_1_name^,^Recipe: Akeron Supreme Ruler Weapon Skin (Berserker)^,^^,^^,^^
^RC_PVP_DIV_WR_1_description^,^A recipe for a permanent, PvP-based weapon skin.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_WR_2_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Berserker)^,^^,^^,^^
^RC_PVP_DIV_WR_2_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_TF_1_name^,^Recipe: Akeron Supreme Ruler Weapon Skin (Assassin)^,^^,^^,^^
^RC_PVP_DIV_TF_1_description^,^A recipe for a permanent, PvP-based weapon skin.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_TF_2_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Assassin)^,^^,^^,^^
^RC_PVP_DIV_TF_2_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_WZ_1_name^,^Recipe: Akeron Supreme Ruler Weapon Skin (Wizard/Magician)^,^^,^^,^^
^RC_PVP_DIV_WZ_1_description^,^A recipe for a permanent, PvP-based weapon skin.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_WZ_2_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Wizard)^,^^,^^,^^
^RC_PVP_DIV_WZ_2_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_PR_1_name^,^Recipe: Akeron Supreme Ruler Weapon Skin (Priest)^,^^,^^,^^
^RC_PVP_DIV_PR_1_description^,^A recipe for a permanent, PvP-based weapon skin.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_PR_2_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Priest)^,^^,^^,^^
^RC_PVP_DIV_PR_2_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_AC_1_name^,^Recipe: Akeron Supreme Ruler Weapon Skin (Ranger)^,^^,^^,^^
^RC_PVP_DIV_AC_1_description^,^A recipe for a permanent, PvP-based weapon skin.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_AC_2_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Ranger)^,^^,^^,^^
^RC_PVP_DIV_AC_2_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_DO_1_name^,^Recipe: Akeron Supreme Ruler Weapon Skin (Idol)^,^^,^^,^^
^RC_PVP_DIV_DO_1_description^,^A recipe for a permanent, PvP-based weapon skin.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_DO_2_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Idol)^,^^,^^,^^
^RC_PVP_DIV_DO_2_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_PVP_DIV_MG_1_name^,^Recipe: (Appearance) Akeron Supreme Ruler (Magician)^,^^,^^,^^
^RC_PVP_DIV_MG_1_description^,^A recipe for a permanent, PvP-based appearance.<br>Materials for this are obtained from very strong monsters and bosses in Stygaea.^,^^,^^,^^
^RC_6_neko_01_name^,^Blueprint: Nekobot Nr. 1^,^^,^^,^^
^RC_6_neko_01_description^,^A crafting instruction to produce the mechanical familiar Nekobot Nr. 1.<br>Right-click to add it to your recipe list.^,^^,^^,^^
^RC_6_neko_02_name^,^Blueprint: Nekobot Nr. 2^,^^,^^,^^
^RC_6_neko_02_description^,^A crafting instruction to produce the mechanical familiar Nekobot Nr. 2.<br>Right-click to add it to your recipe list.^,^^,^^,^^
^RC_6_neko_03_name^,^Blueprint: Nekobot Nr. 3^,^^,^^,^^
^RC_6_neko_03_description^,^A crafting instruction to produce the mechanical familiar Nekobot Nr. 3.<br>Right-click to add it to your recipe list.^,^^,^^,^^
^RC_6_neko_04_name^,^Blueprint: Nekobot Nr. 4^,^^,^^,^^
^RC_6_neko_04_description^,^A crafting instruction to produce the mechanical familiar Nekobot Nr. 4.<br>Right-click to add it to your recipe list.^,^^,^^,^^
^RC_6_grimreaper_name^,^Forbidden Tome: Binding Grim Reaper^,^^,^^,^^
^RC_6_grimreaper_description^,^A cursed book, containing instructions to summon the Grim Reaper as your servant.<br>Right-click to add it to your recipe list.^,^^,^^,^^
^rc_ar11_1_6900_1_name^,^Awakened Divine Genuine Hat Recipe^,^^,^^,^^
^rc_ar11_1_6900_1_description^,^Right-click to add the recipe to your crafting list.^,^^,^^,^^
^rc_ar11_2_6900_1_name^,^Awakened Divine Genuine Pauldron Recipe^,^^,^^,^^
^rc_ar11_2_6900_1_description^,^Right-click to add the recipe to your crafting list.^,^^,^^,^^
^rc_ar11_3_6900_1_name^,^Awakened Divine Genuine Robe Recipe^,^^,^^,^^
^rc_ar11_3_6900_1_description^,^Right-click to add the recipe to your crafting list.^,^^,^^,^^
^rc_ar11_4_6900_1_name^,^Awakened Divine Genuine Gloves Recipe^,^^,^^,^^
^rc_ar11_4_6900_1_description^,^Right-click to add the recipe to your crafting list.^,^^,^^,^^
^rc_ar11_5_6900_1_name^,^Awakened Divine Genuine Shoes Recipe^,^^,^^,^^
^rc_ar11_5_6900_1_description^,^Right-click to add the recipe to your crafting list.^,^^,^^,^^
