t_key,t_korean,t_jpn,t_chinese,t_enu
^map_f01_e01_Name^,^Southern Ruins^,^^,^^,^^
^map_f01_e02_Name^,^Northern Ruins^,^^,^^,^^
^map_d11_name^,^Red Revolutionaries Base^,^^,^^,^^
^map_f02_e01_name^,^Jack the Hunter's Cave^,^^,^^,^^
^map_f02_e02_name^,^Miller's Hill^,^^,^^,^^
^map_f03_e01_name^,^Ghost Ship^,^^,^^,^^
^map_f03_e02_name^,^Pirate Hideout^,^^,^^,^^
^map_f03_e03_name^,^Farlark^,^^,^^,^^
^map_f06_name^,^Fractura^,^^,^^,^^
^map_f01_e03_name^,^Wolftrap Grotto^,^^,^^,^^
^map_c01_e01_name^,^Royal Audience Chamber^,^^,^^,^^
^map_c01_e03_name^,^River Ward^,^^,^^,^^
^map_p01_name^,^Exarahn Badlands^,^^,^^,^^
^map_f16_name^,^Attaius Peak^,^^,^^,^^
^map_f15_e01_name^,^The Gusting Isles^,^^,^^,^^
^map_f02_e03_name^,^House of Maids^,^^,^^,^^
^map_f99_name^,^Desert Island^,^^,^^,^^
^map_c01_e02_name^,^King's Grove^,^^,^^,^^
^map_d22_Name^,^The Breach^,^^,^^,^^
^map_f98_name^,^Arena^,^^,^^,^^
^map_c01_e04_name^,^Capital Barracks^,^^,^^,^^
^map_d13_name^,^Temple of Sands^,^^,^^,^^
^map_d06_name^,^Fallen Legion Fortress^,^^,^^,^^
^map_f05_e01_name^,^Ruined Temple^,^^,^^,^^
^map_f05_e02_name^,^Hatchery^,^^,^^,^^
^map_p02_name^,^Stygaea^,^^,^^,^^
^map_d99_name^,^Tower of Challenge^,^^,^^,^^
^map_d23_name^,^Shady Warrens^,^^,^^,^^
^map_f17_name^,^Windy Canyon^,^^,^^,^^
^map_f07_e01_name^,^El Zenus Sanctuary^,^^,^^,^^
^map_f07_e02_name^,^Ancient Elves' Memorial Box^,^^,^^,^^
^map_d24_name^,^Familiar Academy^,^^,^^,^^
^map_d25_name^,^(PC Cafe) Familiar Laboratory^,^^,^^,^^
^map_g01_name^,^The Guild of Glory Room^,^^,^^,^^
^map_f97_name^,^King Hadakhan's Dungeon^,^^,^^,^^
^map_i01_name^,^The Breach (Common)^,^^,^^,^^
^map_d26_name^,^Braghin Mine^,^^,^^,^^
^map_c02_e01_name^,^Merumi Habitat^,^^,^^,^^
^map_d98_name^,^Island of Exiles^,^^,^^,^^
^map_d12_name^,^Elder's Floating Fort^,^^,^^,^^
^map_g02_name^,^The Guild of Fame Room^,^^,^^,^^
^map_g03_name^,^The Guild of Harmony Room^,^^,^^,^^
^map_f09_e01_name^,^Fallen Zenen Citadel^,^^,^^,^^
^map_d97_name^,^PC Bunny's Farm^,^^,^^,^^
^map_f96_name^,^Familiar Farm^,^^,^^,^^
^map_t01_name^,^Ellora's Sanctum^,^^,^^,^^
^map_e01_name^,^Haunted House^,^^,^^,^^
^map_d96_name^,^King Hadakan's Underground Labyrinth^,^^,^^,^^
^map_d95_name^,^Hastan Secret Retreat^,^^,^^,^^
^map_r01_name^,^Yatuman's Secret Altar^,^^,^^,^^
^map_d00_elite_0^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Fairy/Detachment</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_elite_1^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Fairy/Detachment</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_elite_2^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Fairy/Detachment</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_elite_3^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Fairy/Detachment</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_elite_4^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Fairy/Detachment</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_hero_0^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Ancient Emberstone Golem</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_hero_1^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Ancient Emberstone Golem</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_hero_2^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Ancient Emberstone Golem</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_hero_3^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Ancient Emberstone Golem</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d00_hero_4^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Ancient Emberstone Golem</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_elite_0^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Militia</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_elite_1^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Militia</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_elite_2^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Militia</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_elite_3^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Militia</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_elite_4^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Militia</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_hero_0^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Cursed</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_hero_1^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Cursed</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_hero_2^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Cursed</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_hero_3^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Cursed</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d01_hero_4^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Cursed</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_elite_0^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Garrison/Azure/Snowfield</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_elite_1^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Garrison/Azure/Snowfield</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_elite_2^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Garrison/Azure/Snowfield</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_elite_3^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Garrison/Azure/Snowfield</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_elite_4^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Garrison/Azure/Snowfield</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_hero_0^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frozen</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_hero_1^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frozen</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_hero_2^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frozen</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_hero_3^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frozen</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d02_hero_4^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frozen</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_elite_0^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Modest Hunter/Tempered Mithril </font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_elite_1^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Modest Hunter/Tempered Mithril </font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_elite_2^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Modest Hunter/Tempered Mithril </font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_elite_3^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Modest Hunter/Tempered Mithril </font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_elite_4^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Modest Hunter/Tempered Mithril </font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_hero_0^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Corrupted</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_hero_1^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Corrupted</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_hero_2^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Corrupted</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_hero_3^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Corrupted</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d03_hero_4^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Corrupted</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_elite_0^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Austere Hunter</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_elite_1^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Austere Hunter</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_elite_2^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Austere Hunter</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_elite_3^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Austere Hunter</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_elite_4^,^<font color="#668D9E">Equipment:<font color="#10EBF3">Austere Hunter</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_hero_0^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frost Command</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_hero_1^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frost Command</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_hero_2^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frost Command</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_hero_3^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frost Command</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d04_hero_4^,^<font color="#668D9E">Equipment:<font color="#F9CF33">Frost Command</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_elite_0^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_elite_1^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_elite_2^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_elite_3^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_elite_4^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_hero_0^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_hero_1^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_hero_2^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d22_hero_3^,^<font color="#668D9E">Equipment:<font color="#E903DE">Karasha</font><font color="#C9C9C9">Set</font><br>^,^^,^^,^^
^map_d22_hero_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Karasha </font><font color="#C9C9C9">Set</font><br>Enchantment::<font color="#CD0000"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fa^,^^,^^,^^
^map_d13_elite_0^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d13_elite_1^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d13_elite_2^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d13_elite_3^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d13_elite_4^,^<font color="#668D9E">Equipment:<font color="#E903DE">(Permanent) Karasha</font> <font color="#C9C9C9">Set</font>^,^^,^^,^^
^map_d13_hero_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d13_hero_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FAFAA0"> Tempered +15 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d13_hero_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +15 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d13_hero_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d13_hero_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d06_elite_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d06_elite_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FAFAA0"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d06_elite_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d06_elite_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d06_elite_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d06_hero_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>Familia^,^^,^^,^^
^map_d06_hero_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FAFAA0"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>Familia^,^^,^^,^^
^map_d06_hero_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +15 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>Familia^,^^,^^,^^
^map_d06_hero_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>Familia^,^^,^^,^^
^map_d06_hero_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>Familia^,^^,^^,^^
^map_d08_elite_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +10 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d08_elite_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FAFAA0"> Tempered +15 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d08_elite_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +15 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d08_elite_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d08_elite_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </font>Fam^,^^,^^,^^
^map_d08_hero_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>Familia^,^^,^^,^^
^map_d08_hero_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FAFAA0"> Tempered +25 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>Familia^,^^,^^,^^
^map_d08_hero_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +25 / Reverse</font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </fon^,^^,^^,^^
^map_d08_hero_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +25 / Reverse</font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </fon^,^^,^^,^^
^map_d08_hero_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +25 / Reverse / Reforge / Seurpassed</font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="^,^^,^^,^^
^map_d12_elite_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>^,^^,^^,^^
^map_d12_elite_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>F^,^^,^^,^^
^map_d12_elite_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>F^,^^,^^,^^
^map_d12_elite_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>F^,^^,^^,^^
^map_d12_elite_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>F^,^^,^^,^^
^map_d12_hero_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 60 <font color="#E903DE">Legendary </font>Familiar^,^^,^^,^^
^map_d12_hero_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FAFAA0"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 60 <font color="#E903DE">Legendary </font>Familiar^,^^,^^,^^
^map_d12_hero_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 60 <font color="#E903DE">Legendary </font>Familiar^,^^,^^,^^
^map_d12_hero_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 60 <font color="#E903DE">Legendary </font>Familiar^,^^,^^,^^
^map_d12_hero_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +25 </font><br>Seal Stones: <font color="#C9C9C9">Level 60 <font color="#E903DE">Legendary </font>Familiar^,^^,^^,^^
^map_d07_elite_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>^,^^,^^,^^
^map_d07_elite_1^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FAFAA0"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </fo^,^^,^^,^^
^map_d07_elite_2^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FFEB46"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 40, 50 <font color="#E903DE">Legendary </fo^,^^,^^,^^
^map_d07_elite_3^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#FF9614"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>F^,^^,^^,^^
^map_d07_elite_4^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Ellora/Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#CD0000"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 55 <font color="#E903DE">Legendary </font>F^,^^,^^,^^
^map_d07_hero_0^,^<font color="#668D9E">Equipment:<font color="#E903DE"> Alsas </font><font color="#C9C9C9">Set</font><br>Enchantment: <font color="#C9C9C9"> Tempered +20 </font><br>Seal Stones: <font color="#C9C9C9">Level 60 <font color="#E903DE">Legendary </font>Familiar^,^^,^^,^^
