t_type,t_typename,t_key,t_eng
^Co^,^Common^,^E_99_0_0006_0000_Name^,^Karade Deckhand^
^Co^,^Common^,^E_99_0_0006_0000_NameDetail^,^^
^Co^,^Common^,^E_99_0_0008_0000_Name^,^Karade Runner^
^Co^,^Common^,^E_99_0_0008_0000_NameDetail^,^^
^Co^,^Common^,^E_99_0_0005_0000_Name^,^Ruthless Jeradin^
^Co^,^Common^,^E_99_0_0005_0000_NameDetail^,^Karade Pirate^
^Co^,^Common^,^E_99_0_0009_0000_Name^,^Cinderwing^
^Co^,^Common^,^E_99_0_0009_0000_NameDetail^,^Tempest Dragon^
^Co^,^Common^,^E_99_0_0010_0000_Name^,^Karasha the Dark One^
^Co^,^Common^,^E_99_0_0010_0000_NameDetail^,^Salant Henchman^
^Co^,^Common^,^E_99_0_0014_0000_Name^,^Karade Raider^
^Co^,^Common^,^E_99_0_0014_0000_NameDetail^,^^
^Co^,^Common^,^E_99_0_0012_0000_Name^,^Karade Cutthroat^
^Co^,^Common^,^E_99_0_0012_0000_NameDetail^,^^
^Co^,^Common^,^E_03_0_1300_0001_Name^,^Beached Karade Pirate^
^Co^,^Common^,^E_03_0_1300_0001_NameDetail^,^^
^Co^,^Common^,^E_03_0_0003_0000_Name^,^Bismuth the Ruthless^
^Co^,^Common^,^E_03_0_0003_0000_NameDetail^,^Pirate Captain^
^Co^,^Common^,^E_99_0_0008_0001_Name^,^Karade Runner^
^Co^,^Common^,^E_99_0_0008_0001_NameDetail^,^^
^Co^,^Common^,^E_99_0_0008_0002_Name^,^Karade Runner^
^Co^,^Common^,^E_99_0_0008_0002_NameDetail^,^^
^Co^,^Common^,^e_f04_DragAster_001_Name^,^Flotier^
^Co^,^Common^,^e_f04_DragAster_001_NameDetail^,^^
^Co^,^Common^,^e_f04_DragBonwy_001_Name^,^Vylet the Deep One^
^Co^,^Common^,^e_f04_DragBonwy_001_NameDetail^,^^
^Co^,^Common^,^e_f04_DragAster_002_Name^,^Ashwyrm^
^Co^,^Common^,^e_f04_DragAster_002_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoSoldi_001_Name^,^Fallen Legion Soldier^
^Co^,^Common^,^e_f04_ImmoSoldi_001_NameDetail^,^^
^Co^,^Common^,^e_f04_Dimp_001_Name^,^Fallen Legion Imp^
^Co^,^Common^,^e_f04_Dimp_001_NameDetail^,^^
^Co^,^Common^,^e_f04_DragCaras_002_Name^,^Nightmare Varane^
^Co^,^Common^,^e_f04_DragCaras_002_NameDetail^,^^
^Co^,^Common^,^e_f04_DragAgnas_001_Name^,^Keeshar^
^Co^,^Common^,^e_f04_DragAgnas_001_NameDetail^,^^
^Co^,^Common^,^e_f04_FishFloat_001_Name^,^Gapish^
^Co^,^Common^,^e_f04_FishFloat_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoHopli_001_Name^,^Fallen Legion Lieutenant^
^Co^,^Common^,^e_f04_ImmoHopli_001_NameDetail^,^^
^Co^,^Common^,^e_f04_FishFloat_002_Name^,^Gapish^
^Co^,^Common^,^e_f04_FishFloat_002_NameDetail^,^^
^Co^,^Common^,^e_f04_DragCaras_005_Name^,^Seabeast^
^Co^,^Common^,^e_f04_DragCaras_005_NameDetail^,^^
^Co^,^Common^,^e_f04_DragRasha_001_Name^,^Armored Thunderhawk^
^Co^,^Common^,^e_f04_DragRasha_001_NameDetail^,^^
^Co^,^Common^,^e_f04_FlyRay_001_Name^,^Jumawu^
^Co^,^Common^,^e_f04_FlyRay_001_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0001_Name^,^Worn Chest^
^Co^,^Common^,^a00_CM_rooting_0001_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0002_Name^,^Worn Chest^
^Co^,^Common^,^a00_CM_rooting_0002_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0003_Name^,^Worn Pouch^
^Co^,^Common^,^a00_CM_rooting_0003_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0004_Name^,^Fine Pouch^
^Co^,^Common^,^a00_CM_rooting_0004_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0005_Name^,^Worn Floating Pouch^
^Co^,^Common^,^a00_CM_rooting_0005_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0006_Name^,^Fine Floating Pouch^
^Co^,^Common^,^a00_CM_rooting_0006_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0007_Name^,^Fine Chest^
^Co^,^Common^,^a00_CM_rooting_0007_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0008_Name^,^Superb Floating Pouch^
^Co^,^Common^,^a00_CM_rooting_0008_NameDetail^,^^
^Co^,^Common^,^a00_CM_rooting_0009_Name^,^Superb Chest^
^Co^,^Common^,^a00_CM_rooting_0009_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoKnigh_001_Name^,^Fallen Legion Knight^
^Co^,^Common^,^e_f04_ImmoKnigh_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoUranu_001_Name^,^Warlord Urvus^
^Co^,^Common^,^e_f04_ImmoUranu_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoGorak_001_Name^,^Grand Warlord Goraktus^
^Co^,^Common^,^e_f04_ImmoGorak_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoTeran_001_Name^,^Warlord Teranus^
^Co^,^Common^,^e_f04_ImmoTeran_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoToomb_001_Name^,^Warlord Toomba^
^Co^,^Common^,^e_f04_ImmoToomb_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoImpsu_001_Name^,^Fallen Legion Gargoyle Summoner^
^Co^,^Common^,^e_f04_ImmoImpsu_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoMagi_001_Name^,^Fallen Legion Enchantress^
^Co^,^Common^,^e_f04_ImmoMagi_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoLilis_001_Name^,^Fallen Legion Lilith^
^Co^,^Common^,^e_f04_ImmoLilis_001_NameDetail^,^^
^Co^,^Common^,^E_f04_zelna_001_Name^,^Will of Zelnaris^
^Co^,^Common^,^E_f04_zelna_001_NameDetail^,^^
^Co^,^Common^,^E_f04_zelna_002_Name^,^Remnant of Zelnaris^
^Co^,^Common^,^E_f04_zelna_002_NameDetail^,^^
^Co^,^Common^,^E_05_0_0001_0000_Name^,^Temple Gargoyle^
^Co^,^Common^,^E_05_0_0001_0000_NameDetail^,^^
^Co^,^Common^,^E_05_0_0002_0000_Name^,^Obsidian Gargoyle^
^Co^,^Common^,^E_05_0_0002_0000_NameDetail^,^^
^Co^,^Common^,^E_05_0_0003_0000_Name^,^Stone Gargoyle^
^Co^,^Common^,^E_05_0_0003_0000_NameDetail^,^^
^Co^,^Common^,^E_f04_SoulStone_001_Name^,^Fallen Legion Soul Stone^
^Co^,^Common^,^E_f04_SoulStone_001_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoKnigh_002_Name^,^Fallen Legion Knight^
^Co^,^Common^,^e_f04_ImmoKnigh_002_NameDetail^,^^
^Co^,^Common^,^e_f04_ImmoMagi_002_Name^,^Fallen Legion Enchantress^
^Co^,^Common^,^e_f04_ImmoMagi_002_NameDetail^,^^
^Co^,^Common^,^e_f04_magic_door_001_Name^,^Fallen Doorway^
^Co^,^Common^,^e_f04_magic_door_001_NameDetail^,^^
^Co^,^Common^,^SO_TEST_1_0066_Name^,^Jumawu's Black Hole^
^Co^,^Common^,^SO_TEST_1_0066_NameDetail^,^^
^Co^,^Common^,^E_D07_AmonDos_001_Name^,^Darkmage Amandos^
^Co^,^Common^,^E_D07_AmonDos_001_NameDetail^,^^
^Co^,^Common^,^E_D07_GoleHogmu_001_Name^,^Hogokut the Raider^
^Co^,^Common^,^E_D07_GoleHogmu_001_NameDetail^,^^
^Co^,^Common^,^E_D07_GoleAncgu_001_Name^,^Corrupted Golem Cannoneer^
^Co^,^Common^,^E_D07_GoleAncgu_001_NameDetail^,^^
^Co^,^Common^,^E_D07_GoleComrot_001_Name^,^Corrupted Golem Raider^
^Co^,^Common^,^E_D07_GoleComrot_001_NameDetail^,^^
^Co^,^Common^,^E_D07_GoleRot_001_Name^,^Corrupted Golem Bomber^
^Co^,^Common^,^E_D07_GoleRot_001_NameDetail^,^^
^Co^,^Common^,^E_D07_GagoTampl_01_Name^,^Bladed Gargoyle^
^Co^,^Common^,^E_D07_GagoTampl_01_NameDetail^,^^
^Co^,^Common^,^E_D07_DragCaras_001_Name^,^Great Karasha the Dark One^
^Co^,^Common^,^E_D07_DragCaras_001_NameDetail^,^^
^Co^,^Common^,^E_D07_FanaDawiz_001_Name^,^Dark Necromancer^
^Co^,^Common^,^E_D07_FanaDawiz_001_NameDetail^,^^
^Co^,^Common^,^E_D07_LightBug_001_Name^,^Luminous Insect^
^Co^,^Common^,^E_D07_LightBug_001_NameDetail^,^^
^Co^,^Common^,^E_D07_BurdGole_001_Name^,^Golem Transport Zeppelin^
^Co^,^Common^,^E_D07_BurdGole_001_NameDetail^,^^
^Co^,^Common^,^E_D07_BugsBurbo_001_Name^,^Bubo the Graverobber^
^Co^,^Common^,^E_D07_BugsBurbo_001_NameDetail^,^^
^Co^,^Common^,^E_D07_RadaEyes_001_Name^,^Dark Eye Totem^
^Co^,^Common^,^E_D07_RadaEyes_001_NameDetail^,^^
^Co^,^Common^,^E_D07_LightBug_002_Name^,^Luminous Insect^
^Co^,^Common^,^E_D07_LightBug_002_NameDetail^,^^
^Co^,^Common^,^E_D07_GagoTampl_02_Name^,^Bladed Gargoyle^
^Co^,^Common^,^E_D07_GagoTampl_02_NameDetail^,^^
^Co^,^Common^,^E_D07_GoleRot_002_Name^,^Corrupted Golem Bomber^
^Co^,^Common^,^E_D07_GoleRot_002_NameDetail^,^^
^Co^,^Common^,^E_F09_TtanTran_001_Name^,^Tranua^
^Co^,^Common^,^E_F09_TtanTran_001_NameDetail^,^^
^Co^,^Common^,^E_F09_TtanYataDC_001_Name^,^Attaius^
^Co^,^Common^,^E_F09_TtanYataDC_001_NameDetail^,^^
^Co^,^Common^,^E_C01_ChaoDawiz0_001_Name^,^Dark Mage^
^Co^,^Common^,^E_C01_ChaoDawiz0_001_NameDetail^,^^
^Co^,^Common^,^E_C01_ImmoKnigh_001_Name^,^Infernal Knight^
^Co^,^Common^,^E_C01_ImmoKnigh_001_NameDetail^,^^
^Co^,^Common^,^E_C01_ImmoSoldi_001_Name^,^Infernal^
^Co^,^Common^,^E_C01_ImmoSoldi_001_NameDetail^,^^
^Co^,^Common^,^E_C01_ImmoLilis_001_Name^,^Rena^
^Co^,^Common^,^E_C01_ImmoLilis_001_NameDetail^,^^
^Co^,^Common^,^E_C01_HuMsol_0001_Name^,^Traitorous Soldier^
^Co^,^Common^,^E_C01_HuMsol_0001_NameDetail^,^^
^Co^,^Common^,^E_C01_FanaDevco_0001_Name^,^Khabimist Mage^
^Co^,^Common^,^E_C01_FanaDevco_0001_NameDetail^,^^
^Co^,^Common^,^E_C01_CabeShura_0001_Name^,^General Russell^
^Co^,^Common^,^E_C01_CabeShura_0001_NameDetail^,^^
^Co^,^Common^,^E_C01_FanaDevco_001_Name^,^Khabim Spellweaver^
^Co^,^Common^,^E_C01_FanaDevco_001_NameDetail^,^^
^Co^,^Common^,^E_C01_FanaDevco_002_Name^,^Khabim Spellweaver^
^Co^,^Common^,^E_C01_FanaDevco_002_NameDetail^,^^
^Co^,^Common^,^E_02_0_Yataball_0001_Name^,^Great Storm Sphere^
^Co^,^Common^,^E_02_0_Yataball_0001_NameDetail^,^^
^Co^,^Common^,^E_02_0_Yataball_0002_Name^,^Storm Sphere^
^Co^,^Common^,^E_02_0_Yataball_0002_NameDetail^,^^
^Co^,^Common^,^e_p01_bonedrag_0001_Name^,^Vylet^
^Co^,^Common^,^e_p01_bonedrag_0001_NameDetail^,^Legendary Moonshade^
^Co^,^Common^,^E_P01_SkulKnight_01_Name^,^Linight Swordsman^
^Co^,^Common^,^E_P01_SkulKnight_01_NameDetail^,^Master Skeleton^
^Co^,^Common^,^E_p01_CarmDeck_02_Name^,^Deckhand First Class^
^Co^,^Common^,^E_p01_CarmDeck_02_NameDetail^,^Elite Pirate^
^Co^,^Common^,^E_p01_CarmWatch_02_Name^,^Lookout First Class^
^Co^,^Common^,^E_p01_CarmWatch_02_NameDetail^,^Elite Pirate^
^Co^,^Common^,^E_p01_CarmTreas_02_Name^,^Defender First Class^
^Co^,^Common^,^E_p01_CarmTreas_02_NameDetail^,^Elite Pirate^
^Co^,^Common^,^E_p01_GhostE_01_Name^,^Ghost Acolyte^
^Co^,^Common^,^E_p01_GhostE_01_NameDetail^,^Khabim Main Hall^
^Co^,^Common^,^E_p01_GhostH_01_Name^,^Ghost Cultist^
^Co^,^Common^,^E_p01_GhostH_01_NameDetail^,^Khabim Main Hall^
^Co^,^Common^,^E_p01_MwerJack_02_Name^,^Jack the Hunter^
^Co^,^Common^,^E_p01_MwerJack_02_NameDetail^,^Werewolf King^
^Co^,^Common^,^E_p01_FanaStones_02_Name^,^Clakey the Eldest^
^Co^,^Common^,^E_p01_FanaStones_02_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_FanaStone_02_Name^,^Master Defender First Class^
^Co^,^Common^,^E_p01_FanaStone_02_NameDetail^,^Elite Pirate^
^Co^,^Common^,^E_P01_liger_0002_Name^,^Terrible Pyludd^
^Co^,^Common^,^E_P01_liger_0002_NameDetail^,^Fierce Guardian^
^Co^,^Common^,^E_p01_Megantes_002_Name^,^Nightmare Megantes^
^Co^,^Common^,^E_p01_Megantes_002_NameDetail^,^Mt. Matren Guardian^
^Co^,^Common^,^e_p01_bonedrag_0002_Name^,^Abyssal Vylet^
^Co^,^Common^,^e_p01_bonedrag_0002_NameDetail^,^Legendary Moonshade^
^Co^,^Common^,^E_P01_megan_0001_Name^,^Megantes^
^Co^,^Common^,^E_P01_megan_0001_NameDetail^,^Mt. Matren Guardian^
^Co^,^Common^,^E_P01_afohorse_0001_Name^,^Profane Apocalypse^
^Co^,^Common^,^E_P01_afohorse_0001_NameDetail^,^Crimsonreach Steed^
^Co^,^Common^,^E_P01_Devildog_0001_Name^,^Hellhound^
^Co^,^Common^,^E_P01_Devildog_0001_NameDetail^,^Megantes' Hound^
^Co^,^Common^,^E_d01_VampCook_01_Name^,^Bloodthirsty Chef^
^Co^,^Common^,^E_d01_VampCook_01_NameDetail^,^^
^Co^,^Common^,^E_P01_Etrule_0002_Name^,^Rage^
^Co^,^Common^,^E_P01_Etrule_0002_NameDetail^,^Bloodmoon Lake^
^Co^,^Common^,^E_p01_Etrule_0001_name^,^Contaminated Turtle^
^Co^,^Common^,^E_p01_Etrule_0001_NameDetail^,^Bloodmoon Lake^
^Co^,^Common^,^E_p01_hound_0001_name^,^Cursed Hound^
^Co^,^Common^,^E_p01_hound_0001_NameDetail^,^^
^Co^,^Common^,^E_p01_Black_0002_name^,^Ingid^
^Co^,^Common^,^E_p01_Black_0002_NameDetail^,^Moonshade Dragon^
^Co^,^Common^,^E_p01_cripan_0001_name^,^Creon the Gray^
^Co^,^Common^,^E_p01_cripan_0001_NameDetail^,^Fierce Falcon^
^Co^,^Common^,^E_P01_liger_0001_Name^,^Pyludd^
^Co^,^Common^,^E_P01_liger_0001_NameDetail^,^Fierce Guardian^
^Co^,^Common^,^E_p01_hound_0002_name^,^Grudd^
^Co^,^Common^,^E_p01_hound_0002_NameDetail^,^^
^Co^,^Common^,^E_F04_Pegasus_002_Name^,^Nightmare^
^Co^,^Common^,^E_F04_Pegasus_002_NameDetail^,^^
^Co^,^Common^,^E_p01_Rhisau_001_Name^,^Black Baranous^
^Co^,^Common^,^E_p01_Rhisau_001_NameDetail^,^Coastal Saorous^
^Co^,^Common^,^E_p01_Rhisau_002_Name^,^Sonos^
^Co^,^Common^,^E_p01_Rhisau_002_NameDetail^,^Coastal Saorous^
^Co^,^Common^,^E_P01_Yfirebird_0002_Name^,^Nivah^
^Co^,^Common^,^E_P01_Yfirebird_0002_NameDetail^,^Fierce Falcon^
^Co^,^Common^,^E_p01_cripan_0002_Name^,^Abritus^
^Co^,^Common^,^E_p01_cripan_0002_NameDetail^,^Fierce Falcon^
^Co^,^Common^,^E_p01_MwerAttack_01_Name^,^Marauder^
^Co^,^Common^,^E_p01_MwerAttack_01_NameDetail^,^Werewolf^
^Co^,^Common^,^E_p01_WwerAssas_01_Name^,^Assassin^
^Co^,^Common^,^E_p01_WwerAssas_01_NameDetail^,^Werewolf^
^Co^,^Common^,^E_p01_MwerModif_01_Name^,^Transformed Man^
^Co^,^Common^,^E_p01_MwerModif_01_NameDetail^,^Werewolf^
^Co^,^Common^,^E_p01_WwerModif_01_Name^,^Transformed Woman^
^Co^,^Common^,^E_p01_WwerModif_01_NameDetail^,^Werewolf^
^Co^,^Common^,^E_p01_MwerAttack_02_Name^,^Marauder^
^Co^,^Common^,^E_p01_MwerAttack_02_NameDetail^,^Enhanced Werewolf^
^Co^,^Common^,^E_p01_WwerAssas_02_Name^,^Assassin^
^Co^,^Common^,^E_p01_WwerAssas_02_NameDetail^,^Enhanced Werewolf^
^Co^,^Common^,^E_p01_MwerModif_02_Name^,^Transformed Man^
^Co^,^Common^,^E_p01_MwerModif_02_NameDetail^,^Enhanced Werewolf^
^Co^,^Common^,^E_p01_WwerModif_02_Name^,^Transformed Woman^
^Co^,^Common^,^E_p01_WwerModif_02_NameDetail^,^Enhanced Werewolf^
^Co^,^Common^,^E_p01_FanaStones_01_Name^,^Clakey the Elder^
^Co^,^Common^,^E_p01_FanaStones_01_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_FanaTony_01_Name^,^Clakey the Younger^
^Co^,^Common^,^E_p01_FanaTony_01_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_CarmBoatm_01_Name^,^Clakey the Youngest^
^Co^,^Common^,^E_p01_CarmBoatm_01_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_FanaRecon_01_Name^,^Scout^
^Co^,^Common^,^E_p01_FanaRecon_01_NameDetail^,^Khabimist^
^Co^,^Common^,^E_p01_FanaTroop_01_Name^,^Skirmisher^
^Co^,^Common^,^E_p01_FanaTroop_01_NameDetail^,^Khabimist^
^Co^,^Common^,^E_p01_CarmBeard_01_Name^,^Runner^
^Co^,^Common^,^E_p01_CarmBeard_01_NameDetail^,^Khabimist^
^Co^,^Common^,^E_p01_FanaDevco_01_Name^,^Warlock^
^Co^,^Common^,^E_p01_FanaDevco_01_NameDetail^,^Khabimist^
^Co^,^Common^,^E_p01_FanaMidget_01_Name^,^Abomination^
^Co^,^Common^,^E_p01_FanaMidget_01_NameDetail^,^Khabimist^
^Co^,^Common^,^E_p01_FanaSniper_01_Name^,^Marksmen^
^Co^,^Common^,^E_p01_FanaSniper_01_NameDetail^,^Khabimist^
^Co^,^Common^,^E_p01_FanaRecon_02_Name^,^Scout^
^Co^,^Common^,^E_p01_FanaRecon_02_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_FanaTroop_02_Name^,^Skirmisher^
^Co^,^Common^,^E_p01_FanaTroop_02_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_CarmBeard_02_Name^,^Runner^
^Co^,^Common^,^E_p01_CarmBeard_02_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_FanaDevco_02_Name^,^Warlock^
^Co^,^Common^,^E_p01_FanaDevco_02_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_FanaMidget_02_Name^,^Abomination^
^Co^,^Common^,^E_p01_FanaMidget_02_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_FanaSniper_02_Name^,^Marksman^
^Co^,^Common^,^E_p01_FanaSniper_02_NameDetail^,^Khabim Brotherhood^
^Co^,^Common^,^E_p01_MwerJack_01_Name^,^Exarahn Jack^
^Co^,^Common^,^E_p01_MwerJack_01_NameDetail^,^Werewolf King^
^Co^,^Common^,^E_p01_WolfWild_01_Name^,^Exarahn Wolf^
^Co^,^Common^,^E_p01_WolfWild_01_NameDetail^,^Werewolf King's Pet^
^Co^,^Common^,^E_p01_CabeAshu_01_Name^,^Linight Knight^
^Co^,^Common^,^E_p01_CabeAshu_01_NameDetail^,^Master Skeleton^
^Co^,^Common^,^E_p01_CarmDeck_01_Name^,^Deckhand^
^Co^,^Common^,^E_p01_CarmDeck_01_NameDetail^,^Pirate^
^Co^,^Common^,^E_p01_CarmWatch_01_Name^,^Scout^
^Co^,^Common^,^E_p01_CarmWatch_01_NameDetail^,^Pirate^
^Co^,^Common^,^E_p01_CarmTreas_01_Name^,^Heavy Infantry^
^Co^,^Common^,^E_p01_CarmTreas_01_NameDetail^,^Pirate^
^Co^,^Common^,^E_p01_FanaStone_01_Name^,^Octopus Trainer^
^Co^,^Common^,^E_p01_FanaStone_01_NameDetail^,^Elite Pirate^
^Co^,^Common^,^E_p01_OctoRocko_01_Name^,^Rock Octopus^
^Co^,^Common^,^E_p01_OctoRocko_01_NameDetail^,^^
^Co^,^Common^,^E_p01_SkulBlakn_01_Name^,^Linight Warrior^
^Co^,^Common^,^E_p01_SkulBlakn_01_NameDetail^,^Master Skeleton^
^Co^,^Common^,^E_p01_SkulBlarc_01_Name^,^Linight Archer^
^Co^,^Common^,^E_p01_SkulBlarc_01_NameDetail^,^Master Skeleton^
^Co^,^Common^,^E_p01_SkulBlaso_01_Name^,^Infantry^
^Co^,^Common^,^E_p01_SkulBlaso_01_NameDetail^,^Skeleton^
^Co^,^Common^,^E_p01_SkulBlarc_02_Name^,^Archer^
^Co^,^Common^,^E_p01_SkulBlarc_02_NameDetail^,^Skeleton^
^Co^,^Common^,^E_p01_HorsWind_001_Name^,^Dark Horse^
^Co^,^Common^,^E_p01_HorsWind_001_NameDetail^,^Linight Steed^
^Co^,^Common^,^E_p01_SkulBlaso_03_Name^,^Ricardo^
^Co^,^Common^,^E_p01_SkulBlaso_03_NameDetail^,^Skeleton^
^Co^,^Common^,^E_p01_dark_ex_01_Name^,^Corrupted Exarium^
^Co^,^Common^,^E_p01_dark_ex_01_NameDetail^,^^
^Co^,^Common^,^E_P01_Dragdark_0001_Name^,^Black Frost Wyvern^
^Co^,^Common^,^E_P01_Dragdark_0001_NameDetail^,^^
^Co^,^Common^,^E_P01_Seahors_0001_Name^,^Voidbeast Drauph^
^Co^,^Common^,^E_P01_Seahors_0001_NameDetail^,^^
^Co^,^Common^,^E_P01_Yfirebird_0001_Name^,^Gray Phoenix Hatchling^
^Co^,^Common^,^E_P01_Yfirebird_0001_NameDetail^,^Fierce Falcon^
^Co^,^Common^,^E_p01_Black_0001_name^,^Dark Carbonous^
^Co^,^Common^,^E_p01_Black_0001_NameDetail^,^Moonshade Dragon^
^Co^,^Common^,^E_d00_0_RabMer_0001_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d00_0_RabMer_0001_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d01_0_RabMer_0001_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d01_0_RabMer_0001_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d02_0_RabMer_0001_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d02_0_RabMer_0001_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d00_0_RabMer_0002_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d00_0_RabMer_0002_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d01_0_RabMer_0002_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d01_0_RabMer_0002_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d02_0_RabMer_0002_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d02_0_RabMer_0002_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d03_0_RabMer_0001_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d03_0_RabMer_0001_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d03_0_RabMer_0002_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d03_0_RabMer_0002_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d04_0_RabMer_0001_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d04_0_RabMer_0001_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d04_0_RabMer_0002_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d04_0_RabMer_0002_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d22_0_RabMer_0001_name^,^Roberto Rabbini^
^Co^,^Common^,^E_d22_0_RabMer_0001_NameDetail^,^Treasure Collector^
^Co^,^Common^,^E_d22_0_RabMer_0002_name^,^Relic Collector Roberto^
^Co^,^Common^,^E_d22_0_RabMer_0002_NameDetail^,^^
^Co^,^Common^,^IN_RabMerpum_0_001_name^,^Roberto Pumpkin^
^Co^,^Common^,^IN_RabMerpum_0_001_NameDetail^,^Transformed Roberto^
^Co^,^Common^,^E_p01_BlackBaby_0001_name^,^Ebema^
^Co^,^Common^,^E_p01_BlackBaby_0001_NameDetail^,^Moonshade Hatchling^
^Co^,^Common^,^E_p01_BlackBaby_0002_name^,^Ura^
^Co^,^Common^,^E_p01_BlackBaby_0002_NameDetail^,^Moonshade Hatchling^
^Co^,^Common^,^E_Event_0001_name^,^Dark Knight Ashuram^
^Co^,^Common^,^E_Event_0001_NameDetail^,^^
^Co^,^Common^,^E_Event_0002_name^,^Draku^
^Co^,^Common^,^E_Event_0002_NameDetail^,^^
^Co^,^Common^,^E_Event_0003_name^,^Dainok^
