t_type,t_typename,t_key,t_eng
^map_f02^,^Hakanas Highlands^,^km_0_1_0004_Request_Text^,^Say, are you the one going to the count's manor? Maybe you could do me a favor. The count's butler, Gustav, has a kitchen knife of the finest quality. It's a better blade than most swords you'll find.^
^map_f02^,^Hakanas Highlands^,^km_0_1_0004_Request_Text_attach_0^,^<br><br>Right now, that knife is being used to hurt people and I just can't abide the thought of it! Take that knife back. It should be in good hands.^
^map_f02^,^Hakanas Highlands^,^km_0_1_0004_Accepted_Text^,^The tools a man uses deserve respect.^
^map_f02^,^Hakanas Highlands^,^km_0_1_0004_Ongoing_Text^,^Retrieve Gustav's kitchen knife.^
^map_f02^,^Hakanas Highlands^,^km_0_1_0004_Complete_Text^,^This. This is a piece of craftsmanship. Thank you for your help. I'll make sure this ends up in the right hands.^
^map_f02^,^Hakanas Highlands^,^km_0_1_0005_Title^,^[Elite] Sweet Release^
^map_f02^,^Hakanas Highlands^,^km_0_1_0005_RewarderDesc^,^Sir Leto^
^map_f02^,^Hakanas Highlands^,^km_0_1_0005_Request_Text^,^Just about everyone here's been turned into one of those blood-sucking freaks. I can't just stand by and let them disgrace this noble manor. Will you help me put an end to those abominations?^
^map_f02^,^Hakanas Highlands^,^km_0_1_0005_Accepted_Text^,^We can't rest until every last vampire is dead.^
^map_f02^,^Hakanas Highlands^,^km_0_1_0005_Ongoing_Text^,^Just about everyone here's been turned into one of those blood-sucking freaks. I can't just stand by and let them disgrace this noble manor. Will you help me put an end to those abominations?^
^map_f02^,^Hakanas Highlands^,^km_0_1_0005_Complete_Text^,^Thank you for doing what needed to be done. This is a cruel world we live in. ^
^map_f02^,^Hakanas Highlands^,^km_0_1_0006_Title^,^The Wandering Dead^
^map_f02^,^Hakanas Highlands^,^km_0_1_0006_RewarderDesc^,^Sir Leto^
^map_f02^,^Hakanas Highlands^,^km_0_1_0006_Request_Text^,^I guess old habits die hard. Most of the guards who used to patrol the manor are still on their routes, even after being drained of their lives. Please put them to rest and bring me their filthy fangs as proof.^
^map_f02^,^Hakanas Highlands^,^km_0_1_0006_Request_Text_attach_0^,^<br><br>I've heard that the royal magicians have been studying the fangs for magical properties. Maybe one day, they'll figure out how to eradicate the abomniations entirely. Besides, none of those honorable soldiers should have to be buried with marks of the curse in their mouths. ^
^map_f02^,^Hakanas Highlands^,^km_0_1_0006_Accepted_Text^,^I used to serve alongside these men...^
^map_f02^,^Hakanas Highlands^,^km_0_1_0006_Ongoing_Text^,^I've heard that the royal magicians have been studying the fangs for magical properties. Maybe one day, they'll figure out how to eradicate the abomniations entirely. Besides, none of those honorable soldiers should have to be buried with marks of the curse in their mouths. ^
^map_f02^,^Hakanas Highlands^,^km_0_1_0006_Complete_Text^,^You've done well. ^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0001_Title^,^The Cold Mines^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0001_RewarderDesc^,^Zeloth^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0001_Request_Text^,^There's a mining town to the north where Salant once lived. It's a quaint place, unremarkable, save for one fact. It is where Salant first discovered his lineage.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0001_Request_Text_attach_0^,^<br><br>It must still hold some significance to him. He sent an army of yetis to claim it as his own. One of Crow's boys, Zeloth, should be there already. I think you should help him investigate the situation.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0001_Accepted_Text^,^Find Zeloth of the Onyx Order. ^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0001_Ongoing_Text^,^Talk to Zeloth who is waiting outside Matren.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0001_Complete_Text^,^[UserName]? Crow told me you were coming. Our attack plan is ready, but it will require someone with exceptional combat prowess. I hope you're up for it.^
^Un^,^Unused^,^fr_0_1_0002_Title^,^Memories of the Dark^
^Un^,^Unused^,^fr_0_1_0002_RewarderDesc^,^Zeloth^
^Un^,^Unused^,^fr_0_1_0002_Request_Text^,^The original plan was for the Onyx Order to clear this place up so that we could learn more about Salant's history. However, we didn't anticipate just how many yetis would be lingering in the area. Between them and the Khabim Brotherhood, we didn't have enough manpower to complete the operation.<br><br>^
^Un^,^Unused^,^fr_0_1_0002_Request_Text_attach_0^,^I managed to install four magic stones in the area to capture latent memory, but I had to retreat before I activated them. You'll need to start them up, then use this memory scribe in Salant's old house. You do that, and we'll know everything that Salant remembered here.<br><br>I trust you'll be quick.^
^Un^,^Unused^,^fr_0_1_0002_Accepted_Text^,^Move. We need to unravel Salant's plans before he knows enough to change them.^
^Un^,^Unused^,^fr_0_1_0002_Ongoing_Text^,^There are four magic stones in town. Activate them and use this memory scribe in Salant's old home.<br><br>All of his memories will be stored inside.^
^Un^,^Unused^,^fr_0_1_0002_Complete_Text^,^I'll get this information back to Crow right away. Maybe something in here will help us put a stop to Salant's evil crusade.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0003_Title^,^Too Many Yetis^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0003_RewarderDesc^,^Zeloth^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0003_Request_Text^,^Matren holds little tactical advantage, but it's important to Salant. He must remember his life here before, as a human. What else would explain the excess of guards and yetis?^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0003_Request_Text_attach_0^,^<br><br>The only way we're going to get into the mines is to wipe his forces out. ^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0003_Accepted_Text^,^Defeat the yetis around Matren.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0003_Ongoing_Text^,^Matren holds little tactical advantage, but it's important to Salant. He must remember his life here before, as a human. What else would explain the excess of guards and yetis?<br><br>The only way we're going to get into the mines is to wipe his forces out. ^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0003_Complete_Text^,^You've done well.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0004_Title^,^Fur and Steel^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0004_RewarderDesc^,^Bentley^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0004_Request_Text^,^Hey, if you're braving Matren, do you think you could do us a favor? Those yetis keep plenty warm in this weather while our soldiers shiver to the bone. ^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0004_Request_Text_attach_0^,^<br><br>Maybe you liberate a few of their pelts and maybe I liberate a bit of coin for you. What do you say?^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0004_Accepted_Text^,^Be careful out there.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0004_Ongoing_Text^,^Let's see those pelts, eh? I'll make it worth your while.^
^map_f02^,^Hakanas Highlands^,^fr_0_1_0004_Complete_Text^,^Ugh...Did you skin them in the latrine? They smell worse than they look! No matter. I've got some tanning to do and I'd guess you're busy enough without my troubles. Thanks, on behalf of the boys.^
^Un^,^Unused^,^fr_0_1_0005_Title^,^Clearing a Path^
^Un^,^Unused^,^fr_0_1_0005_RewarderDesc^,^Zeloth^
