t_type,t_typename,t_key,t_eng
^Co^,^Common^,^ui_arena_rank^,^Rank Order^
^Co^,^Common^,^ui_gameoption_fishingmsg_onoff^,^Display Extra Large Fish Acquisition Messages^
^Co^,^Common^,^ui_tooltip_set_fishingmsg_onoff^,^When someone else reels in an Extra Large Fish, a message will be displayed in the Chat Log.^
^Co^,^Common^,^FeBuff015^,^Turimnan Journey Begins^
^Co^,^Common^,^FeBuff016^,^Fit as a Fiddle^
^Co^,^Common^,^FeBuff017^,^Guiding Light^
^Co^,^Common^,^FeBuff018^,^Astronomical Intelligence^
^Co^,^Common^,^FeBuff019^,^Astronomical Strength^
^Co^,^Common^,^FeBuff015desc^,^Taming Chance +5%, Obtained Character EXP +10% (2 Hour)^
^Co^,^Common^,^FeBuff016desc^,^Health absorption chance +3%, Health absorption efficiency +1%, Health +10% (2 Hour)^
^Co^,^Common^,^FeBuff017desc^,^Overall Attack +15%, Overall Defense +15% (2 Hour)^
^Co^,^Common^,^FeBuff018desc^,^Overall Attack +15%, Intelligence +150 (2 Hour)^
^Co^,^Common^,^FeBuff019desc^,^Overall Attack +15%, Strength +150 (2 Hour)^
^Co^,^Common^,^FeBuff015_desc^,^Turimnan Debuff Immunity (2 Hour)^
^Co^,^Common^,^FeBuff016_desc^,^Health absorption chance +3%, Health absorption efficiency +1%, Health +10% (2 Hour)^
^Co^,^Common^,^FeBuff017_desc^,^Overall Attack +15%, Overall Defense +15% (2 Hour)^
^Co^,^Common^,^FeBuff018_desc^,^Overall Attack +15%, Intelligence +150 (2 Hour)^
^Co^,^Common^,^FeBuff019_desc^,^Overall Attack +15%, Strength +150 (2 Hour)^
^Co^,^Common^,^ui_partyboard_list_hidetext^,^The list is not displayed when a Ranked Match is in session.^
^Co^,^Common^,^ui_mentoring_mentor^,^Mentor^
^Co^,^Common^,^ui_mentoring_mentee^,^Protege^
^Co^,^Common^,^ui_friendlist_friendlist_relation^,^Relationship^
^Co^,^Common^,^ui_graduate_mentee^,^Graduated Protege^
^Co^,^Common^,^ui_possess_mentee^,^Current Proteges^
^Co^,^Common^,^ui_mentoring_reward_btn^,^Rewards^
^Co^,^Common^,^ui_mentoring_graduation_btn^,^Request Graduation^
^Co^,^Common^,^ui_last_login^,^Latest Login^
^Co^,^Common^,^ui_gameoption_requestmentoring_msg_onoff^,^Display Mentoring Requests^
^Co^,^Common^,^ui_tooltip_set_requestmentoring_msg_onoff^,^When selected, displays the mentoring request messages you receive in your chat window.^
^Co^,^Common^,^ui_title_mentoring_manage^,^Mentoring Management^
^Co^,^Common^,^ui_mentee_manage^,^Mentoring Management^
^Co^,^Common^,^ui_mentor_manage^,^Mentoring Management^
^Co^,^Common^,^ui_mentee_guide_title^,^Protege Guide^
^Co^,^Common^,^ui_mentor_guide_title^,^Mentor Guide^
^Co^,^Common^,^ui_mentee_guide_desc^,^1. You can only have one mentor.
2. When you end a mentoring relationship, you must wait 24 hours before you can request another.
3. The accept/request waiting list can be checked from the Mentoring Management window.
4. You can find mentors more easily by using the Recommended Mentors function.
5. Level-up rewards are sent to Ellora's Storage.
6. Cross-Server characters can't use mentoring-related functions.^
^Co^,^Common^,^ui_mentor_guide_desc^,^1. You can have up to 3 proteges.
2. When you end a mentoring relationship, you must wait 24 hours before you can request another.
3. The accept/request pending list can be checked from the Mentoring Management window.
4. You can find proteges more easily by using the Recommended Proteges function.
5. Level-up rewards are sent to Ellora's Storage.
6. Cross-Servers characters can't use mentoring-related functions.^
^Co^,^Common^,^ui_desc_mentoring_approve_graduation^,^Do you want to approve your protege's graduation?<br><br><G_Y>(The mentoring relationship will be terminated.)</G_Y>^
^Co^,^Common^,^ui_tab_mentoring_recommend_mentor^,^Recommended Mentors^
^Co^,^Common^,^ui_tab_mentoring_recommend_mentee^,^Recommended Proteges^
^Co^,^Common^,^ui_accept_hold_on^,^Approval Pending^
^Co^,^Common^,^ui_request_hold_on^,^Request Pending^
^Co^,^Common^,^ui_mentoring_refresh_btn^,^Refresh^
^Co^,^Common^,^ui_hours_ago^,^<UI_G>hour(s) before</UI_G>^
^Co^,^Common^,^ui_minutes_ago^,^<UI_G>minute(s) before</UI_G>^
^Co^,^Common^,^ui_mentoring_request_cancel^,^Cancel Request^
^Co^,^Common^,^ui_graduaion_hold_on^,^Graduation Pending^
^Co^,^Common^,^ui_btn_graduation_ok^,^Approve Graduation^
^Co^,^Common^,^remain_approve_time^,^Time Left for Approval^
^Co^,^Common^,^ui_succes_appraisal^,^Success^
^Co^,^Common^,^ui_failure_appraisal^,^Failed^
^Co^,^Common^,^ui_desc_mentoring_request_summon^,^Do you want to request a summons?^
^Co^,^Common^,^ui_title_arena_lobby_move^,^Move Battlefield^
^Co^,^Common^,^ui_tab_mentoring_release^,^Terminate Mentoring^
^Co^,^Common^,^ui_tab_mentoring_suggest_graduation^,^Approve Graduation^
^Co^,^Common^,^ui_mentoring_guide_title^,^Mentoring Guide^
^Co^,^Common^,^ui_mentoring_guide_desc^,^You can use the mentoring system beginning at Lv. 10.^
^Co^,^Common^,^ui_title_mentoring_request_graduate^,^Request Graduation^
^Co^,^Common^,^na_premium^,^Premium^
^Co^,^Common^,^ui_cashshop_listdesc_na_premium^,^Premium Service can be purchased in this shop.^
^Co^,^Common^,^ui_aprecovery_premiumservice^,^Premium Free Recovery^
^Co^,^Common^,^ui_premium_move_inventory^,^This item cannot be refunded once it is moved to your inventory.<br>Premium Service items are also used automatically when they are moved to your inventory.<br>Do you want to continue?^
^Co^,^Common^,^premiumservice_remaintime^,^Premium Service Time Left^
^Co^,^Common^,^dailysupplies_remaintime^,^If you've already received elluns, you can get more after 04:00 AM the following day.^
^Co^,^Common^,^premiumservice_title^,^Premium Service Perks^
^Co^,^Common^,^premiumservice_active^,^ 1. 5 Spins at the Premium Roulette per day; 1 spin will be given every 30 minutes.
 2. A Premium Buff
   Overall Attack +10%
   Overall Defense +10%
   Health +10%
   Rare Drop Chance +20%
   Obtained Character EXP +30%
 3. Special Premium Title
 4. Transit Shrine Pass^
^Co^,^Common^,^premiumservice_deactive^,^You are not using the Premium Service.<br><Y_Y>Click the icon to go to the Premium Service purchasing screen.</Y_Y>^
^Co^,^Common^,^ui_ousidestorage_reward_sub_default^,^Event Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_gmpayment^,^Event Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_gmevent^,^Event Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_timeevent^,^Log-in Event Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_pccafepayment^,^Log-in Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_coupon^,^Website Coupon Entry Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_achievementsreward^,^Achievement Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_levelup^,^Level-up Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_mentoringlevelup^,^Mentoring Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_fellowfarmcoin^,^Familiar Farm Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_mapItempayemnt^,^Entry Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_infiniteranking^,^Ellora's Spire Ranking Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_pkranking^,^Duel Ranking Reward^
^Co^,^Common^,^ui_ousidestorage_reward_sub_battlefieldranking^,^Battlefield Ranking Reward^
^Co^,^Common^,^ui_tooltip_rankarena_desc^,^When selected, you can move to the Battlefield Lobby.<br>You can't use this in the Battlefield Lobby.^
^Co^,^Common^,^shop_tab_box_magician^,^Magician^
^Co^,^Common^,^ui_lobbycharcreate_explain_origin_magician_1^,^The Magician draws on the chaos within herself, using her ancient magical knowledge to transform it into powerful energy. Once gathered, she uses it to restrain her unlucky foes and unleashes a devastating attack.^
^Co^,^Common^,^ui_lobbycharcreate_explain_difficulty_magician^,^Her chaotic nature, an internal struggle between light and ruin, fuels her ability to restrain and damage enemies. Only adventurers possessing great strength of will can hope to balance and wield such awesome power for extended battles.^
^Co^,^Common^,^ui_customize_class_magician^,^Magician^
^Co^,^Common^,^lobby_createmagician_btn^,^Magician Pre-creation^
^Co^,^Common^,^ui_premium_dailysupplies_remaintime_desc^,^ <O_Y>Elluns are destroyed if you don't claim them before the end of day reset time, and perks can be used during the time of service.</O_Y>^
^Co^,^Common^,^ui_mentoring_guide_integration_title^,^Mentoring Guide^
^Co^,^Common^,^ui_mentoring_guide_integration_desc^,^1. Functions related to the mentoring system can't be used on Cross-Servers (Dungeon, Lobby).
2. When mentors/proteges are both on a Cross-Server, a mentoring buff is applied.^
^Co^,^Common^,^ui_ousidestorage_reward_sub_ruby^,^Ellun Product Purchase^
^Co^,^Common^,^ui_mentoring_notice_desc^,^You have a mentoring request.<br>Do you want to check it right now?^
^Co^,^Common^,^ui_fellowgrow_finish_pccoingold^,^Do you want to retrieve your familiar?<br>You can pay the retrieval fee in gold.^
^Co^,^Common^,^ui_fellowgrow_finish_pccoinrubygold^,^Do you want to retrieve your familiar?<br>You can pay the retrieval fee with gold or elluns.^
^Co^,^Common^,^ui_fellowgrow_pcroombtn^,^Coin Retrieval^
^Co^,^Common^,^ui_cash100418^,^Pmang Cash^
^Co^,^Common^,^ui_fellowlist_evolve^,^Evolution^
^Co^,^Common^,^ui_btn_fellow_evolve^,^Evolve^
^Co^,^Common^,^ui_btn_fellow_reevolve^,^Re-evolve^
^Co^,^Common^,^ui_fellow_evlove_addfellow^,^Register a familiar you would like to evolve.^
^Co^,^Common^,^ui_fellow_evlovelist_btn_notice^,^Familiars that can be evolved can be checked<br>using the button at the top.^
^Co^,^Common^,^ui_fellow_evlove_success^,^The evolution was successful.^
^Co^,^Common^,^ui_fellow_evlove_fail^,^The evolution failed.^
^Co^,^Common^,^ui_fellow_evlove_grade^,^Evolution Rank^
^Co^,^Common^,^ui_fellow_evlove_cost^,^Evolution Cost^
^Co^,^Common^,^ui_fellow_evlove_fail_warning^,^Some familiars will be destroyed if the evolution fails.^
^Co^,^Common^,^ui_fellow_evlove_ruby_protect^,^Reduce the chances of some materials being destroyed.^
^Co^,^Common^,^ui_fellow_evolve_possible^,^Evolvable Familiars^
^Co^,^Common^,^ui_fellow_evolve_info^,^Evolution Details^
^Co^,^Common^,^ui_fellow_evolve_detail_desc^,^You can check Evolution details by clicking on the familiar's icon.^
^Co^,^Common^,^ui_fellow_evolve_acquire^,^Obtain Familiar^
^Co^,^Common^,^ui_fellow_evolve_maxlevel^,^Maximum Level^
^Co^,^Common^,^ui_fellow_evolve_cant_evolve_desc^,^Evolution is not possible for this rank.^
^Co^,^Common^,^fellow_cash^,^Common Familiar^
^Co^,^Common^,^fellow_c01^,^Familiar Mount^
^Co^,^Common^,^ui_fellow_evolve_impossible^,^Evolution is not possible for this rank.^
^Co^,^Common^,^ui_fellow_evlove_ruby_protect_desc^,^When evolution using elluns fails, only a maximum of 1 familiar will be destroyed.^
^Co^,^Common^,^ui_leftcard_open_enable^,^Available to Open Count^
^Co^,^Common^,^ui_mulrandom_more^,^Draw One More Time^
^Co^,^Common^,^ui_mulrandom_close^,^Close^
^Co^,^Common^,^ui_mulrandom_auto^,^Auto-select^
^Co^,^Common^,^ui_item_grow^,^Item Smithy^
^Co^,^Common^,^ui_levelup_btn_ok^,^Level-up^
^Co^,^Common^,^ui_levelup_Btn_mass_enrollment^,^Batch Register^
^Co^,^Common^,^all_item_grade^,^All^
^Co^,^Common^,^hero_item_grade^,^Below Heroic^
^Co^,^Common^,^rare_item_grade^,^Below Elite^
^Co^,^Common^,^normal_item_grade^,^Below Normal^
^Co^,^Common^,^ui_item_levelup_desc^,^Insert the equipment you want to level-up.<br><font color="#8d9a8e">The higher the equipment level is, the more the performance will improve.</font>^
^Co^,^Common^,^ui_item_reinforce^,^Tempering Equipment^
^Co^,^Common^,^ui_select_reinforcestone^,^Please select a Tempering Stone.^
^Co^,^Common^,^ui_target_item_max_level^,^It has reached maximum Tempering.^
^Co^,^Common^,^ui_insert_target_item^,^Please insert the target item.^
^Co^,^Common^,^ui_renew_reinforce_btnok^,^Tempering Equipment^
^Co^,^Common^,^ui_premium_cant_move_inventory^,^You cannot claim more than<br>2 Premium Service items at one time.^
^Co^,^Common^,^ui_ancient_skill^,^Weapon Awakening Skill^
^Co^,^Common^,^ui_clear_floor2^,^Hastan Training Grounds Highest Room Cleared^
^Co^,^Common^,^ui_infinite_ranking_clear_floor2^,^The clearing standard is eliminating the key monsters.^
^Co^,^Common^,^ui_infinitetower_result_title^,^Ellora's Spire Results^
^Co^,^Common^,^ui_hastantraing_result_title^,^Hastan Training Grounds Results^
^Co^,^Common^,^pet_c01^,^Pet - Common^
^Co^,^Common^,^ui_gameoption_item_sysmsg^,^Displays Item Acquisition Messages^
^Co^,^Common^,^ui_gameoption_fellow_sysmsg^,^Displays Familiar Taming Messages^
^Co^,^Common^,^ui_itemcompose_title^,^Equipment Fusion^
^Co^,^Common^,^ui_itemcompose_gold_title^,^Cost^
^Co^,^Common^,^ui_itemcompose_insert_mainslot^,^Please insert the primary materials.^
^Co^,^Common^,^ui_itemcompose_insert_subslot^,^Please insert additional materials.^
^Co^,^Common^,^ui_composeinfodesc_desc^,^The Temper values and attribute categories remain the same for the primary materials.^
^Co^,^Common^,^ui_title_itemcompose^,^Acquired Item^
^Co^,^Common^,^ui_option_count^,^Attribute Count^
^Co^,^Common^,^ui_slot_count^,^Slot Count^
^Co^,^Common^,^ui_item_count^,^Count^
^Co^,^Common^,^ui_itemreforge_title^,^Refine Equipment^
^Co^,^Common^,^ui_itemreforge_gold_title^,^Cost^
^Co^,^Common^,^ui_itemreforge_insert_mainslot^,^Please insert the primary materials.^
^Co^,^Common^,^ui_itemreforge_insert_subslot^,^Please insert additional materials.^
^Co^,^Common^,^ui_reforgeinfodesc_desc^,^The Temper values and attribute categories remain the same for the primary materials.^
^Co^,^Common^,^ui_title_itemreforge^,^Acquired Item^
^Co^,^Common^,^uncommon_item_grade^,^Below Rare^
^Co^,^Common^,^ui_item_gradeup_title^,^Item Upgrade^
^Co^,^Common^,^ui_item_gradeup_desc^,^Insert the equipment to upgrade.<br><font color="#8d9a8e">You can improve your chances to het a high-quality item by using an Upgrade Stone.</font>^
^Co^,^Common^,^ui_item_gradeup_sub_desc^,^Weapon Upgrade Stone^
^Co^,^Common^,^item_gradeup_result^,^Upgrade Results^
^Co^,^Common^,^item_gradeup^,^Upgrade^
^Co^,^Common^,^random_option_count^,^Attribute Count^
^Co^,^Common^,^sealed_fellow_slot_count^,^Seal Stone Slot^
^Co^,^Common^,^ui_grade_up_ok^,^Upgrade^
^Co^,^Common^,^ui_reinforce_needgold^,^Cost^
^Co^,^Common^,^ui_reinforce_destroy^,^DESTROY^
^Co^,^Common^,^ui_reinforce_reset^,^RESET^
^Co^,^Common^,^ui_reinforce_fail^,^FAIL^
^Co^,^Common^,^ui_reinforce_succeess^,^SUCCESS^
^Co^,^Common^,^ui_reinforce_successrate^,^Chance of Success^
^Co^,^Common^,^ui_game_systemmessage^,^Full Screen Message^
^Co^,^Common^,^getitemruleuncommon^,^Rare^
^Co^,^Common^,^ui_rare^,^Above Rare^
^Co^,^Common^,^ui_uncommon^,^Above Rare^
^Co^,^Common^,^ui_hero^,^Above Heroic^
^Co^,^Common^,^ui_legend^,^Above Legendary^
^Co^,^Common^,^ui_itemgrow_btn_tooltip_levelup^,^Level-up^
^Co^,^Common^,^ui_itemgrow_btn_tooltip_compose^,^Fusion^
^Co^,^Common^,^ui_itemgrow_btn_tooltip_gradeup^,^Upgrade^
^Co^,^Common^,^ui_itemgrow_btn_tooltip_reinforce^,^Temper^
^Co^,^Common^,^ui_itemgrow_btn_tooltip_reforge^,^Refine^
^Co^,^Common^,^ui_itemgrow_levelup_enchantlevel_subitem^,^If you use this item as material, the item will be consumed. Do you want to continue?^
^Co^,^Common^,^ui_item_levelup_title^,^Item Level-up^
^Co^,^Common^,^ui_need_cost^,^Cost^
^Co^,^Common^,^ui_tooltip_itemcompose_title^,^Fusion^
^Co^,^Common^,^ui_tooltip_itemreforge_title^,^Refine^
^Co^,^Common^,^ui_tooltip_itemcompose_desc^,^When fusing, you can acquire a higher-ranked item.^
^Co^,^Common^,^ui_tooltip_itemreforge_desc^,^When refining, you can acquire an item of the same rank.^
^Co^,^Common^,^ui_reinforce_successrate_perfect^,^1^
^Co^,^Common^,^ui_reinforce_successrate_zero^,^0^
^Co^,^Common^,^ui_itemgrow_level^,^Lv^
^Co^,^Common^,^ui_itemgrow_max^,^Max^
^Co^,^Common^,^ui_pccafe^,^PC Café^
^Co^,^Common^,^ui_using_roulette^,^Spinning the Roulette^
^Co^,^Common^,^ui_time_remaining_until_next_ticket^,^Time Until Next Ticket^
^Co^,^Common^,^ui_remaining_ticket^,^Remaining Ticket(s)^
^Co^,^Common^,^ui_start^,^Spin^
^Co^,^Common^,^ui_title_roulette^,^Roulette^
^Co^,^Common^,^ui_tooltip_pccafe_item^,^^
^Co^,^Common^,^ui_title_roulette_desc^,^Premium Service Feature^
^Co^,^Common^,^ui_premiumbox_disable^,^^
^Co^,^Common^,^ui_premiumbox_enable^,^^
^Co^,^Common^,^ui_tooltip_pccafe_item_disable^,^^
^Co^,^Common^,^ui_pccafe_only^,^^
^Co^,^Common^,^ui_tooltip_ruolette^,^The roulette is spinning.<br>Do you want to exit?^
^Co^,^Common^,^shop_tab_box_coin^,^Coin Exchange^
^Co^,^Common^,^ui_gameoption_shortcut_fellowpccafeslot_1^,^^
^Co^,^Common^,^ui_gameoption_shortcut_fellowpccafeslot_2^,^^
^Co^,^Common^,^ui_gameoption_shortcut_fellowpccafeslot_3^,^^
^Co^,^Common^,^ui_shortcut_fellowpccafeslot^,^^
^Co^,^Common^,^ui_pccafe_roulette_close_msg^,^^
^Co^,^Common^,^ui_tooltip_help_url_open^,^^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_25^,^Basic Slot 25^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_26^,^Basic Slot 26^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_27^,^Basic Slot 27^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_28^,^Basic Slot 28^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_29^,^Basic Slot 29^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_30^,^Basic Slot 30^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_31^,^Basic Slot 31^
^Co^,^Common^,^ui_gameoption_shortcut_basicquickslot_32^,^Basic Slot 32^
^Co^,^Common^,^ui_gameoption_shortcut_extendquickslot_13^,^Expanded Slot 13^
^Co^,^Common^,^ui_gameoption_shortcut_extendquickslot_14^,^Expanded Slot 14^
^Co^,^Common^,^ui_gameoption_shortcut_extendquickslot_15^,^Expanded Slot 15^
^Co^,^Common^,^ui_gameoption_shortcut_extendquickslot_16^,^Expanded Slot 16^
^Co^,^Common^,^ui_gamemenu_game_option^,^Game Settings^
^Co^,^Common^,^ui_meter^,^m^
^Co^,^Common^,^ui_gameoption_actionmode_normal^,^Normal Mode^
^Co^,^Common^,^ui_tooltip_action_normalmode^,^Control the cursor independently from the camera for a traditional MMO experience.^
^Co^,^Common^,^ui_gameoption_actionmode_action^,^Action Mode^
^Co^,^Common^,^ui_tooltip_action_actionmode^,^Enables free look and crosshairs for an action RPG experience.^
^Co^,^Common^,^ui_gameoption_actionmode_no_fixtarget^,^Action Crosshair Mode^
^Co^,^Common^,^ui_tooltip_action_actionmode_no_fixtarget^,^Enables crosshairs control during battle.^
^Co^,^Common^,^ui_game_keycontrol^,^Control Mode^
^Co^,^Common^,^ui_title_action_select^,^Select Control Mode^
^Co^,^Common^,^ui_title_normalmode^,^Standard Mode^
^Co^,^Common^,^ui_title_actionmode^,^Action Mode^
^Co^,^Common^,^ui_normalmode_explain^,^Choose a target with your cursor and trigger skills with your hotkeys for a traditional MMORPG experience.^
^Co^,^Common^,^ui_actionmode_explain^,^Enables free look and crosshairs for an action-driven control mode. Use the mouse buttons or hotkeys to cast skills.^
^Co^,^Common^,^ui_recommend_class^,^Recommended Classes^
^Co^,^Common^,^ui_btn_normal_selection^,^Select Standard Mode^
^Co^,^Common^,^ui_btn_action_selection^,^Select Action Mode^
^Co^,^Common^,^ui_mode_change_explain^,^You can change your control mode at any time in the settings.^
^Co^,^Common^,^ui_lobby_title_movielist^,^Icarus Trailers^
^Co^,^Common^,^ui_lobby_btn_movielist^,^Trailers^
^Co^,^Common^,^ui_btn_shuffle^,^Reshuffle^
^Co^,^Common^,^ui_rbox_shuffle_msg^,^Do you want to reshuffle?^
^Co^,^Common^,^ui_timeevent_title^,^Special Daily Rewards! Don't miss out!^
^Co^,^Common^,^ui_timeevent_desc^,^Be sure to get your Check-in and Vital Box Rewards every day!^
^Co^,^Common^,^ui_logout_nextday^,^Tomorrow's Log-in Reward^
^Co^,^Common^,^ui_logout_today^,^Today's Log-in Reward^
^Co^,^Common^,^ui_tooltip_attendance_title^,^Check-in Reward^
^Co^,^Common^,^ui_tooltip_vitality_title^,^Vital Reward^
^Co^,^Common^,^ui_tooltip_special_attendance_title^,^Special Check-in Reward^
^Co^,^Common^,^ui_gamemenu_daily_achievement^,^Achievement (Hotkey: [ )^
^Co^,^Common^,^ui_gameoption_community_chatemotion^,^Use Chat Emotion^
^Co^,^Common^,^ui_tooltip_set_chatemotion^,^When selected, typing certain words into the chat window will cause your character to exhibit a corresponding emotion.^
^Co^,^Common^,^tooltip_title_movielist_1^,^2014 OBT Launch Trailer^
^Co^,^Common^,^tooltip_time_movielist_1^,^2 min 20 sec^
^Co^,^Common^,^tooltip_desc_movielist_1^,^The fight against Salant and all he stands for is an epic journey to save Princess Lania and the kingdom of Hakanas.^
^Co^,^Common^,^tooltip_title_movielist_2^,^Familiars of Hakanas^
^Co^,^Common^,^tooltip_time_movielist_2^,^1 min 27 sec^
^Co^,^Common^,^tooltip_desc_movielist_2^,^The adventurer's companion is found in all shapes and sizes, but the unique bond formed between owner and familiar is the most impressive of all.^
^Co^,^Common^,^tooltip_title_movielist_3^,^Legendary Titan Combat^
^Co^,^Common^,^tooltip_time_movielist_3^,^1 min 19 sec^
^Co^,^Common^,^tooltip_desc_movielist_3^,^The battle against the God of Ruin's most formidable creations, the titans, is the ultimate test of a hero's strength and will to overcome darkness!^
^Co^,^Common^,^tooltip_title_movielist_4^,^Large-Scale PvP Battles^
^Co^,^Common^,^tooltip_time_movielist_4^,^1 min 31 sec^
^Co^,^Common^,^tooltip_desc_movielist_4^,^PvP combat demands heroes of the highest caliber with sharply-honed skills and a will to conquer that rivals the titans themselves.^
^Co^,^Common^,^tooltip_title_movielist_5^,^Unrivaled Aerial Combat^
^Co^,^Common^,^tooltip_time_movielist_5^,^1 min 1 sec^
^Co^,^Common^,^tooltip_desc_movielist_5^,^The excitement of aerial combat offers adventurers a unique opportunity to defend Hakanas. Mounts that range from breathtaking to terrifying are a hero's ultimate fighting companion.^
^Co^,^Common^,^tooltip_title_movielist_6^,^Battle in the Cloying Wastes!^
^Co^,^Common^,^tooltip_time_movielist_6^,^0 min 51 sec^
^Co^,^Common^,^tooltip_desc_movielist_6^,^Engage in a fierce battle with the Fallen Legion! Combat will reach epic proportions when Sandstorm unleashes his mighty power!^
^Co^,^Common^,^ui_cg_gauge_text_before_awaken^,^When you achieve Lv. 70 and complete the Hero's Calling quest, the transformation gauge will be activated, and you will be able to cast Evolution Awakening.^
^Co^,^Common^,^ui_cg_gauge_text_after_awaken^,^You can use energy in the gauge to cast Evolution Awakening for Transformation. During the Awakening, you'll be able to use combo skills for each class. The gauge restores 2 every 5 seconds upon a successful hit.^
^Co^,^Common^,^ui_customize_itemgroup_muscle^,^Muscles^
^Co^,^Common^,^muscle^,^Muscles^
^Co^,^Common^,^ui_gameoption_shortcut_combat_14^,^Evolution Awakening Skill^
^Co^,^Common^,^ui_awakenskill_edittitle^,^Evolution Awakening Skill Slot^
^Co^,^Common^,^ui_label_option_shortcutkey_actionmode^,^Toggling Control Modes^
^Co^,^Common^,^ui_tooltip_set_autoskillcontrol^,^When selected, you will automatically cast a normal attack on a target after using a skill.<UI_G>This does not apply to all skills.</UI_G>^
^Co^,^Common^,^ui_gameoption_camera_dialogeffect^,^Dialogue Zoom^
^Co^,^Common^,^ui_tooltip_set_dislogeffect^,^When selected, the camera's perspective shifts to a first-person view during conversations.^
^Co^,^Common^,^ui_guild_appoint_knight^,^Appointed Knights^
^Co^,^Common^,^ui_guild_appoint_dismissal^,^Appoint/Dismiss^
^Co^,^Common^,^ui_tab_guildknight^,^Knights^
^Co^,^Common^,^ui_appoint^,^Appoint^
^Co^,^Common^,^ui_dismissal^,^Dismiss^
^Co^,^Common^,^ui_character_server_move_state^,^You are changing servers.^
^Co^,^Common^,^ui_title_server_change^,^Change Server^
^Co^,^Common^,^shop_tab_other_item^,^Misc Items^
^Co^,^Common^,^shop_tab_golden_bass^,^Golden Bass Shop^
^Co^,^Common^,^shop_tab_roulette^,^Roulette^
