t_key,t_korean,t_jpn,t_chinese,t_eng,t_eng_2,t_eng_3
^HW_Hair_006_Name^,^human female head 7^,^ヒューマン女性の髪7^,^^,^^,^^,^^
^HW_Hair_007_Name^,^human female head 8^,^ヒューマン女性の髪8^,^^,^^,^^,^^
^HW_Hair_008_Name^,^human female head 9^,^ヒューマン女性の髪9^,^^,^^,^^,^^
^HW_Hair_009_Name^,^human female head 10^,^ヒューマン女性の髪10^,^^,^^,^^,^^
^HW_Hair_010_Name^,^human female head 11^,^ヒューマン女性の髪11^,^^,^^,^^,^^
^HW_Hair_011_Name^,^human female head 12^,^ヒューマン女性の髪12^,^^,^^,^^,^^
^HW_Hair_012_Name^,^human female head 13^,^ヒューマン女性の髪13^,^^,^^,^^,^^
^HW_Hair_013_Name^,^human female head 14^,^ヒューマン女性の髪14^,^^,^^,^^,^^
^HW_Hair_014_Name^,^human female head 15^,^ヒューマン女性の髪15^,^^,^^,^^,^^
^CM_Hair_000_Name^,^Crocoon Male Head 1^,^クロクン男性の髪1^,^^,^^,^^,^^
^CM_Hair_001_Name^,^Crocoon Male Head 2^,^クロクン男性の髪2^,^^,^^,^^,^^
^CM_Hair_002_Name^,^Crocoon Male Head 3^,^クロクン男性の髪3^,^^,^^,^^,^^
^CW_Hair_000_Name^,^Crocoon Woman Head 1^,^クロクン女性の髪1^,^^,^^,^^,^^
^CW_Hair_001_Name^,^Crocoon Woman Head 2^,^クロクン女性の髪2^,^^,^^,^^,^^
^CW_Hair_002_Name^,^Crocoon Woman Head 3^,^クロクン女性の髪3^,^^,^^,^^,^^
^SW_Hair_000_Name^,^ShaRing girl head 1^,^シャリング女性の髪1^,^^,^^,^^,^^
^SW_Hair_001_Name^,^ShaRing girl head 2^,^シャリング女性の髪2^,^^,^^,^^,^^
^SW_Hair_002_Name^,^ShaRing girl head 3^,^シャリング女性の髪3^,^^,^^,^^,^^
^SW_Feeler_000_Name^,^ShaRing Antenna 1^,^^,^^,^^,^^,^^
^SW_Feeler_001_Name^,^ShaRing Antenna 2^,^^,^^,^^,^^,^^
^SW_Feeler_002_Name^,^ShaRing Antenna 3^,^^,^^,^^,^^,^^
^SW_Feeler_003_Name^,^ShaRing Antenna 4^,^^,^^,^^,^^,^^
^SW_Feeler_004_Name^,^ShaRing Antenna 5^,^^,^^,^^,^^,^^
^SW_Wing_000_Name^,^ShaRing Wings 1^,^^,^^,^^,^^,^^
^SW_Wing_001_Name^,^ShaRing Wings 2^,^^,^^,^^,^^,^^
^SW_Wing_002_Name^,^ShaRing Wings 3^,^^,^^,^^,^^,^^
^SW_Wing_003_Name^,^ShaRing Wings 4^,^^,^^,^^,^^,^^
^SW_Wing_004_Name^,^ShaRing Wings 5^,^^,^^,^^,^^,^^
^SW_Hair_003_Name^,^ShaRing girl hair 4^,^^,^^,^^,^^,^^
^SW_Hair_004_Name^,^ShaRing girl hair 5^,^^,^^,^^,^^,^^
^SW_Hair_005_Name^,^ShaRing girl hair 6^,^^,^^,^^,^^,^^
^SW_Hair_006_Name^,^ShaRing girl hair 7^,^^,^^,^^,^^,^^
^SW_Hair_007_Name^,^ShaRing girl hair 8^,^^,^^,^^,^^,^^
^SW_Hair_008_Name^,^ShaRing girl hair 9^,^^,^^,^^,^^,^^
^SW_Hair_009_Name^,^ShaRing girl hair 10^,^^,^^,^^,^^,^^
^SW_Hair_010_Name^,^ShaRing girl hair 11^,^^,^^,^^,^^,^^
^SW_Hair_011_Name^,^ShaRing girl hair 12^,^^,^^,^^,^^,^^
^SW_Hair_012_Name^,^ShaRing girl hair 13^,^^,^^,^^,^^,^^
^SW_Hair_013_Name^,^ShaRing girl hair 14^,^^,^^,^^,^^,^^
^SW_Hair_014_Name^,^ShaRing girl hair 15^,^^,^^,^^,^^,^^
^SW_Hair_015_Name^,^ShaRing girl hair 16^,^^,^^,^^,^^,^^
^SW_Feeler_005_Name^,^ShaRing Antenna 6^,^^,^^,^^,^^,^^
^SW_Feeler_006_Name^,^ShaRing Antenna 7^,^^,^^,^^,^^,^^
^SW_Feeler_007_Name^,^ShaRing Antenna 8^,^^,^^,^^,^^,^^
^SW_Wing_005_Name^,^ShaRing Wings 6^,^^,^^,^^,^^,^^
^SW_Wing_006_Name^,^ShaRing Wings 7^,^^,^^,^^,^^,^^
^SW_Wing_007_Name^,^ShaRing Wings 8^,^^,^^,^^,^^,^^
