t_key,t_eng,t_jpn,t_chinese,t_korean,t_eng_2,t_eng_3
^tf_stomachblow_buff_1_name^,^명치 타격^,^^,^^,^Sucker Punched^,^^,^^
^tf_stomachblow_buff_1_description_1^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_stomachblow_buff_1_description_2^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_stomachblow_buff_1_description_3^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_stomachblow_buff_1_description_4^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_stomachblow_buff_1_description_5^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_stomachblow_buff_1_description_6^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_stomachblow_buff_1_description_7^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_stomachblow_buff_1_description_8^,^밀려난 상태^,^^,^^,^Knocked back.^,^^,^^
^tf_legattack_buff_1_name^,^다리 걸기^,^^,^^,^Tripped^,^^,^^
^tf_memoryoff_buff_1_name^,^침묵^,^^,^^,^Silence^,^^,^^
^tf_memoryoff_buff_1_description_1^,^침묵 상태. 시전 스킬 사용 불가능^,^^,^^,^Silenced. Unable to cast.^,^^,^^
^tf_memoryoff_buff_1_description_2^,^침묵 상태. 시전 스킬 사용 불가능^,^^,^^,^Silenced. Unable to cast.^,^^,^^
^tf_memoryoff_buff_1_description_3^,^침묵 상태. 시전 스킬 사용 불가능^,^^,^^,^Silenced. Unable to cast.^,^^,^^
^tf_memoryoff_buff_1_description_4^,^침묵 상태. 시전 스킬 사용 불가능^,^^,^^,^Silenced. Unable to cast.^,^^,^^
^tf_memoryoff_buff_1_description_5^,^침묵 상태. 시전 스킬 사용 불가능^,^^,^^,^Silenced. Unable to cast.^,^^,^^
^blackhole2_buff_1_name^,^블랙홀^,^^,^^,^Black Hole^,^^,^^
^followerstatfire_buff_1_name^,^화상 상태^,^^,^^,^Burning Up^,^^,^^
^followerstatfire_buff_1_description_1^,^몸이 뜨겁게 불타오르고 있다.^,^^,^^,^Hot and sweaty.^,^^,^^
^followerstatfire_buff_1_description_2^,^몸이 뜨겁게 불타오르고 있다.^,^^,^^,^Hot and sweaty.^,^^,^^
^followerstatfire_buff_1_description_3^,^몸이 뜨겁게 불타오르고 있다.^,^^,^^,^Hot and sweaty.^,^^,^^
^followerstatice_buff_1_name^,^동상 상태^,^^,^^,^Frozen^,^^,^^
^followerstatice_buff_1_description_1^,^몸에 차가운 기운이 흐른다.^,^^,^^,^So darn cold!^,^^,^^
^followerstatice_buff_1_description_2^,^몸에 차가운 기운이 흐른다.^,^^,^^,^So darn cold!^,^^,^^
^followerstatice_buff_1_description_3^,^몸에 차가운 기운이 흐른다.^,^^,^^,^So darn cold!^,^^,^^
^golemstatfire_buff_1_name^,^불의 힘 증폭^,^^,^^,^Amplify Fire^,^^,^^
^golemstatfire_buff_1_description_1^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^golemstatfire_buff_1_description_2^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^golemstatfire_buff_1_description_3^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^golemstatice_buff_1_name^,^동상 상태^,^^,^^,^Frozen^,^^,^^
^golemstatice_buff_1_description_1^,^동상으로 인해 공격 속도와 화염 공격력이 감소하고, 지속적인 데미지를 받는다. 또한, 공격 스킬을 사용하지 못한다.^,^^,^^,^Decreased attack speed and fire attack. Taking damage over time. Also, cannot use attack skills.^,^^,^^
^golemstatice_buff_1_description_2^,^동상으로 인해 공격 속도와 화염 공격력이 감소하고, 지속적인 데미지를 받는다. 또한, 공격 스킬을 사용하지 못한다.^,^^,^^,^Decreased attack speed and fire attack. Taking damage over time. Also, cannot use attack skills.^,^^,^^
^golemstatice_buff_1_description_3^,^동상으로 인해 공격 속도와 화염 공격력이 감소하고, 지속적인 데미지를 받는다. 또한, 공격 스킬을 사용하지 못한다.^,^^,^^,^Decreased attack speed and fire attack. Taking damage over time. Also, cannot use attack skills.^,^^,^^
^jarstatfire_buff_1_name^,^불 붙음^,^^,^^,^Fiery^,^^,^^
^jarstatfire_buff_1_description_1^,^주변 캐릭터들의 얼음 환경 수치를 낮춰준다.^,^^,^^,^Lowers the ice power of nearby enemies.^,^^,^^
^jarstatfire_buff_1_description_2^,^주변 캐릭터들의 얼음 환경 수치를 낮춰준다.^,^^,^^,^Lowers the ice power of nearby enemies.^,^^,^^
^jarstatfire_buff_1_description_3^,^주변 캐릭터들의 얼음 환경 수치를 낮춰준다.^,^^,^^,^Lowers the ice power of nearby enemies.^,^^,^^
^statusdark_buff_1_name^,^혼란 상태^,^^,^^,^Confuse^,^^,^^
^statusdark_buff_1_description_1^,^혼란으로 인해 공격력이 하락하고, 어둠 속성에 추가적인 데미지를 받는다.^,^^,^^,^Decreased attack power. Takes additional damage from dark attacks.^,^^,^^
^statusdark_buff_1_description_2^,^혼란으로 인해 공격력이 하락하고, 어둠 속성에 추가적인 데미지를 받는다.^,^^,^^,^Decreased attack power. Takes additional damage from dark attacks.^,^^,^^
^statusdark_buff_1_description_3^,^혼란으로 인해 공격력이 하락하고, 어둠 속성에 추가적인 데미지를 받는다.^,^^,^^,^Decreased attack power. Takes additional damage from dark attacks.^,^^,^^
^statuslight_buff_1_name^,^감전 상태^,^^,^^,^Shocked^,^^,^^
^statuslight_buff_1_description_1^,^감전으로 인해 기절에 빠지며, 지속적인 데미지를 받는다. 또한, 어둠의 기운이 약화되어 길들이기 가능 상태가 된다.^,^^,^^,^Stunned and taking damage over time. Dark attack weakened. Able to be tamed.^,^^,^^
^statuslight_buff_1_description_2^,^감전으로 인해 기절에 빠지며, 지속적인 데미지를 받는다. 또한, 어둠의 기운이 약화되어 길들이기 가능 상태가 된다.^,^^,^^,^Stunned and taking damage over time. Dark attack weakened. Able to be tamed.^,^^,^^
^statuslight_buff_1_description_3^,^감전으로 인해 기절에 빠지며, 지속적인 데미지를 받는다. 또한, 어둠의 기운이 약화되어 길들이기 가능 상태가 된다.^,^^,^^,^Stunned and taking damage over time. Dark attack weakened. Able to be tamed.^,^^,^^
^statusfire_buff_1_name^,^화상 상태^,^^,^^,^Burning Up^,^^,^^
^statusfire_buff_1_description_1^,^화상으로 인해 지속적인 데미지를 받으며, 화염 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Taking damage over time. Takes additional damage from fire attacks.^,^^,^^
^statusfire_buff_1_description_2^,^화상으로 인해 지속적인 데미지를 받으며, 화염 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Taking damage over time. Takes additional damage from fire attacks.^,^^,^^
^statusfire_buff_1_description_3^,^화상으로 인해 지속적인 데미지를 받으며, 화염 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Taking damage over time. Takes additional damage from fire attacks.^,^^,^^
^statusfiretotem_buff_1_name^,^불 붙음^,^^,^^,^Fiery^,^^,^^
^statusfiretotem_buff_1_description_1^,^주변 캐릭터들의 얼음 환경 수치를 낮춰준다.^,^^,^^,^Lowers the ice power of nearby enemies.^,^^,^^
^statusfiretotem_buff_1_description_2^,^주변 캐릭터들의 얼음 환경 수치를 낮춰준다.^,^^,^^,^Lowers the ice power of nearby enemies.^,^^,^^
^statusfiretotem_buff_1_description_3^,^주변 캐릭터들의 얼음 환경 수치를 낮춰준다.^,^^,^^,^Lowers the ice power of nearby enemies.^,^^,^^
^statushoundfire_buff_1_name^,^불의 힘 증폭^,^^,^^,^Amplify Fire^,^^,^^
^statushoundfire_buff_1_description_1^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^statushoundfire_buff_1_description_2^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^statushoundfire_buff_1_description_3^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^statushoundice_buff_1_name^,^동상 상태^,^^,^^,^Frozen^,^^,^^
^statushoundice_buff_1_description_1^,^동상으로 인해 기절 상태가 되고, 지속적인 데미지를 받는다. 또한, 불의 기운이 약화되어 길들이기가 가능해진다.^,^^,^^,^Stunned from the cold and taking damage over time. Fire attack weakened. Able to be tamed.^,^^,^^
^statushoundice_buff_1_description_2^,^동상으로 인해 기절 상태가 되고, 지속적인 데미지를 받는다. 또한, 불의 기운이 약화되어 길들이기가 가능해진다.^,^^,^^,^Stunned from the cold and taking damage over time. Fire attack weakened. Able to be tamed.^,^^,^^
^statushoundice_buff_1_description_3^,^동상으로 인해 기절 상태가 되고, 지속적인 데미지를 받는다. 또한, 불의 기운이 약화되어 길들이기가 가능해진다.^,^^,^^,^Stunned from the cold and taking damage over time. Fire attack weakened. Able to be tamed.^,^^,^^
^statusice_buff_1_name^,^동상 상태^,^^,^^,^Frozen^,^^,^^
^statusice_buff_1_description_1^,^동상으로 인해 이동 속도가 하락하고, 지속적인 데미지를 받는다. 또한, 냉기 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Movement speed decreased and taking damage over time. Takes additional damage from ice attacks.^,^^,^^
^statusice_buff_1_description_2^,^동상으로 인해 이동 속도가 하락하고, 지속적인 데미지를 받는다. 또한, 냉기 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Movement speed decreased and taking damage over time. Takes additional damage from ice attacks.^,^^,^^
^statusice_buff_1_description_3^,^동상으로 인해 이동 속도가 하락하고, 지속적인 데미지를 받는다. 또한, 냉기 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Movement speed decreased and taking damage over time. Takes additional damage from ice attacks.^,^^,^^
^statussmanfire_buff_1_name^,^화상 상태^,^^,^^,^Burning Up^,^^,^^
^statussmanfire_buff_1_description_1^,^화상으로 인해 지속적인 데미지를 받으며, 물리 방어력이 하락한다. 또한, 화염 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Physical defense decreased and taking damage over time. Takes additional damage from fire attacks.^,^^,^^
^statussmanfire_buff_1_description_2^,^화상으로 인해 지속적인 데미지를 받으며, 물리 방어력이 하락한다. 또한, 화염 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Physical defense decreased and taking damage over time. Takes additional damage from fire attacks.^,^^,^^
^statussmanfire_buff_1_description_3^,^화상으로 인해 지속적인 데미지를 받으며, 물리 방어력이 하락한다. 또한, 화염 속성 공격에 추가적인 피해를 입는다.^,^^,^^,^Physical defense decreased and taking damage over time. Takes additional damage from fire attacks.^,^^,^^
^statussmanice_buff_1_name^,^냉기의 힘 증폭^,^^,^^,^Amplify Ice^,^^,^^
^statussmanice_buff_1_description_1^,^몬스터가 지니고 있는 냉기의 힘이 증폭되어, 공격력과 방어력이 증가한다.^,^^,^^,^Increased ice attack and defense.^,^^,^^
^statussmanice_buff_1_description_2^,^몬스터가 지니고 있는 냉기의 힘이 증폭되어, 공격력과 방어력이 증가한다.^,^^,^^,^Increased ice attack and defense.^,^^,^^
^statussmanice_buff_1_description_3^,^몬스터가 지니고 있는 냉기의 힘이 증폭되어, 공격력과 방어력이 증가한다.^,^^,^^,^Increased ice attack and defense.^,^^,^^
^statusturtlefire_buff_1_name^,^불의 힘 증폭^,^^,^^,^Amplify Fire^,^^,^^
^statusturtlefire_buff_1_description_1^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^statusturtlefire_buff_1_description_2^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^statusturtlefire_buff_1_description_3^,^몬스터가 지니고 있는 불의 힘이 증폭되어, 이동 속도와 공격 속도, 불 공격력이 증가한다.^,^^,^^,^Fired up. Increased movement speed, attack speed, and fire attack.^,^^,^^
^statusturtleice_buff_1_name^,^동상 상태^,^^,^^,^Frozen^,^^,^^
^statusturtleice_buff_1_description_1^,^동상으로 인해 이동 속도가 크게 하락하고, 지속적인 데미지를 받는다. 또한, 불의 기운이 약화되어 길들이기가 가능해진다.^,^^,^^,^Movement speed drastically decreased and taking damage over time. Fire attack weakened. Able to be tamed.^,^^,^^
^statusturtleice_buff_1_description_2^,^동상으로 인해 이동 속도가 크게 하락하고, 지속적인 데미지를 받는다. 또한, 불의 기운이 약화되어 길들이기가 가능해진다.^,^^,^^,^Movement speed drastically decreased and taking damage over time. Fire attack weakened. Able to be tamed.^,^^,^^
^statusturtleice_buff_1_description_3^,^동상으로 인해 이동 속도가 크게 하락하고, 지속적인 데미지를 받는다. 또한, 불의 기운이 약화되어 길들이기가 가능해진다.^,^^,^^,^Movement speed drastically decreased and taking damage over time. Fire attack weakened. Able to be tamed.^,^^,^^
^summonstatfire_buff_1_name^,^화염의 힘 증폭^,^^,^^,^Amplify Flame^,^^,^^
^summonstatfire_buff_1_description_1^,^몬스터가 지니고 있는 화염의 힘이 증폭되어, 이동 속도가 증가한다.^,^^,^^,^Increased movement speed.^,^^,^^
^summonstatfire_buff_1_description_2^,^몬스터가 지니고 있는 화염의 힘이 증폭되어, 이동 속도가 증가한다.^,^^,^^,^Increased movement speed.^,^^,^^
^summonstatfire_buff_1_description_3^,^몬스터가 지니고 있는 화염의 힘이 증폭되어, 이동 속도가 증가한다.^,^^,^^,^Increased movement speed.^,^^,^^
^summonstatice_buff_1_name^,^동상 상태^,^^,^^,^Frozen^,^^,^^
^summonstatice_buff_1_description_1^,^동상으로 인해 이동 불가 상태가 되고, 지속적인 데미지를 받는다. 또한, 자폭 스킬을 사용하지 못한다.^,^^,^^,^Cannot move and taking damage over time. Cannot use self-destruct skills.^,^^,^^
^summonstatice_buff_1_description_2^,^동상으로 인해 이동 불가 상태가 되고, 지속적인 데미지를 받는다. 또한, 자폭 스킬을 사용하지 못한다.^,^^,^^,^Cannot move and taking damage over time. Cannot use self-destruct skills.^,^^,^^
^summonstatice_buff_1_description_3^,^동상으로 인해 이동 불가 상태가 되고, 지속적인 데미지를 받는다. 또한, 자폭 스킬을 사용하지 못한다.^,^^,^^,^Cannot move and taking damage over time. Cannot use self-destruct skills.^,^^,^^
^armagma01_buff_1_name^,^용암 지대^,^^,^^,^Lava^,^^,^^
^armagma01_buff_1_description_1^,^용암의 뜨거운 기운으로 인해 지속적으로 데미지를 받고, 불 환경 수치가 증가한다.^,^^,^^,^Taking damage over time. Increased fire element power.^,^^,^^
^arspider_buff_1_name^,^거미줄 지역^,^^,^^,^Webbed^,^^,^^
^arspider_buff_1_description_1^,^거미줄로 인해 이동 속도가 감소한다.^,^^,^^,^Movement speed decreased.^,^^,^^
^moashuram05_buff_1_name^,^출혈 상태^,^^,^^,^Bleeding^,^^,^^
^moashuram05_buff_1_description_1^,^출혈로 인해 치유 효과가 절반으로 감소하고, 지속적인 피해를 입습니다.^,^^,^^,^Healing effects are halved. Taking damage over time.^,^^,^^
^moashuram06_buff_1_name^,^출혈 상태^,^^,^^,^Bleeding^,^^,^^
^moashuram06_buff_1_description_1^,^출혈로 인해 치유 효과가 절반으로 감소하고, 지속적인 피해를 입습니다.^,^^,^^,^Healing effects are halved. Taking damage over time.^,^^,^^
^moashuram07_buff_1_name^,^뼈 보호막^,^^,^^,^Bone Shield^,^^,^^
^moashuram07_buff_1_description_1^,^뼈로 이루어진 보호막이, 빛 속성을 제외한 모든 공격의 피해를 줄입니다.^,^^,^^,^Protected by bones, reducing damage from all attacks except light attacks.^,^^,^^
^moashuram08_buff_1_name^,^뼈 보호막^,^^,^^,^Bone Shield^,^^,^^
^moashuram08_buff_1_description_1^,^뼈로 이루어진 보호막이, 빛 속성을 제외한 모든 공격의 피해를 줄입니다.^,^^,^^,^Protected by bones, reducing damage from all attacks except light attacks.^,^^,^^
^mobat01_buff_1_name^,^기절 상태^,^^,^^,^Stun^,^^,^^
^mobat01_buff_1_description_1^,^기절로 인해 행동이 불가능합니다.^,^^,^^,^Blacked out. Cannot move.^,^^,^^
^mobear02_buff_1_name^,^기절 상태^,^^,^^,^Stun^,^^,^^
^mobear02_buff_1_description_1^,^기절로 인해 행동이 불가능합니다.^,^^,^^,^Blacked out. Cannot move.^,^^,^^
^mobee02_buff_1_name^,^중독 상태^,^^,^^,^Poisoned^,^^,^^
^mobee02_buff_1_description_1^,^독으로 인해 지속적인 피해를 입습니다.^,^^,^^,^Taking damage over time.^,^^,^^
^moblackhole_buff_1_name^,^원혼의 소용돌이^,^^,^^,^Vengeful Whirlwind^,^^,^^
^moblackhole_buff_1_description_1^,^원혼의 소용돌이의 영향을 받아, 이동 속도가 감소합니다.^,^^,^^,^Movement speed decreased.^,^^,^^
^mobodydown_buff_1_name^,^탑승 패널티^,^^,^^,^Mounted^,^^,^^
^mobodydown_buff_1_description_1^,^펠로우에 탑승하고 있을 때 육체계 저항력이 감소합니다.^,^^,^^,^Physical resistance decreased.^,^^,^^
^mobistmoot06_buff_1_name^,^만취^,^^,^^,^Intoxicated^,^^,^^
^mobistmoot06_buff_1_description_1^,^비스무트가 만취하여 폭력성이 증가합니다.^,^^,^^,^Bursting with drunken rage!^,^^,^^
^mobragibrave02_buff_1_name^,^어지러움^,^^,^^,^Dizzy^,^^,^^
^mobragibrave02_buff_1_description_1^,^어지러움으로 인해 움직일 수 없습니다.^,^^,^^,^The world is spinning. Cannot move.^,^^,^^
^mocaptain05_buff_1_name^,^해적왕의 분노^,^^,^^,^Pirate King's Wrath^,^^,^^
^mocaptain05_buff_1_description_1^,^분노로 인해 해적왕의 연속 공격 확률이 증가하고, 캐릭터의 공격 스킬을 좀 더 자주 막습니다.^,^^,^^,^Attack speed increased. Blocks enemy skills more frequently.^,^^,^^
^mocleki01_buff_1_name^,^충격^,^^,^^,^Head-butted^,^^,^^
^mocleki01_buff_1_description_1^,^박치기에 의한 충격으로 이동 속도가 감소합니다.^,^^,^^,^Movement speed decreased.^,^^,^^
^modevycry01_buff_1_name^,^울분^,^^,^^,^Enraged^,^^,^^
^modevycry01_buff_1_description_1^,^데비가 울분으로 인해 공격 속도와 이동 속도가 증가합니다.^,^^,^^,^Attack and movement speeds increased.^,^^,^^
^modevycry02_buff_1_name^,^울분^,^^,^^,^Enraged^,^^,^^
^modevycry02_buff_1_description_1^,^데비가 울분으로 인해 공격 속도와 이동 속도가 증가합니다.^,^^,^^,^Attack and movement speeds increased.^,^^,^^
^modevyheadhit02_buff_1_name^,^기절 상태^,^^,^^,^Stun^,^^,^^
^modevyheadhit02_buff_1_description_1^,^데비의 강력한 강타에 맞아 기절하여 행동이 불가능합니다.^,^^,^^,^Cannot move.^,^^,^^
