t_key,t_korean,t_jpn,t_chinese,t_eng,t_eng_2,t_eng_3
^CA_IT_FB_0002_Name^,^Fellow Bag (30 days)^,^^,^^,^^,^^,^^
^CA_IT_FB_0002_Description^,^Fellow bag with 12 storage slots for 30 days

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_FB_0003_Name^,^Fellow Bag (45 days)^,^^,^^,^^,^^,^^
^CA_IT_FB_0003_Description^,^Fellow bag with 12 storage slots for 45 days

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_FB_0004_Name^,^Fellow Bag (3 days)^,^^,^^,^^,^^,^^
^CA_IT_FB_0004_Description^,^Fellow bag with 12 storage slots for 3 days

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_FB_0005_Name^,^Fellow Bag (7 days)^,^^,^^,^^,^^,^^
^CA_IT_FB_0005_Description^,^Fellow bag with 12 storage slots for 7 days

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_BA_0007_Name^,^Premium Bag (14 days)^,^^,^^,^^,^^,^^
^CA_IT_BA_0007_Description^,^A bag with 24 storage slots tHat can be used for 14 days

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_BA_0008_Name^,^Premium Bag (1 day)^,^^,^^,^^,^^,^^
^CA_IT_BA_0008_Description^,^A bag tHat can use 24 storage slots for 1 day

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_FB_0009_Name^,^Fellow Bag (1 day)^,^^,^^,^^,^^,^^
^CA_IT_FB_0009_Description^,^Fellow bag tHat can use 12 storage slots for 1 day

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_BA_0009_Name^,^Premium Bag (15 days)^,^^,^^,^^,^^,^^
^CA_IT_BA_0009_Description^,^A bag tHat can use 24 storage slots for 15 days

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_FB_0010_Name^,^Fellow Bag (15 days)^,^^,^^,^^,^^,^^
^CA_IT_FB_0010_Description^,^Fellow bag with 12 storage slots for 15 days

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_BA_0010_Name^,^Premium Bag (for premium service)^,^^,^^,^^,^^,^^
^CA_IT_BA_0010_Description^,^A bag with 24 storage slots tHat can be used duRing the premium service period

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_BA_0011_Name^,^3rd Anniversary Premium Bag (30 Days)^,^^,^^,^^,^^,^^
^CA_IT_BA_0011_Description^,^A bag tHat can use 24 storage slots for 30 days
<O_Y>3 purchases per account</O_Y>
<R_Y>If the subscription is withdrawn. repurchase is not allowed</R_Y>

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_FB_0011_Name^,^Fellow Bag (Indefinitely)^,^^,^^,^^,^^,^^
^CA_IT_FB_0011_Description^,^Fellow bag with 12 storage slots^,^^,^^,^^,^^,^^
^CA_IT_BA_0012_Name^,^Premium Bag (Permanent)^,^^,^^,^^,^^,^^
^CA_IT_BA_0012_Description^,^Bags used in the premium bag slot. no time limit
Available.
<O_Y>3 purchases per account</O_Y>
<R_Y>If the subscription is withdrawn. repurchase is not allowed</R_Y>^,^^,^^,^^,^^,^^
^CA_IT_FB_0012_Name^,^Fellow Bag (1 year)^,^^,^^,^^,^^,^^
^CA_IT_BA_0013_Name^,^Premium Bag (1 year)^,^^,^^,^^,^^,^^
^CA_IT_FB_0012_Description^,^Fellow bag tHat can use 12 storage slots for 365 days
<O_Y>3 purchases per account</O_Y>
<R_Y>If the subscription is withdrawn. repurchase is not allowed</R_Y>

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
^CA_IT_BA_0013_Description^,^A bag with 24 storage slots tHat can be used for 365 days.
<O_Y>3 purchases per account</O_Y>
<R_Y>If the subscription is withdrawn. repurchase is not allowed</R_Y>

<R_Y>When the period expires. items in the fixed-term bag slot cannot be used or moved.<R_Y>^,^^,^^,^^,^^,^^
