t_key,t_korean,t_jpn,t_chinese,t_eng,t_eng_2,t_eng_3
^shortcut_mark_1_disp^,^Mark 1^,^マーク1表示^,^^,^^,^^,^^
^shortcut_mark_2_disp^,^Mark 2^,^マーク2表示^,^^,^^,^^,^^
^shortcut_mark_3_disp^,^Mark 3^,^マーク3表示^,^^,^^,^^,^^
^shortcut_mark_4_disp^,^Mark 4^,^マーク4表示^,^^,^^,^^,^^
^shortcut_mark_5_disp^,^Mark 5^,^マーク5表示^,^^,^^,^^,^^
^shortcut_mark_6_disp^,^Mark 6^,^マーク6表示^,^^,^^,^^,^^
^shortcut_mark_7_disp^,^Mark 7^,^マーク7表示^,^^,^^,^^,^^
^shortcut_quickslot_basic_0^,^Basic Quick Slot 1^,^基本クィックスロット1^,^^,^^,^^,^^
^shortcut_quickslot_basic_1^,^Basic Quick Slot 2^,^基本クィックスロット2^,^^,^^,^^,^^
^shortcut_quickslot_basic_2^,^Basic Quick Slot 3^,^基本クィックスロット3^,^^,^^,^^,^^
^shortcut_quickslot_basic_3^,^Basic Quick Slot 4^,^基本クィックスロット4^,^^,^^,^^,^^
^shortcut_quickslot_basic_4^,^Basic Quick Slot 5^,^基本クィックスロット5^,^^,^^,^^,^^
^shortcut_quickslot_basic_5^,^Basic Quick Slot 6^,^基本クィックスロット6^,^^,^^,^^,^^
^shortcut_quickslot_basic_6^,^Basic Quick Slot 7^,^基本クィックスロット7^,^^,^^,^^,^^
^shortcut_quickslot_basic_7^,^Basic Quick Slot 8^,^基本クィックスロット8^,^^,^^,^^,^^
^shortcut_quickslot_basic_8^,^Basic Quick Slot 9^,^基本クィックスロット9^,^^,^^,^^,^^
^shortcut_quickslot_basic_9^,^Basic Quick Slot 10^,^基本クィックスロット10^,^^,^^,^^,^^
^shortcut_quickslot_basic_10^,^Basic Quick Slot 11^,^基本クィックスロット11^,^^,^^,^^,^^
^shortcut_quickslot_basic_11^,^Basic Quick Slot 12^,^基本クィックスロット12^,^^,^^,^^,^^
^shortcut_quickslot_ex1_0^,^Expansion Quick Slot 1^,^1番目の拡張クィックスロット1^,^^,^^,^^,^^
^shortcut_quickslot_ex1_1^,^Expansion Quick Slot 2^,^1番目の拡張クィックスロット2^,^^,^^,^^,^^
^shortcut_quickslot_ex1_2^,^Expansion Quick Slot 3^,^1番目の拡張クィックスロット3^,^^,^^,^^,^^
^shortcut_quickslot_ex1_3^,^Expansion Quick Slot 4^,^1番目の拡張クィックスロット4^,^^,^^,^^,^^
^shortcut_quickslot_ex1_4^,^Expansion Quick Slot 5^,^1番目の拡張クィックスロット5^,^^,^^,^^,^^
^shortcut_quickslot_ex1_5^,^Expansion Quick Slot 6^,^1番目の拡張クィックスロット6^,^^,^^,^^,^^
^shortcut_quickslot_ex1_6^,^Expansion Quick Slot 7^,^1番目の拡張クィックスロット7^,^^,^^,^^,^^
^shortcut_quickslot_ex1_7^,^Expansion Quick Slot 8^,^1番目の拡張クィックスロット8^,^^,^^,^^,^^
^shortcut_quickslot_ex1_8^,^Expansion Quick Slot 9^,^1番目の拡張クィックスロット9^,^^,^^,^^,^^
^shortcut_quickslot_ex1_9^,^Expansion Quick Slot 10^,^1番目の拡張クィックスロット10^,^^,^^,^^,^^
^shortcut_quickslot_ex2_0^,^2 Expansion Quick Slot 1^,^2番目の拡張クィックスロット1^,^^,^^,^^,^^
^shortcut_quickslot_ex2_1^,^2 Expansion Quick Slot 2^,^2番目の拡張クィックスロット2^,^^,^^,^^,^^
^shortcut_quickslot_ex2_2^,^2 Expansion Quick Slot 3^,^2番目の拡張クィックスロット3^,^^,^^,^^,^^
^shortcut_quickslot_ex2_3^,^2 Expansion Quick Slot 4^,^2番目の拡張クィックスロット4^,^^,^^,^^,^^
^shortcut_quickslot_ex2_4^,^2 Expansion Quick Slot 5^,^2番目の拡張クィックスロット5^,^^,^^,^^,^^
^shortcut_quickslot_ex2_5^,^2 Expansion Quick Slot 6^,^2番目の拡張クィックスロット6^,^^,^^,^^,^^
^shortcut_quickslot_ex2_6^,^2 Expansion Quick Slot 7^,^2番目の拡張クィックスロット7^,^^,^^,^^,^^
^shortcut_quickslot_ex2_7^,^2 Expansion Quick Slot 8^,^2番目の拡張クィックスロット8^,^^,^^,^^,^^
^shortcut_quickslot_ex2_8^,^2 Expansion Quick Slot 9^,^2番目の拡張クィックスロット9^,^^,^^,^^,^^
^shortcut_quickslot_ex2_9^,^2 Expansion Quick Slot 10^,^2番目の拡張クィックスロット10^,^^,^^,^^,^^
^shortcut_quickslot_ex3_0^,^3 Expansion Quick Slot 1^,^3番目の拡張クィックスロット1^,^^,^^,^^,^^
^shortcut_quickslot_ex3_1^,^3 Expansion Quick Slot 2^,^3番目の拡張クィックスロット2^,^^,^^,^^,^^
^shortcut_quickslot_ex3_2^,^3 Expansion Quick Slot 3^,^3番目の拡張クィックスロット3^,^^,^^,^^,^^
^shortcut_quickslot_ex3_3^,^3 Expansion Quick Slot 4^,^3番目の拡張クィックスロット4^,^^,^^,^^,^^
^shortcut_quickslot_ex3_4^,^3 Expansion Quick Slot 5^,^3番目の拡張クィックスロット5^,^^,^^,^^,^^
^shortcut_quickslot_ex3_5^,^3 Expansion Quick Slot 6^,^3番目の拡張クィックスロット6^,^^,^^,^^,^^
^shortcut_quickslot_ex3_6^,^3 Expansion Quick Slot 7^,^3番目の拡張クィックスロット7^,^^,^^,^^,^^
^shortcut_quickslot_ex3_7^,^3 Expansion Quick Slot 8^,^3番目の拡張クィックスロット8^,^^,^^,^^,^^
^shortcut_quickslot_ex3_8^,^3 Expansion Quick Slot 9^,^3番目の拡張クィックスロット9^,^^,^^,^^,^^
^shortcut_quickslot_ex3_9^,^3 Expansion Quick Slot 10^,^3番目の拡張クィックスロット10^,^^,^^,^^,^^
^shortcut_quickslot_ex4_0^,^4 Expansion Quick Slot 1^,^4番目の拡張クィックスロット1^,^^,^^,^^,^^
^shortcut_quickslot_ex4_1^,^4 Expansion Quick Slot 2^,^4番目の拡張クィックスロット2^,^^,^^,^^,^^
^shortcut_quickslot_ex4_2^,^4 Expansion Quick Slot 3^,^4番目の拡張クィックスロット3^,^^,^^,^^,^^
^shortcut_quickslot_ex4_3^,^4 Expansion Quick Slot 4^,^4番目の拡張クィックスロット4^,^^,^^,^^,^^
^shortcut_quickslot_ex4_4^,^4 Expansion Quick Slot 5^,^4番目の拡張クィックスロット5^,^^,^^,^^,^^
^shortcut_quickslot_ex4_5^,^4 Expansion Quick Slot 6^,^4番目の拡張クィックスロット6^,^^,^^,^^,^^
^shortcut_quickslot_ex4_6^,^4 Expansion Quick Slot 7^,^4番目の拡張クィックスロット7^,^^,^^,^^,^^
^shortcut_quickslot_ex4_7^,^4 Expansion Quick Slot 8^,^4番目の拡張クィックスロット8^,^^,^^,^^,^^
^shortcut_quickslot_ex4_8^,^4 Expansion Quick Slot 9^,^4番目の拡張クィックスロット9^,^^,^^,^^,^^
^shortcut_quickslot_ex4_9^,^4 Expansion Quick Slot 10^,^4番目の拡張クィックスロット10^,^^,^^,^^,^^
^shortcut_quickslot_mv1_0^,^1Re Expan Quick Slot 1^,^1番目の移動型拡張クィックスロット1^,^^,^^,^^,^^
^shortcut_quickslot_mv1_1^,^1Re Expan Quick Slot 2^,^1番目の移動型拡張クィックスロット2^,^^,^^,^^,^^
^shortcut_quickslot_mv1_2^,^1Re Expan Quick Slot 3^,^1番目の移動型拡張クィックスロット3^,^^,^^,^^,^^
^shortcut_quickslot_mv1_3^,^1Re Expan Quick Slot 4^,^1番目の移動型拡張クィックスロット4^,^^,^^,^^,^^
^shortcut_quickslot_mv1_4^,^1Re Expan Quick Slot 5^,^1番目の移動型拡張クィックスロット5^,^^,^^,^^,^^
^shortcut_quickslot_mv1_5^,^1Re Expan Quick Slot 6^,^1番目の移動型拡張クィックスロット6^,^^,^^,^^,^^
^shortcut_quickslot_mv1_6^,^1Re Expan Quick Slot 7^,^1番目の移動型拡張クィックスロット7^,^^,^^,^^,^^
^shortcut_quickslot_mv1_7^,^1Re Expan Quick Slot 8^,^1番目の移動型拡張クィックスロット8^,^^,^^,^^,^^
^shortcut_quickslot_mv1_8^,^1Re Expan Quick Slot 9^,^1番目の移動型拡張クィックスロット9^,^^,^^,^^,^^
^shortcut_quickslot_mv1_9^,^1Re Expan Quick Slot 10^,^1番目の移動型拡張クィックスロット10^,^^,^^,^^,^^
^shortcut_quickslot_mv2_0^,^2 Re Expan Quick Slot 1^,^2番目の移動型拡張クィックスロット1^,^^,^^,^^,^^
^shortcut_quickslot_mv2_1^,^2 Re Expan Quick Slot 2^,^2番目の移動型拡張クィックスロット2^,^^,^^,^^,^^
^shortcut_quickslot_mv2_2^,^2 Re Expan Quick Slot 3^,^2番目の移動型拡張クィックスロット3^,^^,^^,^^,^^
^shortcut_quickslot_mv2_3^,^2 Re Expan Quick Slot 4^,^2番目の移動型拡張クィックスロット4^,^^,^^,^^,^^
^shortcut_quickslot_mv2_4^,^2 Re Expan Quick Slot 5^,^2番目の移動型拡張クィックスロット5^,^^,^^,^^,^^
^shortcut_quickslot_mv2_5^,^2 Re Expan Quick Slot 6^,^2番目の移動型拡張クィックスロット6^,^^,^^,^^,^^
^shortcut_quickslot_mv2_6^,^2 Re Expan Quick Slot 7^,^2番目の移動型拡張クィックスロット7^,^^,^^,^^,^^
^shortcut_quickslot_mv2_7^,^2 Re Expan Quick Slot 8^,^2番目の移動型拡張クィックスロット8^,^^,^^,^^,^^
^shortcut_quickslot_mv2_8^,^2 Re Expan Quick Slot 9^,^2番目の移動型拡張クィックスロット9^,^^,^^,^^,^^
^shortcut_quickslot_mv2_9^,^2 Re Expan Quick Slot 10^,^2番目の移動型拡張クィックスロット10^,^^,^^,^^,^^
^nakey_slash^,^/ Slash^,^^,^^,^^,^^,^^
^nakey_backslash^,^\ Backslash^,^^,^^,^^,^^,^^
