t_key,t_korean,t_jpn,t_chinese,t_eng,t_eng_2,t_eng_3
^Dialog_2030407_Answer_0_Text^,^Learn Berserker Skill^,^バーサーカースキル習得^,^Dialog_2030408_Title^,^Dialog_2030408_Title^,^Dialog_2030408_Title^,^Dialog_2030408_Title^
^Dialog_2030408_Title^,^Okink^,^オキンレーク^,^Dialog_2030408_Text0^,^Dialog_2030408_Text0^,^Dialog_2030408_Text0^,^Dialog_2030408_Text0^
^Dialog_2030408_Text0^,^Nature is with nature Forget the grace of nature and confront those who destroy the law <br> <br> If you need it I will teach me^,^ネーチャーは自然と共に歩く者。自然の恩恵を忘れて法則を破壊しようとする者どもに立ち向かってください。
<br><br>
必要なスキルなら私が教えてあげます。^,^Dialog_2030408_Answer_0_Text^,^Dialog_2030408_Answer_0_Text^,^Dialog_2030408_Answer_0_Text^,^Dialog_2030408_Answer_0_Text^
^Dialog_2030408_Answer_0_Text^,^Learning Nature Skill^,^ネーチャースキル習得^,^Dialog_2030411_Title^,^Dialog_2030411_Title^,^Dialog_2030411_Title^,^Dialog_2030411_Title^
^Dialog_2030411_Title^,^Halcion^,^ハルシオーン^,^Dialog_2030411_Text0^,^Dialog_2030411_Text0^,^Dialog_2030411_Text0^,^Dialog_2030411_Text0^
^Dialog_2030411_Text0^,^It is very difficult to exercise smoothly with different things in the left hand and right hand It's even more difficult to move without blockage But if the Shield in the left hand and the Sword in the right hand begin to harmonize no one can easily knock you down <br> <br> I will teach you the skills to do tHat^,^左手と右手に異なるものを持って円滑に運動するのは凄く難しいことです。それもスムーズに動けるのはもっと難しいです。でも左手に持ったシールドと右手に持ったソードが釣り合いをとり始めたら誰もあなたをよいに倒せなくなります。
<br><br>
そのためのスキルを教えてあげます。^,^Dialog_2030411_Answer_0_Text^,^Dialog_2030411_Answer_0_Text^,^Dialog_2030411_Answer_0_Text^,^Dialog_2030411_Answer_0_Text^
^Dialog_2030411_Answer_0_Text^,^Learning Guardian Skill^,^ガーディアンスキル習得^,^Dialog_2030601_Title^,^Dialog_2030601_Title^,^Dialog_2030601_Title^,^Dialog_2030601_Title^
^Dialog_2030601_Title^,^Beast Trainer Snak^,^野獣調教師スナーク^,^Dialog_2030601_Text0^,^Dialog_2030601_Text0^,^Dialog_2030601_Text0^,^Dialog_2030601_Text0^
^Dialog_2030601_Text0^,^I'm called a beast trainer Snak The sympathy is very important when taming the beast I will teach me how to interact with the beast and how to interact with the tamed beast^,^私は野獣調教師スナークよ。野獣を捕獲する時は共感がとっても重要だよ。野獣と共感するための方法、調教した野獣と共感する方法は僕が教えてやる^,^Dialog_2030601_Answer_11_Text^,^Dialog_2030601_Answer_11_Text^,^Dialog_2030601_Answer_11_Text^,^Dialog_2030601_Answer_11_Text^
^Dialog_2030601_Answer_11_Text^,^Go to Fellow Ranch^,^フェロー商店^,^Dialog_2030601_Answer_3_Text^,^Dialog_2030601_Answer_3_Text^,^Dialog_2030601_Answer_3_Text^,^Dialog_2030601_Answer_3_Text^
^Dialog_2030601_Answer_3_Text^,^Fellow^,^フェロー商店^,^Dialog_2030601_Answer_4_Text^,^Dialog_2030601_Answer_4_Text^,^Dialog_2030601_Answer_4_Text^,^Dialog_2030601_Answer_4_Text^
^Dialog_2030601_Answer_4_Text^,^Fellowship Seal of Fellow Growth^,^フェロー成長封印解除^,^Dialog_2030601_Answer_5_Text^,^Dialog_2030601_Answer_5_Text^,^Dialog_2030601_Answer_5_Text^,^Dialog_2030601_Answer_5_Text^
^Dialog_2030601_Answer_5_Text^,^Fellowship space expansion^,^フェローインベントリ拡張^,^Dialog_2030601_Answer_6_Text^,^Dialog_2030601_Answer_6_Text^,^Dialog_2030601_Answer_6_Text^,^Dialog_2030601_Answer_6_Text^
^Dialog_2030601_Answer_6_Text^,^Fellow and flight altitude^,^フェローと飛行高度^,^Dialog_2030601_Answer_7_Text^,^Dialog_2030601_Answer_7_Text^,^Dialog_2030601_Answer_7_Text^,^Dialog_2030601_Answer_7_Text^
^Dialog_2030601_Answer_7_Text^,^Flight Fellow^,^直轄領の飛行フェロー^,^Dialog_2030601_Answer_8_Text^,^Dialog_2030601_Answer_8_Text^,^Dialog_2030601_Answer_8_Text^,^Dialog_2030601_Answer_8_Text^
^Dialog_2030601_Answer_8_Text^,^Ground fellows in the surrounding area^,^周辺地域の地上フェロー^,^Dialog_2030601_Answer_9_Text^,^Dialog_2030601_Answer_9_Text^,^Dialog_2030601_Answer_9_Text^,^Dialog_2030601_Answer_9_Text^
^Dialog_2030601_Answer_9_Text^,^Flight Fellows in the surrounding area^,^周辺地域の飛行フェロー^,^Dialog_2030601_Answer_10_Text^,^Dialog_2030601_Answer_10_Text^,^Dialog_2030601_Answer_10_Text^,^Dialog_2030601_Answer_10_Text^
