t_key,t_korean,t_jpn,t_chinese,t_eng,t_eng_2,t_eng_3
^fq_06_fk_0002_name^,^Great Sand Claw^,^!!^,^^,^^,^^,^^
^fq_06_sl_0002_name^,^Great Sand Saddle^,^!!^,^^,^^,^^,^^
^fq_06_ar_0002_name^,^Great Sand Soulstone^,^!!^,^^,^^,^^,^^
^fq_06_fk_0003_name^,^Mirage's Claw^,^!!^,^^,^^,^^,^^
^fq_06_sl_0003_name^,^Mirage's Saddle^,^!!^,^^,^^,^^,^^
^fq_06_ar_0003_name^,^Mirage's Soulstone^,^!!^,^^,^^,^^,^^
^fq_06_fk_0004_name^,^Rodesh's Claw^,^!!^,^^,^^,^^,^^
^fq_06_sl_0004_name^,^Rodesh's Saddle^,^!!^,^^,^^,^^,^^
^fq_06_ar_0004_name^,^Rodesh's Soulstone^,^!!^,^^,^^,^^,^^
^fq_06_fk_0011_name^,^Desert Claw^,^!!^,^^,^^,^^,^^
^fq_06_sl_0011_name^,^Desert Saddle^,^!!^,^^,^^,^^,^^
^fq_06_ar_0011_name^,^Desert Soulstone^,^!!^,^^,^^,^^,^^
^fq_06_fk_0012_name^,^Outstanding Desert Claw^,^!!^,^^,^^,^^,^^
^fq_06_sl_0012_name^,^Outstanding Desert Saddle^,^!!^,^^,^^,^^,^^
^fq_06_ar_0012_name^,^Outstanding Desert Soulstone^,^!!^,^^,^^,^^,^^
^fq_06_fk_0013_name^,^Zealot's Desert Claw^,^!!^,^^,^^,^^,^^
^fq_06_sl_0013_name^,^Zealot's Desert Saddle^,^!!^,^^,^^,^^,^^
^fq_06_ar_0013_name^,^Zealot's Desert Soulstone^,^!!^,^^,^^,^^,^^
^fq_06_fk_0014_name^,^Shaqiba's Claw^,^!!^,^^,^^,^^,^^
^fq_06_sl_0014_name^,^Shaqiba's Saddle^,^!!^,^^,^^,^^,^^
^fq_06_ar_0014_name^,^Shaqiba's Soulstone^,^!!^,^^,^^,^^,^^
^fq_00_fk_0001_name^,^Sea Claw^,^^,^^,^^,^^,^^
^fq_00_sl_0001_name^,^Sea Saddle^,^^,^^,^^,^^,^^
^fq_00_ar_0001_name^,^Sea Soulstone^,^^,^^,^^,^^,^^
^fq_07_fk_0001_name^,^Water Sea Claw (unused)^,^^,^^,^^,^^,^^
^fq_07_sl_0001_name^,^Water Sea Saddle (unused)^,^^,^^,^^,^^,^^
^fq_07_ar_0001_name^,^Water Sea Soulstone (unused)^,^^,^^,^^,^^,^^
^fq_07_fk_0002_name^,^Guardian's Sea Claw^,^^,^^,^^,^^,^^
^fq_07_sl_0002_name^,^Guardian's Sea Saddle^,^^,^^,^^,^^,^^
^fq_07_ar_0002_name^,^Guardian's Sea Soulstone^,^^,^^,^^,^^,^^
^fq_07_fk_0003_name^,^Turquoise Claw^,^^,^^,^^,^^,^^
^fq_07_sl_0003_name^,^Turquoise Saddle^,^^,^^,^^,^^,^^
^fq_07_ar_0003_name^,^Turquoise Soulstone^,^^,^^,^^,^^,^^
^fq_07_fk_0004_name^,^Torkai's Claw^,^^,^^,^^,^^,^^
^fq_07_sl_0004_name^,^Torkai's Saddle^,^^,^^,^^,^^,^^
^fq_07_ar_0004_name^,^Torkai's Soulstone^,^^,^^,^^,^^,^^
^fq_07_fk_0005_name^,^Ancient Claw^,^^,^^,^^,^^,^^
^fq_07_sl_0005_name^,^Ancient Saddle^,^^,^^,^^,^^,^^
^fq_07_ar_0005_name^,^Ancient Soulstone^,^^,^^,^^,^^,^^
^fq_02_fk_2009_name^,^Great Slayer's Claw^,^^,^^,^^,^^,^^
^fq_02_sl_2009_name^,^Great Slayer's Saddle^,^^,^^,^^,^^,^^
^fq_02_ar_2009_name^,^Great Slayer's Soulstone^,^^,^^,^^,^^,^^
^fq_C00_fk_0006_name^,^Blessing Claw (30 days)^,^^,^^,^^,^^,^^
^fq_C00_sl_0006_name^,^Blessing Saddle (30 days)^,^^,^^,^^,^^,^^
^fq_C00_ar_0006_name^,^Blessing Soulstone (30 days)^,^^,^^,^^,^^,^^
^fq_C00_lt_0001_name^,^Seal of Auto Acquisition (14 days)^,^^,^^,^^,^^,^^
^fq_C00_lt_0002_name^,^Seal of Auto Acquisition (30 days)^,^^,^^,^^,^^,^^
^fq_C00_lt_0003_name^,^Seal of Auto Acquisition^,^^,^^,^^,^^,^^
^fq_C00_lt_0004_name^,^Seal of Auto Acquisition (45 days)^,^^,^^,^^,^^,^^
^fq_C00_lt_0001_description^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0002_description^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0003_description^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0004_description^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0001_Desc^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0002_Desc^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0003_Desc^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0004_Desc^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_lt_0005_name^,^Seal of Auto Acquisition (3 days)^,^^,^^,^^,^^,^^
^fq_C00_lt_0006_name^,^Seal of Auto Acquisition (7 days)^,^^,^^,^^,^^,^^
^fq_C00_fk_0007_name^,^Blessing Claws^,^^,^^,^^,^^,^^
^fq_C00_sl_0007_name^,^Blessing Saddle^,^^,^^,^^,^^,^^
^fq_C00_ar_0007_name^,^Blessing Soulstone^,^^,^^,^^,^^,^^
^fq_C00_lt_0007_Name^,^Seal of Auto Acquisition (1 day)^,^^,^^,^^,^^,^^
^fq_C00_lt_0007_Description^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_fk_0008_name^,^Breeder's Claw (30 days)^,^^,^^,^^,^^,^^
^fq_C00_sl_0008_Name^,^Breeder's Saddle (30 days)^,^^,^^,^^,^^,^^
^fq_C00_ar_0008_Name^,^Breeder's Soul Stone (30 days)^,^^,^^,^^,^^,^^
^fq_C00_lt_0008_Name^,^Seal of Auto Acquisition (15 days)^,^^,^^,^^,^^,^^
^fq_C00_lt_0008_Description^,^A seal tHat allows the worn pet to acquire items automatically^,^^,^^,^^,^^,^^
^fq_C00_fk_0009_name^,^Claw of the Oath (15 days)^,^^,^^,^^,^^,^^
^fq_C00_sl_0009_name^,^Saddle of the Oath (15 days)^,^^,^^,^^,^^,^^
^fq_C00_ar_0009_name^,^Soul Stone of the Oath (15 days)^,^^,^^,^^,^^,^^
^fq_C00_fk_0010_name^,^Adrian Claw^,^^,^^,^^,^^,^^
^fq_C00_sl_0010_name^,^Adrian Saddle^,^^,^^,^^,^^,^^
^fq_C00_ar_0010_name^,^Adrian Soulstone^,^^,^^,^^,^^,^^
^fq_C00_fk_0011_Name^,^Faint Blessing Claw^,^^,^^,^^,^^,^^
^fq_C00_sl_0011_Name^,^Faint Blessing Saddle^,^^,^^,^^,^^,^^
^fq_C00_ar_0011_Name^,^Faint Blessing Soulstone^,^^,^^,^^,^^,^^
^fq_C00_fk_0012_Name^,^Airspace Claw^,^^,^^,^^,^^,^^
^fq_C00_sl_0012_Name^,^Airspace Saddle^,^^,^^,^^,^^,^^
^fq_C00_ar_0012_Name^,^Airspace Soulstone^,^^,^^,^^,^^,^^
