t_key,t_eng,t_jpn,t_chinese,t_korean,t_eng_2,t_eng_3
^TF2011box2_Name^,^라비니족의 어쌔신 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Assassin Enigma Chest^,^^,^^
^TF2012box2_Name^,^라비니족의 어쌔신 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Assassin Enigma Chest^,^^,^^
^TF2013box2_Name^,^라비니족의 어쌔신 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Assassin Enigma Chest^,^^,^^
^TF2511box2_Name^,^라비니족의 어쌔신 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Assassin Enigma Chest^,^^,^^
^TF2512box2_Name^,^라비니족의 어쌔신 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Assassin Enigma Chest^,^^,^^
^TF2513box2_Name^,^라비니족의 어쌔신 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Assassin Enigma Chest^,^^,^^
^TF3011box2_Name^,^라비니족의 어쌔신 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Assassin Enigma Chest^,^^,^^
^TF3012box2_Name^,^라비니족의 어쌔신 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Assassin Enigma Chest^,^^,^^
^TF3013box2_Name^,^라비니족의 어쌔신 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Assassin Enigma Chest^,^^,^^
^PR1511box2_Name^,^라비니족의 프리스트 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Priest Enigma Chest^,^^,^^
^PR1512box2_Name^,^라비니족의 프리스트 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Priest Enigma Chest^,^^,^^
^PR1513box2_Name^,^라비니족의 프리스트 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Priest Enigma Chest^,^^,^^
^PR2011box2_Name^,^라비니족의 프리스트 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Priest Enigma Chest^,^^,^^
^PR2012box2_Name^,^라비니족의 프리스트 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Priest Enigma Chest^,^^,^^
^PR2013box2_Name^,^라비니족의 프리스트 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Priest Enigma Chest^,^^,^^
^PR2511box2_Name^,^라비니족의 프리스트 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Priest Enigma Chest^,^^,^^
^PR2512box2_Name^,^라비니족의 프리스트 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Priest Enigma Chest^,^^,^^
^PR2513box2_Name^,^라비니족의 프리스트 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Priest Enigma Chest^,^^,^^
^PR3011box2_Name^,^라비니족의 프리스트 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Priest Enigma Chest^,^^,^^
^PR3012box2_Name^,^라비니족의 프리스트 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Priest Enigma Chest^,^^,^^
^PR3013box2_Name^,^라비니족의 프리스트 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Priest Enigma Chest^,^^,^^
^WZ1511box2_Name^,^라비니족의 위저드/매지션 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Wizard Enigma Chest^,^^,^^
^WZ1512box2_Name^,^라비니족의 위저드/매지션 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Wizard Enigma Chest^,^^,^^
^WZ1513box2_Name^,^라비니족의 위저드/매지션 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2011box2_Name^,^라비니족의 위저드/매지션 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2012box2_Name^,^라비니족의 위저드/매지션 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2013box2_Name^,^라비니족의 위저드/매지션 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2511box2_Name^,^라비니족의 위저드/매지션 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2512box2_Name^,^라비니족의 위저드/매지션 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2513box2_Name^,^라비니족의 위저드/매지션 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Wizard Enigma Chest^,^^,^^
^WZ3011box2_Name^,^라비니족의 위저드/매지션 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Wizard Enigma Chest^,^^,^^
^WZ3012box2_Name^,^라비니족의 위저드/매지션 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Wizard Enigma Chest^,^^,^^
^WZ3013box2_Name^,^라비니족의 위저드/매지션 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Wizard Enigma Chest^,^^,^^
^WR1500box1_Name^,^라비니족의 버서커 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Berserker Enigma Chest^,^^,^^
^WR2000box1_Name^,^라비니족의 버서커 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Berserker Enigma Chest^,^^,^^
^WR2500box1_Name^,^라비니족의 버서커 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Berserker Enigma Chest^,^^,^^
^WR3000box1_Name^,^라비니족의 버서커 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Berserker Enigma Chest^,^^,^^
^GD1500box1_Name^,^라비니족의 가디언 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Guardian Enigma Chest^,^^,^^
^GD2000box1_Name^,^라비니족의 가디언 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Guardian Enigma Chest^,^^,^^
^GD2500box1_Name^,^라비니족의 가디언 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Guardian Enigma Chest^,^^,^^
^GD3000box1_Name^,^라비니족의 가디언 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Guardian Enigma Chest^,^^,^^
^TF1500box1_Name^,^라비니족의 어쌔신 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Assassin Enigma Chest^,^^,^^
^TF2000box1_Name^,^라비니족의 어쌔신 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Assassin Enigma Chest^,^^,^^
^TF2500box1_Name^,^라비니족의 어쌔신 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Assassin Enigma Chest^,^^,^^
^TF3000box1_Name^,^라비니족의 어쌔신 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Assassin Enigma Chest^,^^,^^
^PR1500box1_Name^,^라비니족의 프리스트 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Priest Enigma Chest^,^^,^^
^PR2000box1_Name^,^라비니족의 프리스트 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Priest Enigma Chest^,^^,^^
^PR2500box1_Name^,^라비니족의 프리스트 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Priest Enigma Chest^,^^,^^
^PR3000box1_Name^,^라비니족의 프리스트 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Priest Enigma Chest^,^^,^^
^WZ1500box1_Name^,^라비니족의 위저드/매지션 15레벨 랜덤박스^,^^,^^,^Level 15 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2000box1_Name^,^라비니족의 위저드/매지션 20레벨 랜덤박스^,^^,^^,^Level 20 Rabbini Wizard Enigma Chest^,^^,^^
^WZ2500box1_Name^,^라비니족의 위저드/매지션 25레벨 랜덤박스^,^^,^^,^Level 25 Rabbini Wizard Enigma Chest^,^^,^^
^WZ3000box1_Name^,^라비니족의 위저드/매지션 30레벨 랜덤박스^,^^,^^,^Level 30 Rabbini Wizard Enigma Chest^,^^,^^
^WR1511box2_Description^,^라비니족의 신비로운 상자에서 버서커 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^WR1512box2_Description^,^라비니족의 신비로운 상자에서 버서커 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^WR1513box2_Description^,^라비니족의 신비로운 상자에서 버서커 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^WR2011box2_Description^,^라비니족의 신비로운 상자에서 버서커 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^WR2012box2_Description^,^라비니족의 신비로운 상자에서 버서커 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^WR2013box2_Description^,^라비니족의 신비로운 상자에서 버서커 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^WR2511box2_Description^,^라비니족의 신비로운 상자에서 버서커 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^WR2512box2_Description^,^라비니족의 신비로운 상자에서 버서커 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^WR2513box2_Description^,^라비니족의 신비로운 상자에서 버서커 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^WR3011box2_Description^,^라비니족의 신비로운 상자에서 버서커 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^WR3012box2_Description^,^라비니족의 신비로운 상자에서 버서커 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^WR3013box2_Description^,^라비니족의 신비로운 상자에서 버서커 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Berserker Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^GD1511box2_Description^,^라비니족의 신비로운 상자에서 가디언 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^GD1512box2_Description^,^라비니족의 신비로운 상자에서 가디언 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^GD1513box2_Description^,^라비니족의 신비로운 상자에서 가디언 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^GD2011box2_Description^,^라비니족의 신비로운 상자에서 가디언 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^GD2012box2_Description^,^라비니족의 신비로운 상자에서 가디언 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^GD2013box2_Description^,^라비니족의 신비로운 상자에서 가디언 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^GD2511box2_Description^,^라비니족의 신비로운 상자에서 가디언 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^GD2512box2_Description^,^라비니족의 신비로운 상자에서 가디언 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^GD2513box2_Description^,^라비니족의 신비로운 상자에서 가디언 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^GD3011box2_Description^,^라비니족의 신비로운 상자에서 가디언 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^GD3012box2_Description^,^라비니족의 신비로운 상자에서 가디언 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^GD3013box2_Description^,^라비니족의 신비로운 상자에서 가디언 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Guardian Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^TF1511box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^TF1512box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^TF1513box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^TF2011box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^TF2012box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^TF2013box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^TF2511box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^TF2512box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^TF2513box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^TF3011box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^TF3012box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^TF3013box2_Description^,^라비니족의 신비로운 상자에서 어쌔신 30레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 30 Assassin Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^PR1511box2_Description^,^라비니족의 신비로운 상자에서 프리스트 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^PR1512box2_Description^,^라비니족의 신비로운 상자에서 프리스트 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^PR1513box2_Description^,^라비니족의 신비로운 상자에서 프리스트 15레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 15 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^PR2011box2_Description^,^라비니족의 신비로운 상자에서 프리스트 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^PR2012box2_Description^,^라비니족의 신비로운 상자에서 프리스트 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^PR2013box2_Description^,^라비니족의 신비로운 상자에서 프리스트 20레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 20 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
^PR2511box2_Description^,^라비니족의 신비로운 상자에서 프리스트 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor.^,^^,^^
^PR2512box2_Description^,^라비니족의 신비로운 상자에서 프리스트 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 악세사리 및 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing Armor and Jewelry.^,^^,^^
^PR2513box2_Description^,^라비니족의 신비로운 상자에서 프리스트 25레벨 장착 아이템 중 무작위로 하나를 획득할 수 있다. 해당 상자에서는 무기 및 액세서리, 방어구 아이템의 획득 확률이 높습니다.^,^^,^^,^Contains one Random piece of Level 25 Priest Equipment from the Rabbini Mystical Chest. Has a higher chance of containing weapons, Armor, and Jewelry.^,^^,^^
