t_no;t_id;t_level;t_rarity;t_type
161.000000;F_f01_boar_0000;1.000000;normal;fellow
162.000000;F_f01_boar_0001;1.000000;normal;fellow
163.000000;F_f01_boar_0003;1.000000;normal;fellow
164.000000;F_f02_bull_0001;1.000000;normal;fellow
165.000000;F_f02_bull_0002;1.000000;normal;fellow
166.000000;F_f02_bull_0003;1.000000;normal;fellow
167.000000;F_f02_bull_0004;1.000000;normal;fellow
168.000000;F_f02_bull_0005;1.000000;normal;fellow
169.000000;F_f02_wolf_0009;1.000000;elite;fellow
170.000000;F_f03_wolf_0000;1.000000;normal;fellow
171.000000;F_f03_wolf_0001;1.000000;normal;fellow
172.000000;F_f03_wolfel_0000;1.000000;elite;fellow
173.000000;F_f02_spid_0000;1.000000;elite;fellow
174.000000;F_f02_spid_0002;1.000000;normal;fellow
175.000000;F_d02_spid_0000;1.000000;elite;fellow
176.000000;F_f01_boarel_0001;1.000000;elite;fellow
177.000000;F_f02_bull_0006;1.000000;normal;fellow
178.000000;F_f02_rein_0000;1.000000;normal;fellow
179.000000;F_f02_rein_0001;1.000000;normal;fellow
180.000000;F_f02_rein_0002;1.000000;normal;fellow
181.000000;F_f02_rein_0003;1.000000;normal;fellow
182.000000;F_f02_rein_0004;1.000000;normal;fellow
183.000000;F_f02_rein_0005;1.000000;normal;fellow
184.000000;F_f02_rein_0006;1.000000;elite;fellow
185.000000;F_f02_etur_0000;1.000000;normal;fellow
186.000000;F_f02_hors_0000;1.000000;elite;fellow
187.000000;F_f02_hors_0001;1.000000;normal;fellow
188.000000;F_f02_wolf_0010;1.000000;normal;fellow
189.000000;F_f02_spid_0005;1.000000;normal;fellow
190.000000;F_f02_houn_0000;1.000000;elite;fellow
191.000000;F_f02_eturel_0000;1.000000;normal;fellow
192.000000;F_f02_hors_0002;1.000000;normal;fellow
193.000000;F_f02_drag_0001;1.000000;normal;fellow
194.000000;F_f02_boar_0003;1.000000;normal;fellow
195.000000;F_f03_leo_0000;1.000000;normal;fellow
196.000000;F_f03_leoel_0000;1.000000;elite;fellow
197.000000;F_f03_leo_0001;1.000000;normal;fellow
198.000000;F_f03_bear_0000;1.000000;normal;fellow
199.000000;F_f03_bearel_0000;1.000000;elite;fellow
200.000000;F_f02_rein_0007;1.000000;normal;fellow
201.000000;F_f02_houn_0001;1.000000;normal;fellow
202.000000;F_f01_spid_0000;1.000000;normal;fellow
203.000000;F_f02_drag_0007;1.000000;normal;fellow
204.000000;F_f02_drag_0008;1.000000;normal;fellow
205.000000;F_f02_drag_0009;1.000000;normal;fellow
206.000000;F_f02_drag_0010;1.000000;normal;fellow
207.000000;F_f02_hors_0003;1.000000;normal;fellow
208.000000;F_f02_hors_0004;1.000000;normal;fellow
209.000000;F_f02_hors_0005;1.000000;normal;fellow
210.000000;F_f02_pega_0000;1.000000;elite;fellow
211.000000;F_f02_ydrag_0000;1.000000;normal;fellow
212.000000;F_02_Bsau_0002;1.000000;normal;fellow
213.000000;F_04_Bdra_0002;1.000000;elite;fellow
214.000000;F_02_Rhsau_0002;1.000000;elite;fellow
215.000000;F_C01_Unic_0002;1.000000;normal;fellow
216.000000;F_f02_rein_0008;1.000000;normal;fellow
217.000000;F_f02_rein_0009;1.000000;normal;fellow
218.000000;F_f02_rein_0010;1.000000;normal;fellow
219.000000;F_f02_rein_0011;1.000000;elite;fellow
220.000000;F_f02_rein_0012;1.000000;normal;fellow
221.000000;F_f02_rein_0013;1.000000;normal;fellow
222.000000;F_f02_firedra_0000;1.000000;normal;fellow
223.000000;F_f02_wolf_0011;1.000000;normal;fellow
224.000000;F_f02_wolf_0001;1.000000;normal;fellow
225.000000;F_f02_drag_0011;1.000000;normal;fellow
226.000000;F_d01_hors_0000;1.000000;elite;fellow
227.000000;F_f02_bull_0008;1.000000;elite;fellow
228.000000;F_f02_leo_0001;1.000000;normal;fellow
229.000000;F_f02_bull_0009;1.000000;normal;fellow
230.000000;F_f02_leo_0005;1.000000;elite;fellow
231.000000;F_f02_bear_0005;1.000000;elite;fellow
232.000000;F_f02_drag_0012;1.000000;elite;fellow
233.000000;F_f02_rein_0014;1.000000;normal;fellow
234.000000;F_f02_drag_0013;1.000000;normal;fellow
235.000000;F_f02_drag_0014;1.000000;normal;fellow
236.000000;F_06_Ostrich_0002;1.000000;elite;fellow
237.000000;F_06_Eagle_0002;1.000000;elite;fellow
238.000000;F_06_Scolpi_0003;1.000000;elite;fellow
239.000000;F_06_Scolpi_0004;1.000000;elite;fellow
240.000000;F_03_bull_0002;1.000000;normal;fellow
241.000000;F_03_Wolf_0002;1.000000;normal;fellow
242.000000;F_03_boar_0004;1.000000;normal;fellow
243.000000;F_14_Toucan_0002;1.000000;normal;fellow
244.000000;F_07_Toucan_0002;1.000000;elite;fellow
245.000000;F_d08_Pega_0002;1.000000;heroic;fellow
246.000000;F_d14_Blraba_0002;1.000000;normal;fellow
247.000000;F_c02_Brindle_0002;1.000000;heroic;fellow
248.000000;F_f03_Forst_0003;1.000000;elite;fellow
249.000000;F_c02_Liones_0002;1.000000;normal;fellow
250.000000;F_f03_Forst_0004;1.000000;heroic;fellow
251.000000;F_c02_Lion_0002;1.000000;normal;fellow
252.000000;F_c02_Elep_0005;1.000000;normal;fellow
253.000000;F_c02_Elep_0006;1.000000;normal;fellow
254.000000;F_c02_Ddog_0002;1.000000;normal;fellow
255.000000;F_d14_Etur_0002;1.000000;normal;fellow
256.000000;F_d09_wolf_0002;1.000000;normal;fellow
257.000000;F_f05_Eagle_0002;1.000000;normal;fellow
258.000000;F_f05_toucan_0002;1.000000;elite;fellow
259.000000;F_f01_leop_0000;1.000000;normal;fellow
260.000000;F_f01_leop_0001;1.000000;normal;fellow
261.000000;F_f01_leop_0002;1.000000;normal;fellow
262.000000;F_f01_leop_0003;1.000000;normal;fellow
263.000000;F_f03_Casp_0003;1.000000;heroic;fellow
264.000000;F_f03_matu_0002;1.000000;normal;fellow
265.000000;F_f03_Snowleo_0002;1.000000;normal;fellow
266.000000;F_03_Wolf_0004;1.000000;normal;fellow
267.000000;F_02_Tou_0003;1.000000;elite;fellow
268.000000;F_02_Tou_0004;1.000000;elite;fellow
269.000000;F_f01_Ybird_0001;1.000000;elite;fellow
270.000000;F_f03_Bdra_0001;1.000000;elite;fellow
271.000000;F_f03_Bdra_0002;1.000000;elite;fellow
272.000000;F_f03_Tou_0001;1.000000;normal;fellow
273.000000;F_f03_Tou_0002;1.000000;normal;fellow
274.000000;F_d04_wolf_0001;1.000000;heroic;fellow
275.000000;F_d04_wolf_0002;1.000000;elite;fellow
276.000000;F_d04_wolf_0003;1.000000;elite;fellow
277.000000;F_d04_wolf_0004;1.000000;heroic;fellow
278.000000;F_d04_wolf_0005;1.000000;elite;fellow
279.000000;F_d04_wolf_0006;1.000000;elite;fellow
280.000000;F_00_0_0001_0003;1.000000;elite;fellow
281.000000;F_00_bull_0001;1.000000;normal;fellow
282.000000;F_00_DragAg_0001;1.000000;heroic;fellow
283.000000;F_00_eturel_0001;1.000000;normal;fellow
284.000000;F_00_eturel_0002;1.000000;elite;fellow
285.000000;F_00_horse_0001;1.000000;normal;fellow
286.000000;F_f00_ydrag_0000;1.000000;normal;fellow
287.000000;F_f00_ydrag_0001;1.000000;normal;fellow
288.000000;F_f00_ydrag_0002;1.000000;normal;fellow
289.000000;F_f00_owl_0001;1.000000;normal;fellow
290.000000;F_d04_AfoHors_0001;36.000000;heroic;fellow
291.000000;F_d04_AfoHors_0002;1.000000;heroic;fellow
292.000000;F_d04_AfoHors_0003;1.000000;heroic;fellow
293.000000;F_04_Bdra_0003;1.000000;normal;fellow
294.000000;F_01_1_Garmu_0001;30.000000;heroic;fellow
295.000000;F_00_Bdra_0002;1.000000;elite;fellow
296.000000;F_00_Bdra_0003;1.000000;elite;fellow
297.000000;F_00_Drag_0000;1.000000;elite;fellow
298.000000;F_00_Drag_0001;1.000000;elite;fellow
299.000000;F_00_hound_0000;1.000000;normal;fellow
300.000000;F_00_hound_0001;1.000000;elite;fellow
301.000000;F_00_Bsau_0000;1.000000;normal;fellow
302.000000;F_00_Bsau_0001;1.000000;normal;fellow
303.000000;F_f09_SkyHor_0001;1.000000;elite;fellow
304.000000;F_f09_SkyHor_0002;1.000000;elite;fellow
305.000000;F_f09_Shriek_0001;1.000000;elite;fellow
306.000000;F_f09_Shriek_0002;1.000000;elite;fellow
307.000000;F_f07_gorilra_0001;1.000000;elite;fellow
308.000000;F_f09_Megan_0001;1.000000;heroic;fellow
309.000000;F_00_Bdra_0004;1.000000;heroic;fellow
310.000000;F_f00_owl_0002;1.000000;normal;fellow
311.000000;F_f09_Megan_0002;1.000000;heroic;fellow
312.000000;F_00_Drag_0002;1.000000;elite;fellow
313.000000;F_00_eturel_0003;1.000000;elite;fellow
314.000000;F_00_Bdra_0005;1.000000;heroic;fellow
315.000000;F_00_hound_0002;1.000000;elite;fellow
316.000000;F_02_FireBird_0001;1.000000;elite;fellow
317.000000;F_02_FireBird_0002;1.000000;elite;fellow
318.000000;F_00_Whale_0001;1.000000;heroic;fellow
319.000000;F_00_Whale_0002;1.000000;heroic;fellow
320.000000;F_f09_Shriek_0003;1.000000;normal;fellow
321.000000;F_f09_Shriek_0004;1.000000;normal;fellow
322.000000;F_f09_Fdra_0001;1.000000;normal;fellow
323.000000;F_f09_Fdra_0002;1.000000;normal;fellow
324.000000;F_F03_Icehound_0000;1.000000;normal;fellow
325.000000;F_F03_Saurwat_0000;1.000000;normal;fellow
326.000000;F_F03_Icehound_0001;1.000000;normal;fellow
327.000000;F_F03_Saurwat_0001;1.000000;normal;fellow
328.000000;F_F03_Bull_0001;1.000000;elite;fellow
329.000000;F_F03_Rasha_0001;1.000000;normal;fellow
330.000000;F_F03_DrLight_0001;1.000000;normal;fellow
331.000000;F_F03_IceEtule_0001;1.000000;normal;fellow
332.000000;F_F03_LeoSnow_0001;1.000000;elite;fellow
333.000000;F_F03_WhiteOwl_0001;1.000000;elite;fellow
334.000000;F_F03_Reinbase_0001;1.000000;normal;fellow
335.000000;F_F03_WhRein_0001;1.000000;elite;fellow
336.000000;F_F03_Shriek_0001;1.000000;normal;fellow
337.000000;F_F03_Shriek_0002;1.000000;elite;fellow
338.000000;F_F03_SpidBase_0001;1.000000;normal;fellow
339.000000;F_F03_Bull_0002;1.000000;elite;fellow
340.000000;F_F03_Rasha_0002;1.000000;normal;fellow
341.000000;F_F03_DrLight_0002;1.000000;normal;fellow
342.000000;F_F03_IceEtule_0002;1.000000;normal;fellow
343.000000;F_F03_LeoSnow_0002;1.000000;elite;fellow
344.000000;F_F03_WhiteOwl_0002;1.000000;elite;fellow
345.000000;F_F03_Reinbase_0002;1.000000;normal;fellow
346.000000;F_F03_WhRein_0002;1.000000;elite;fellow
347.000000;F_F03_Shriek_0003;1.000000;normal;fellow
348.000000;F_F03_Shriek_0004;1.000000;elite;fellow
349.000000;F_F03_SpidBase_0002;1.000000;normal;fellow
350.000000;F_F03_DrAster_0001;1.000000;normal;fellow
351.000000;F_F03_DrAster_0002;1.000000;normal;fellow
352.000000;F_00_Bsau_0002;1.000000;normal;fellow
353.000000;F_00_hound_0003;1.000000;normal;fellow
354.000000;F_f09_Shriek_0005;1.000000;normal;fellow
355.000000;F_f09_Shriek_0006;1.000000;normal;fellow
356.000000;F_f04_DragBone_0001;1.000000;elite;fellow
357.000000;F_f04_DragBone_0002;1.000000;elite;fellow
358.000000;F_f04_DraYoung_001;1.000000;normal;fellow
359.000000;F_f04_DraYoung_002;1.000000;elite;fellow
360.000000;F_f04_DraYoung_003;1.000000;normal;fellow
361.000000;F_f04_DraYoung_004;1.000000;normal;fellow
362.000000;F_f04_DraYoung_005;1.000000;normal;fellow
363.000000;F_f04_DraYoung_006;1.000000;elite;fellow
364.000000;F_f04_DraYoung_007;1.000000;normal;fellow
365.000000;F_f04_DraYoung_008;1.000000;normal;fellow
366.000000;F_f04_DraLittle_001;1.000000;elite;fellow
367.000000;F_f04_DraLittle_002;1.000000;normal;fellow
368.000000;F_f04_DraLittle_003;1.000000;elite;fellow
369.000000;F_f04_DraLittle_004;1.000000;normal;fellow
370.000000;F_f04_DraLittle_005;1.000000;elite;fellow
371.000000;F_f04_DraLittle_006;1.000000;normal;fellow
372.000000;F_f04_DraLittle_007;1.000000;elite;fellow
373.000000;F_f04_DraLittle_008;1.000000;normal;fellow
374.000000;F_f02_boar_0001;1.000000;normal;fellow
375.000000;F_f03_firebird_0002;1.000000;normal;fellow
376.000000;F_F03_hound_0001;1.000000;elite;fellow
377.000000;F_F03_megan_0001;1.000000;heroic;fellow
378.000000;F_F09_Eagle_0001;1.000000;normal;fellow
379.000000;F_F09_Eagle_0002;1.000000;normal;fellow
380.000000;F_F09_owl_0001;1.000000;normal;fellow
381.000000;F_P01_afohorse_0001;1.000000;heroic;fellow
382.000000;F_P01_liger_0001;1.000000;heroic;fellow
383.000000;F_D03_saurus_0001;1.000000;elite;fellow
384.000000;F_F02_Bear_0006;1.000000;elite;fellow
385.000000;F_F03_Boar_0001;1.000000;elite;fellow
386.000000;F_F09_Eagle_0003;1.000000;normal;fellow
387.000000;F_P01_megan_0001;1.000000;heroic;fellow
388.000000;F_F03_DraAgnas_0001;1.000000;heroic;fellow
389.000000;F_F04_DraCaras_0001;1.000000;elite;fellow
390.000000;F_P01_Dragdark_0001;1.000000;elite;fellow
391.000000;F_F03_Drawhite_0001;1.000000;heroic;fellow
392.000000;F_F03_WhitBird_0001;1.000000;elite;fellow
393.000000;F_F02_FloWhite_0001;1.000000;elite;fellow
394.000000;F_P01_Etutle_0001;1.000000;elite;fellow
395.000000;F_F04_blackuni_0001;1.000000;elite;fellow
396.000000;F_F04_Matura_0001;1.000000;heroic;fellow
397.000000;F_F03_Pegasus_0001;1.000000;elite;fellow
398.000000;F_F03_Saurus_0001;1.000000;elite;fellow
399.000000;F_P01_Seahors_0001;1.000000;elite;fellow
400.000000;F_F09_Toucan_0001;1.000000;elite;fellow
401.000000;F_F03_Ybird_0001;1.000000;elite;fellow
402.000000;F_P01_Ybird_0001;1.000000;elite;fellow
403.000000;F_F09_Ybird_0001;1.000000;normal;fellow
404.000000;F_F09_Ybird_0002;1.000000;normal;fellow
405.000000;F_F02_Ybird_0001;1.000000;elite;fellow
406.000000;F_f03_firebird_0003;1.000000;normal;fellow
407.000000;F_F03_hound_0002;1.000000;elite;fellow
408.000000;F_F03_megan_0002;1.000000;heroic;fellow
409.000000;F_F09_Eagle_0004;1.000000;normal;fellow
410.000000;F_F09_Eagle_0005;1.000000;normal;fellow
411.000000;F_F09_owl_0002;1.000000;normal;fellow
412.000000;F_P01_afohorse_0002;1.000000;heroic;fellow
413.000000;F_P01_liger_0002;1.000000;heroic;fellow
414.000000;F_D03_saurus_0002;1.000000;elite;fellow
415.000000;F_F02_Bear_0007;1.000000;elite;fellow
416.000000;F_F03_Boar_0002;1.000000;elite;fellow
417.000000;F_F09_Eagle_0006;1.000000;normal;fellow
418.000000;F_P01_megan_0002;1.000000;heroic;fellow
419.000000;F_F03_DraAgnas_0002;1.000000;heroic;fellow
420.000000;F_F04_DraCaras_0002;1.000000;elite;fellow
421.000000;F_P01_Dragdark_0002;1.000000;elite;fellow
422.000000;F_F03_Drawhite_0002;1.000000;heroic;fellow
423.000000;F_F03_WhitBird_0002;1.000000;elite;fellow
424.000000;F_F02_FloWhite_0002;1.000000;elite;fellow
425.000000;F_P01_Etutle_0002;1.000000;elite;fellow
426.000000;F_F04_blackuni_0002;1.000000;elite;fellow
427.000000;F_F04_Matura_0002;1.000000;heroic;fellow
428.000000;F_F03_Pegasus_0002;1.000000;elite;fellow
429.000000;F_F03_Saurus_0002;1.000000;elite;fellow
430.000000;F_P01_Seahors_0002;1.000000;elite;fellow
431.000000;F_F09_Toucan_0002;1.000000;elite;fellow
432.000000;F_F03_Ybird_0002;1.000000;elite;fellow
433.000000;F_P01_Ybird_0002;1.000000;elite;fellow
434.000000;F_F09_Ybird_0003;1.000000;normal;fellow
435.000000;F_F09_Ybird_0004;1.000000;normal;fellow
436.000000;F_F02_Ybird_0002;1.000000;elite;fellow
437.000000;F_p01_blahorse_0001;1.000000;elite;fellow
438.000000;F_02_1_0606_0003;1.000000;elite;fellow
439.000000;F_01_1_Garmu_0002;1.000000;heroic;fellow
440.000000;F_01_1_Garmu_0003;1.000000;heroic;fellow
441.000000;F_03_0_0769_0006;1.000000;normal;fellow
442.000000;F_03_0_0769_0007;1.000000;normal;fellow
443.000000;F_03_0_0769_0008;1.000000;normal;fellow
444.000000;F_03_0_0672_0007;1.000000;normal;fellow
445.000000;F_04_0_0245_0003;1.000000;normal;fellow
446.000000;F_F02_Leo_0006;1.000000;normal;fellow
447.000000;F_F02_Leo_0007;1.000000;normal;fellow
448.000000;F_F02_Bull_0007;1.000000;normal;fellow
449.000000;F_F02_Bull_0010;1.000000;normal;fellow
450.000000;F_D02_Bear_0002;1.000000;elite;fellow
451.000000;F_D02_Bear_0003;1.000000;elite;fellow
452.000000;F_f04_Drag_0000;1.000000;normal;fellow
453.000000;F_f04_Drag_0001;1.000000;normal;fellow
454.000000;F_f03_Wolf_0002;1.000000;normal;fellow
455.000000;F_f03_Wolf_0003;1.000000;normal;fellow
456.000000;F_P01_DraLittle_001;1.000000;elite;fellow
457.000000;F_P01_DraLittle_002;1.000000;elite;fellow
458.000000;F_C01_Bear_0001;1.000000;elite;fellow
459.000000;F_C01_Bear_0002;1.000000;normal;fellow
460.000000;F_C01_Horse_0001;1.000000;normal;fellow
461.000000;F_C01_Horse_0002;1.000000;normal;fellow
462.000000;F_C01_Horse_0003;1.000000;elite;fellow
463.000000;F_C01_Rein_0001;1.000000;normal;fellow
464.000000;F_C01_Rein_0002;1.000000;elite;fellow
465.000000;F_C01_Leo_0001;1.000000;normal;fellow
466.000000;F_C01_Leo_0002;1.000000;elite;fellow
467.000000;F_C01_Tou_0001;1.000000;elite;fellow
468.000000;F_C01_Bear_0003;1.000000;elite;fellow
469.000000;F_C01_Bear_0004;1.000000;normal;fellow
470.000000;F_C01_Horse_0004;1.000000;normal;fellow
471.000000;F_C01_Horse_0005;1.000000;normal;fellow
472.000000;F_C01_Horse_0006;1.000000;elite;fellow
473.000000;F_C01_Rein_0003;1.000000;normal;fellow
474.000000;F_C01_Rein_0004;1.000000;elite;fellow
475.000000;F_C01_Leo_0003;1.000000;normal;fellow
476.000000;F_C01_Leo_0004;1.000000;elite;fellow
477.000000;F_C01_Tou_0002;1.000000;elite;fellow
